mag_x (uT),mag_y (uT),mag_z (uT)
-3.280957299168367314e+01,-6.567477261237021115e-03,3.743744005377434547e+01
-3.281890545462880482e+01,1.375035679822413787e-03,3.742697906920625428e+01
-3.280129394893325667e+01,-2.070573363033861164e-02,3.742468282352384534e+01
-3.282928333208989358e+01,7.421325564372950601e-03,3.741644804472599617e+01
-3.281660059585968980e+01,6.721858377390222197e-03,3.743982641652419829e+01
-3.282405712019473754e+01,8.594741593119209488e-03,3.742069917251429700e+01
-3.281800221362976089e+01,9.324768247926842890e-03,3.743134909841991487e+01
-3.282750114311974698e+01,-1.858481507327864810e-02,3.742577192708170486e+01
-3.281850789919703715e+01,-1.975922250532857055e-02,3.740740920065555741e+01
-3.281451176917904888e+01,1.140159004666376104e-02,3.744018423369690396e+01
-3.281079466576333203e+01,1.849184992947074807e-02,3.743184845690714013e+01
-3.280361073107709302e+01,-1.352649574083197631e-04,3.740816130576315146e+01
-3.280657560751118496e+01,6.029399827139631483e-03,3.742501888258696141e+01
-3.280948209555636197e+01,-4.043601398585303618e-03,3.742681467241545334e+01
-3.280125008756039762e+01,7.074005033079665272e-03,3.742997875759953530e+01
-3.279399257931334688e+01,-5.642594334493978431e-03,3.741645885404585670e+01
-3.282246163598631483e+01,7.878901744630066595e-03,3.741507181601600251e+01
-3.281210813770265133e+01,1.407329791244509541e-02,3.742596029013310499e+01
-3.281770732598921114e+01,5.295949255370427378e-03,3.741352608508916688e+01
-3.281158708289500936e+01,5.417685156897494555e-04,3.742374525875302282e+01
-3.279624125716361505e+01,-7.793398080683280578e-04,3.742143960889720233e+01
-3.280028232931242371e+01,2.935507396858171719e-03,3.743359450497076324e+01
-3.280445521202854309e+01,3.041330952921796667e-03,3.740036390267620448e+01
-3.279359643261815194e+01,7.019280316978192963e-03,3.740578688866568768e+01
-3.280048571802440449e+01,-1.020543039823696915e-03,3.742823070420369902e+01
-3.282293113209492219e+01,1.446696498958790697e-02,3.740827813540307289e+01
-3.280485031390522010e+01,-1.937354376020327534e-02,3.742544134270653444e+01
-3.280007190108102577e+01,-1.429843674621954740e-03,3.742973336647484928e+01
-3.281491020014749438e+01,1.314121190301612355e-02,3.742799396145469615e+01
-3.282136618772570813e+01,1.024010473646637734e-02,3.742980764391784732e+01
-3.280815716428180906e+01,1.455355630176297793e-02,3.742446582909595776e+01
-3.281826118918884561e+01,1.493499974740301710e-02,3.743486188906420153e+01
-3.280425513941686688e+01,1.183812464742210920e-02,3.740628102086987639e+01
-3.280978282331276574e+01,-2.177653012308665426e-02,3.742527169241868279e+01
-3.281190313674014902e+01,1.536363840895480859e-03,3.740760863005573356e+01
-3.279932888685409864e+01,9.506397180120322934e-03,3.740539512468352967e+01
-3.282359658109764666e+01,-4.450972374694554118e-03,3.740959903466084313e+01
-3.281215818722607480e+01,1.213399881089229559e-03,3.740740721884326092e+01
-3.280553123186376752e+01,1.562788937558989497e-02,3.742346815896292611e+01
-3.282484846456951999e+01,2.422374847768191293e-03,3.741426964637760477e+01
-3.282851347122275598e+01,1.587946166543590873e-02,3.743601993556355723e+01
-3.279584792499539958e+01,-2.803876204932140119e-03,3.741933028589864563e+01
-3.281196548512811262e+01,-2.289320741309455298e-03,3.741707091540008179e+01
-3.279522080792898464e+01,-1.375440220783339523e-02,3.741359535994696017e+01
