gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
-2.707031432152182795e+06,4.688710502082519233e+06,3.360431637539504562e+06,-4.880826876043719426e-02,-6.383636710562377858e-02,-2.258779333493300678e-02
-2.707019140921465121e+06,4.688714545665772632e+06,3.360433981186671648e+06,1.536294068150902137e-02,-1.740776765777533527e-02,1.121018986737996603e-01
-2.707033865980596747e+06,4.688705196189589798e+06,3.360431939839900006e+06,-8.552459937057871331e-02,-4.173415537920274754e-02,-3.020099681998412219e-03
-2.707029500199287198e+06,4.688711271567570977e+06,3.360437950455272570e+06,-6.570779904921336678e-02,-5.166314966531440622e-02,4.766791023480750067e-02
-2.707035710605752654e+06,4.688711953084715642e+06,3.360420889265087899e+06,3.188223747330169028e-02,1.397011104708286225e-02,-1.546885700320704306e-02
-2.707023674165487289e+06,4.688713484849244356e+06,3.360425153872673865e+06,6.356796899744891066e-03,-3.718892872520487142e-02,-1.186391135379726292e-01
-2.707033655517258681e+06,4.688709367087066174e+06,3.360434345875103492e+06,-9.220619786497885606e-02,3.501271415681585925e-02,-2.379209509214507204e-02
-2.707025796996028628e+06,4.688718976188915782e+06,3.360436676570517011e+06,9.042174627567069189e-02,7.747389847733018864e-02,9.605213365112040894e-03
-2.707029478092262521e+06,4.688709004769913852e+06,3.360428480481738690e+06,2.060085970308219577e-02,4.054679031889758811e-02,2.711173428895964632e-02
-2.707022918736001477e+06,4.688716376709442586e+06,3.360439441048736218e+06,3.005280432200054756e-03,6.694290679531347821e-02,8.488688113599233975e-02
-2.707028612881025299e+06,4.688711056042735465e+06,3.360431235887721181e+06,1.073807456394030163e-01,1.897869186425510737e-02,-7.339627408086406291e-03
-2.707030923813777510e+06,4.688706304732846096e+06,3.360443175318425521e+06,-1.526902805320781153e-01,-2.485748607369111726e-02,-7.116736607478775511e-02
-2.707032085887422320e+06,4.688718871094857343e+06,3.360426276388869621e+06,-3.068458505800666924e-02,3.431623741110303993e-02,-1.732649869015890909e-01
-2.707029390803957358e+06,4.688711712421272881e+06,3.360440429732340388e+06,-7.601507474904671113e-04,-6.402762116074794951e-03,5.109288404340361217e-02
-2.707030223504435271e+06,4.688704678739902563e+06,3.360430764630198944e+06,5.158266461868821207e-02,8.720349122584729329e-03,-1.024909533629048825e-02
-2.707037577039125375e+06,4.688716285455403849e+06,3.360421003267640248e+06,4.193476760177484997e-02,9.457421005489642651e-02,-5.685084941190654551e-02
-2.707025312090101652e+06,4.688709165730752051e+06,3.360437077762461733e+06,1.431921978633835524e-01,5.371918447059379625e-02,-8.186741912898905238e-02
-2.707036030696053989e+06,4.688709288666276261e+06,3.360440723541945685e+06,1.222499367950257657e-03,-6.217512806264281766e-02,1.391304451762439632e-03
-2.707025229208733421e+06,4.688718418324953876e+06,3.360433403699962422e+06,2.982033996465653994e-02,-2.325539934549081950e-02,-2.492527816142459194e-03
-2.707032183283431921e+06,4.688717176021088846e+06,3.360440239719467238e+06,-1.432212197533352938e-02,-2.037429418589402352e-02,1.330901777391894913e-02
-2.707038078790846746e+06,4.688714070340222679e+06,3.360433288765300997e+06,-4.403582164867257676e-02,6.262228607648312462e-02,7.420880227111602452e-03
-2.707031770348840859e+06,4.688706946748614311e+06,3.360430214498718269e+06,-2.506467625344471761e-02,3.321297213406049220e-02,-3.902022651103961154e-02
-2.707020869710966945e+06,4.688717445017311722e+06,3.360422210526257288e+06,-1.496183825532418354e-03,-3.992330067244196853e-03,5.906205936044535594e-03
-2.707026576093985233e+06,4.688714032853031531e+06,3.360426918431434780e+06,-2.259703585192310640e-02,2.462054176055504529e-02,3.885196157366450909e-02
-2.707037285472546238e+06,4.688709232846163213e+06,3.360433336768303532e+06,-2.074263413543441653e-02,-8.681754526735276783e-03,6.262707940557836472e-02
-2.707022997979277745e+06,4.688712337719880976e+06,3.360420407672740519e+06,1.238463377207744270e-01,-2.028726276650824872e-03,-3.145743357771109416e-02
-2.707031864608046133e+06,4.688721939890929498e+06,3.360418990561933257e+06,4.730943007907402464e-02,2.955526679803873250e-02,2.806202915376976997e-02
-2.707034364815623034e+06,4.688716641371676698e+06,3.360421707077451982e+06,-5.852133058747807648e-02,2.373345023788768146e-02,-6.329941178178090377e-02
-2.707034606602508575e+06,4.688701999404155649e+06,3.360427840191863943e+06,3.286737401517473428e-02,-2.088647445382985773e-02,2.144558462511680572e-02
-2.707022618223906495e+06,4.688711773774031550e+06,3.360431774279423524e+06,-1.000474124185957159e-01,4.345695470369010521e-02,-2.651319007972859076e-02
-2.707030678712158464e+06,4.688716449321612716e+06,3.360428542774264701e+06,6.339681703877936281e-02,-7.214535397089537339e-02,3.453539984577105176e-02
-2.707029134324580897e+06,4.688725588577962480e+06,3.360417692641271278e+06,-3.445138412936138428e-02,5.245085422908926653e-02,5.728888104253929137e-02
-2.707026557650604751e+06,4.688710247823439538e+06,3.360424922930923756e+06,-6.200235345088533218e-02,-2.033453492991921241e-02,-3.956667124367242716e-02
-2.707027975136064924e+06,4.688711903994512744e+06,3.360429774732349440e+06,-6.010588208641402114e-02,-2.668049164687477659e-02,-5.519566020033225828e-02
-2.707028943904159591e+06,4.688717268895890564e+06,3.360429620784018189e+06,-7.074439002053352354e-02,-4.399483235838047568e-02,-3.449703533978160878e-03
-2.707026448415414896e+06,4.688715206797896884e+06,3.360430204199699685e+06,5.288116425996334385e-02,-5.178623674071734101e-02,9.169121380120107134e-02
-2.707031797828349750e+06,4.688708391703995876e+06,3.360436473147151526e+06,1.735151913362008736e-03,6.096073386113701198e-02,-4.824789877537591365e-02
-2.707024617623767350e+06,4.688705175662970170e+06,3.360437066954903305e+06,-3.500846675688921994e-02,3.964597451696123126e-02,-5.964455258477138755e-02
-2.707030370647465345e+06,4.688711161778159440e+06,3.360425769396833610e+06,2.902002762419231361e-03,-1.804320307893473446e-02,2.085551464514140071e-02
-2.707024853609499987e+06,4.688710882831619121e+06,3.360415094425179996e+06,5.208784203708436561e-02,-4.911826228727333987e-02,-1.458960878636848812e-02
-2.707021148117622826e+06,4.688715531817067415e+06,3.360422760442309547e+06,5.654421834457967061e-02,6.347056350249911938e-02,-4.471348746609084962e-02
-2.707028805245692842e+06,4.688711410425515845e+06,3.360444174304361921e+06,7.272883994508150263e-03,3.873997567014508814e-02,-2.743047489717827139e-04
-2.707030986198485829e+06,4.688711593799375929e+06,3.360433988448101096e+06,-6.093823394216823369e-02,-3.556736535533510518e-02,-5.183468250987302572e-02
-2.707028776676053647e+06,4.688704424450390041e+06,3.360436084023215808e+06,2.573930980476035746e-02,-3.219551429744452881e-02,-6.248500608200091566e-02
-2.707027383400119841e+06,4.688708301517529413e+06,3.360425685484711081e+06,-2.394471023648810093e-02,1.497917876458592680e-02,4.042916534263469100e-03
-2.707032317844144069e+06,4.688715362017842941e+06,3.360427055029692594e+06,1.989767246530693007e-02,-3.352423500854331134e-02,7.129855432427967266e-02
-2.707026684687574394e+06,4.688711859552242793e+06,3.360424607636317145e+06,-5.785517037514189241e-03,3.056130376564240858e-02,-7.060344110597371881e-02
-2.707027528230573982e+06,4.688715448563795537e+06,3.360429433768059593e+06,4.194878513983348739e-02,-4.301539124073221199e-02,6.811478631435151712e-03
-2.707031004281250294e+06,4.688712569780616090e+06,3.360448554369069636e+06,-2.050101519727366012e-02,-7.382610593246378972e-02,-2.325184603190681709e-02
-2.707033773231159430e+06,4.688706504978867248e+06,3.360422934896620456e+06,-8.777640098156723816e-03,9.661247874073488479e-03,-6.995091279499306668e-03
-2.707031178623580839e+06,4.688707428178896196e+06,3.360427020503877662e+06,-1.621001946409578870e-02,-1.262613185399909591e-02,4.846580010776065095e-02
-2.707032455944411922e+06,4.688717226711772382e+06,3.360429976189750712e+06,7.553045515356046624e-02,-7.245805969262154866e-02,5.105360582495251098e-02
-2.707041131002121139e+06,4.688714148978432640e+06,3.360437096128637437e+06,3.983775728221730650e-02,7.290482559325961454e-03,4.485141871782760692e-02
-2.707031918210472912e+06,4.688702781732667238e+06,3.360433632047904655e+06,-2.918328660000411618e-04,8.586465292267658755e-02,-2.557036246025833764e-03
-2.707033818850439973e+06,4.688719950373824686e+06,3.360433752934628166e+06,8.438099666202726612e-02,-2.626304337205082051e-02,-2.141381892553740045e-03
-2.707035134542937391e+06,4.688715788674731739e+06,3.360417211445073131e+06,-6.214627499387890414e-02,-1.171440665046827451e-01,-3.044753282148270415e-02
-2.707028670053636190e+06,4.688718197635047138e+06,3.360436592119005043e+06,-1.129707811391751915e-01,-2.229410806525075270e-02,1.107074118106015845e-02
-2.707038863678164780e+06,4.688714609413484111e+06,3.360434944957545958e+06,-1.006851185699194663e-02,4.084339390962857252e-02,-1.834618822154509762e-02
