gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
5.243164602906499328e-01,4.782915047017263777e-01,4.942971743239459315e-01
5.505323034879956445e-01,5.629685903964332105e-01,4.574121033540647918e-01
5.677007540157946730e-01,5.571664965099951683e-01,4.925456319425202123e-01
4.874600182279553162e-01,5.140378526576658835e-01,5.442851453981790710e-01
5.170094911357351330e-01,5.359340470288451730e-01,4.867873742680552396e-01
5.002406276076911684e-01,6.089310136703158793e-01,4.786084632606564249e-01
5.166311660315774379e-01,5.956744251449046512e-01,4.378988728939862685e-01
4.510297404390432585e-01,4.852198167739747436e-01,4.518615838577764721e-01
4.703049998571402490e-01,4.768485676272630758e-01,4.338938167101531462e-01
6.218513282811272136e-01,4.575725280181431875e-01,5.371189441574968360e-01
5.154715489378440818e-01,4.039715559851229654e-01,4.787437732583548211e-01
5.068131318938331464e-01,5.291795691726459694e-01,5.099120001213459652e-01
5.233302798963200830e-01,4.952401295164771677e-01,4.975303567065790800e-01
4.349977672594729228e-01,4.920346945932346783e-01,4.608576014051603553e-01
5.586579789639902760e-01,4.175312476667584760e-01,5.188313539484245007e-01
5.065809589548222469e-01,4.505883285680739592e-01,5.272761911617108721e-01
4.896420219151271236e-01,4.807657056328946688e-01,5.545041277424347381e-01
5.114934167157826339e-01,4.559584387603676237e-01,5.190745947551655970e-01
4.279779711567133771e-01,5.230215355250142917e-01,4.406939284204238194e-01
4.188947234235844697e-01,5.316850377827169183e-01,6.236558482101969281e-01
5.575835544146309219e-01,4.897640582204089710e-01,5.016826283252443508e-01
5.174565508146922177e-01,4.966318003960459859e-01,4.551086388995279064e-01
4.503012630519468984e-01,5.138215167568186414e-01,4.532957360737203123e-01
5.323440316128302818e-01,5.116041746132197199e-01,4.721166955129290077e-01
5.108286533104211546e-01,4.545569761812367493e-01,4.616468835198724863e-01
5.280469331161524726e-01,4.361062546800461015e-01,5.186841451367031341e-01
4.703816648950611690e-01,4.778054819247916085e-01,4.677044605780517061e-01
5.294169162317323707e-01,4.637339586996527263e-01,5.688426386918948863e-01
4.802783526770484368e-01,5.586815449585476046e-01,4.875654988450701111e-01
4.825027189331924093e-01,5.187461180236786484e-01,5.377802400748312728e-01
4.520889691970905178e-01,5.024371914321876798e-01,4.299536856394528539e-01
5.281326301610800300e-01,5.534418533333235191e-01,4.974194196160572901e-01
4.700160084769736124e-01,4.266645679824531134e-01,4.496291505411668110e-01
4.361400717376220371e-01,5.032455371181314696e-01,4.908697758425145108e-01
5.031280419140725657e-01,5.746461038121576381e-01,5.660366457094552217e-01
5.184430718257970749e-01,4.810965985460808336e-01,4.898291542242995678e-01
5.115862682213897505e-01,5.014188146304368043e-01,5.261020917061471902e-01
5.505560499786205098e-01,4.966104681618471184e-01,5.000347234183620815e-01
5.332982281437504968e-01,5.118800439835012872e-01,5.048326200986608114e-01
4.457592627851442724e-01,5.157761374660680964e-01,5.149471374243943522e-01
4.698936984019593255e-01,5.776860437579045549e-01,5.013583891564531436e-01
5.293033718693440637e-01,5.015363029946842133e-01,5.044975810793880244e-01
5.063413311236231173e-01,5.021556315677284665e-01,4.948279164215291792e-01
5.020193815098260570e-01,5.027722439530974974e-01,5.661870893685561068e-01
4.858247669645148759e-01,5.071570746124015594e-01,5.326307500579653409e-01
6.122729605889212223e-01,5.608829056686277514e-01,4.789558400129644844e-01
4.925852477648482997e-01,5.537497248794274185e-01,4.831008357435771505e-01
5.605672387939325541e-01,5.522341523589030521e-01,5.048183538624899658e-01
5.084142149174081249e-01,4.775245176373061895e-01,4.458317953986389859e-01
4.481611314129833601e-01,5.031060982588347885e-01,5.026392882433660114e-01
4.383322836253753518e-01,5.695205389878039703e-01,4.995072690910775659e-01
4.961386938913270317e-01,4.272402786206402903e-01,5.586002634989728488e-01
5.380584949841117348e-01,4.336681090757649182e-01,5.899257528580768017e-01
4.609429577276005219e-01,5.132641257714015692e-01,5.511339251073059664e-01
5.137779222327553130e-01,4.886115023655187017e-01,5.411030306102411203e-01
4.844712642302206884e-01,4.662638860975447108e-01,5.271687601616540375e-01
5.826518938150592186e-01,4.223559079490194490e-01,5.259885685326372018e-01
4.820916720205586925e-01,5.597217664875083765e-01,4.675029800253074352e-01
4.455991181212829444e-01,4.888077412628500373e-01,5.201450133674910825e-01
4.658174308679011166e-01,4.957060271782703365e-01,4.586040057840772843e-01
4.628949656367769561e-01,4.708135048652328791e-01,5.308731525512240257e-01
4.969277674741264805e-01,5.371405463309641970e-01,5.085527247574261889e-01
4.877881112227582805e-01,5.486462913051849410e-01,5.026933236916185654e-01
3.974171585099489090e-01,4.818660492814473284e-01,4.967671306667396647e-01
5.249650715151558122e-01,4.832532865516914189e-01,4.505379572602845606e-01
4.662735721378223896e-01,4.709810189446497208e-01,4.721119467053286889e-01
4.917231490733671717e-01,4.678835584509944967e-01,5.552025540279755811e-01
3.983440743493640301e-01,5.251997679387808704e-01,4.808336687655687114e-01
5.049693179793702802e-01,4.383390456116517675e-01,3.901057244973767379e-01
