ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
3.281072656359680906e+01,0.000000000000000000e+00,3.742187116036371464e+01
3.281072656359680906e+01,1.871093557238563557e-03,3.742187111358637708e+01
3.281072656359680906e+01,5.613280653004755309e-03,3.742187073936766950e+01
3.281072656359680906e+01,1.122656117971069546e-02,3.742186947637952699e+01
3.281072656359680906e+01,1.871093480055955119e-02,3.742186648262991611e+01
3.281072656359680906e+01,2.806640073904754368e-02,3.742186063546294150e+01
3.281072656359680906e+01,3.929295749830003653e-02,3.742185053155913010e+01
3.281072656359680906e+01,5.239060251024180853e-02,3.742183448693596404e+01
3.281072656359680906e+01,6.735933171460181668e-02,3.742181053694880433e+01
3.281072656359680906e+01,8.419913906775280954e-02,3.742177643629230488e+01
3.281072656359680906e+01,1.029100159813864657e-01,3.742172965900256543e+01
3.281072656359680906e+01,1.234919506910249765e-01,3.742166739846016554e+01
3.281072656359680906e+01,1.459449275543706070e-01,3.742158656739426448e+01
3.281072656359680906e+01,1.702689262794948311e-01,3.742148379788814339e+01
3.281072656359680906e+01,1.964639210828698912e-01,3.742135544138632497e+01
3.281072656359680906e+01,2.245298797772454225e-01,3.742119756870360447e+01
3.281072656359680906e+01,2.544667627893751893e-01,3.742100597003636153e+01
3.281072656359680906e+01,2.862745221075978508e-01,3.742077615497644416e+01
3.281072656359680906e+01,3.199531001592789137e-01,3.742050335252800863e+01
3.281072656359680906e+01,3.555024286181211468e-01,3.742018251112770599e+01
3.281072656359680906e+01,3.929224271413526148e-01,3.741980829866864156e+01
3.281072656359680906e+01,4.322130020368027958e-01,3.741937510252852661e+01
3.281072656359680906e+01,4.733740448598801054e-01,3.741887702960251261e+01
3.281072656359680906e+01,5.164054309404652043e-01,3.741830790634120518e+01
3.281072656359680906e+01,5.613070178397370213e-01,3.741766127879434123e+01
3.281072656359680906e+01,6.080786437369520847e-01,3.741693041266069031e+01
3.281072656359680906e+01,6.567201257461978692e-01,3.741610829334474886e+01
3.281072656359680906e+01,7.072312581631480244e-01,3.741518762602078141e+01
3.281072656359680906e+01,7.596118106418465743e-01,3.741416083570491224e+01
3.281072656359680906e+01,8.138615263015536172e-01,3.741302006733575070e+01
3.281072656359680906e+01,8.699801197636903849e-01,3.741175718586440979e+01
3.281072656359680906e+01,9.279672751189221858e-01,3.741036377635440857e+01
3.281072656359680906e+01,9.878226438244255281e-01,3.740883114409228938e+01
3.281072656359680906e+01,1.049545842531388606e+00,3.740715031470971041e+01
3.281072656359680906e+01,1.113136450842800773e+00,3.740531203431762464e+01
3.281072656359680906e+01,1.178594009001590726e+00,3.740330676965349710e+01
3.281072656359680906e+01,1.245918015509179577e+00,3.740112470824227842e+01
3.281072656359680906e+01,1.315107924674522977e+00,3.739875575857196566e+01
3.281072656359680906e+01,1.386163144093716326e+00,3.739618955028463887e+01
3.281072656359680906e+01,1.459083032060259022e+00,3.739341543438384008e+01
3.281072656359680906e+01,1.533866894906058320e+00,3.739042248345921848e+01
3.281072656359680906e+01,1.610513984273282739e+00,3.738719949192934422e+01
3.281072656359680906e+01,1.689023494317174690e+00,3.738373497630361442e+01
3.281072656359680906e+01,1.769394558839931353e+00,3.738001717546433866e+01
3.281072656359680906e+01,1.851626248355793258e+00,3.737603405096989917e+01
3.281072656359680906e+01,1.935717567087464897e+00,3.737177328738001592e+01
3.281072656359680906e+01,2.021667449894023694e+00,3.736722229260425365e+01
3.281072656359680906e+01,2.109474759130466115e+00,3.736236819827475841e+01
3.281072656359680906e+01,2.199138281439063647e+00,3.735719786014431065e+01
3.281072656359680906e+01,2.290656724472708738e+00,3.735169785851092428e+01
3.281072656359680906e+01,2.384028713550433665e+00,3.734585449866997919e+01
3.281072656359680906e+01,2.479252788245317696e+00,3.733965381139518769e+01
3.281072656359680906e+01,2.576327398904986410e+00,3.733308155344952439e+01
3.281072656359680906e+01,2.675250903104941624e+00,3.732612320812727802e+01
3.281072656359680906e+01,2.776021562034965307e+00,3.731876398582861043e+01
3.281072656359680906e+01,2.878637536818848375e+00,3.731098882466771016e+01
3.281072656359680906e+01,2.983096884767728163e+00,3.730278239111595440e+01
3.281072656359680906e+01,3.089397555567315656e+00,3.729412908068126598e+01
3.281072656359680906e+01,3.197537387399319364e+00,3.728501301862512207e+01
3.281072656359680906e+01,3.307514102997393568e+00,3.727541806071844377e+01
3.281072656359680906e+01,3.419325305637942680e+00,3.726532779403779472e+01
3.281072656359680906e+01,3.532968475066145864e+00,3.725472553780326024e+01
3.281072656359680906e+01,3.648440963357575839e+00,3.724359434425947057e+01
3.281072656359680906e+01,3.765739990715805785e+00,3.723191699960109702e+01
3.281072656359680906e+01,3.884862641206423994e+00,3.721967602494439120e+01
3.281072656359680906e+01,4.005805858427892829e+00,3.720685367734614601e+01
3.281072656359680906e+01,4.128566441119700947e+00,3.719343195087166976e+01
3.281072656359680906e+01,4.253141038708304400e+00,3.717939257771322303e+01
3.281072656359680906e+01,4.379526146791340224e+00,3.716471702936042476e+01
3.281072656359680906e+01,4.507718102560656526e+00,3.714938651782433254e+01
3.281072656359680906e+01,4.637713080164686197e+00,3.713338199691661146e+01
3.281072656359680906e+01,4.769507086010769115e+00,3.711668416358544675e+01
3.281072656359680906e+01,4.903095954007990365e+00,3.709927345930984899e+01
3.281072656359680906e+01,5.038475340751173093e+00,3.708113007155396446e+01
3.281072656359680906e+01,5.175640720646695669e+00,3.706223393528303234e+01
3.281072656359680906e+01,5.314587380980774434e+00,3.704256473454262988e+01
3.281072656359680906e+01,5.455310416930961637e+00,3.702210190410298907e+01
3.281072656359680906e+01,5.597804726521563801e+00,3.700082463116996934e+01
3.281072656359680906e+01,5.742065005523767418e+00,3.697871185716453368e+01
3.281072656359680906e+01,5.888085742301250036e+00,3.695574227957233404e+01
3.281072656359680906e+01,6.035861212602139148e+00,3.693189435386528174e+01
3.281072656359680906e+01,6.185385474298128017e+00,3.690714629549680126e+01
3.281072656359680906e+01,6.336652362071698796e+00,3.688147608197254357e+01
3.281072656359680906e+01,6.489655482052328672e+00,3.685486145499844213e+01
3.281072656359680906e+01,6.644388206402684460e+00,3.682727992270782380e+01
3.281072656359680906e+01,6.800843667855759556e+00,3.679870876196945773e+01
3.281072656359680906e+01,6.959014754204023490e+00,3.676912502077840372e+01
3.281072656359680906e+01,7.118894102741634811e+00,3.673850552073140108e+01
3.281072656359680906e+01,7.280474094660811524e+00,3.670682685958886537e+01
3.281072656359680906e+01,7.443746849403529708e+00,3.667406541392509212e+01
3.281072656359680906e+01,7.608704218969720934e+00,3.664019734186885557e+01
3.281072656359680906e+01,7.775337782183188828e+00,3.660519858593607267e+01
3.281072656359680906e+01,7.943638838916508682e+00,3.656904487595647879e+01
3.281072656359680906e+01,8.113598404276235243e+00,3.653171173209636891e+01
3.281072656359680906e+01,8.285207202749726108e+00,3.649317446797915210e+01
3.281072656359680906e+01,8.458455662315021328e+00,3.645340819390571596e+01
3.281072656359680906e+01,8.633333908515181676e+00,3.641238782017657627e+01
3.281072656359680906e+01,8.809831758498555487e+00,3.637008806051769483e+01
3.281072656359680906e+01,8.987938715026551506e+00,3.632648343561193371e+01
3.281072656359680906e+01,9.167643960450417850e+00,3.628154827673811411e+01
3.281072656359680906e+01,9.348936350658696881e+00,3.623525672951957688e+01
3.281072656359680906e+01,9.531804408997025746e+00,3.618758275778428413e+01
3.281072656359680906e+01,9.716236320161939943e+00,3.613850014753832340e+01
3.281072656359680906e+01,9.902219924070509549e+00,3.608798251105487509e+01
3.281072656359680906e+01,1.008974270970759513e+01,3.603600329108049038e+01
3.281072656359680906e+01,1.027879180895257605e+01,3.598253576516072627e+01
3.281072656359680906e+01,1.046935399038749992e+01,3.592755305008704170e+01
3.281072656359680906e+01,1.066141565308857864e+01,3.587102810646691609e+01
3.281072656359680906e+01,1.085496282040311655e+01,3.581293374341911573e+01
3.281072656359680906e+01,1.104998113371388335e+01,3.575324262339611892e+01
3.281072656359680906e+01,1.124645584619309702e+01,3.569192726713549746e+01
3.281072656359680906e+01,1.144437181654822666e+01,3.562896005874235783e+01
3.281072656359680906e+01,1.164371350276178418e+01,3.556431325090454010e+01
3.281072656359680906e+01,1.184446495582749748e+01,3.549795897024272051e+01
3.281072656359680906e+01,1.204660981348515847e+01,3.542986922279709461e+01
3.281072656359680906e+01,1.225013129395658673e+01,3.536001589965263747e+01
3.281072656359680906e+01,1.245478804346875634e+01,3.528844989419526001e+01
3.281072656359680906e+01,1.266030810073752022e+01,3.521523874599264303e+01
3.281072656359680906e+01,1.286644618968062836e+01,3.514044683254489598e+01
3.281072656359680906e+01,1.307298119628391753e+01,3.506413557731701047e+01
3.281072656359680906e+01,1.327971388234461259e+01,3.498636363422076556e+01
3.281072656359680906e+01,1.348646481413365628e+01,3.490718705309834036e+01
3.281072656359680906e+01,1.369307248601154292e+01,3.482665942974857387e+01
3.281072656359680906e+01,1.389939162085087609e+01,3.474483204324179297e+01
3.281072656359680906e+01,1.410529163077740833e+01,3.466175398264753937e+01
3.281072656359680906e+01,1.431065522325299710e+01,3.457747226481489378e+01
3.281072656359680906e+01,1.451537713890065007e+01,3.449203194447004250e+01
3.281072656359680906e+01,1.471936300872526715e+01,3.440547621760570252e+01
3.281072656359680906e+01,1.492252831952425041e+01,3.431784651891575066e+01
3.281072656359680906e+01,1.512479747731955548e+01,3.422918261385932226e+01
3.281072656359680906e+01,1.532610295958616398e+01,3.413952268581131477e+01
3.281072656359680906e+01,1.552638454790942646e+01,3.404890341866094161e+01
3.281072656359680906e+01,1.572558863348302438e+01,3.395736007514911137e+01
3.281072656359680906e+01,1.592366758856715592e+01,3.386492657118390071e+01
3.281072656359680906e+01,1.612057919766960268e+01,3.377163554633568054e+01
3.281072656359680906e+01,1.631628614279611966e+01,3.367751843068697326e+01
3.281072656359680906e+01,1.651075553764665571e+01,3.358260550819325374e+01
3.281072656359680906e+01,1.670395850611488697e+01,3.348692597669803206e+01
3.281072656359680906e+01,1.689586980088519752e+01,3.339050800473687275e+01
3.281072656359680906e+01,1.708646745831701708e+01,3.329337878525901573e+01
3.281072656359680906e+01,1.727573248616597112e+01,3.319556458639152652e+01
3.281072656359680906e+01,1.746364858101666684e+01,3.309709079936808962e+01
3.281072656359680906e+01,1.765020187259768392e+01,3.299798198374274705e+01
3.281072656359680906e+01,1.783538069241677704e+01,3.289826191000716449e+01
3.281072656359680906e+01,1.801917536439727030e+01,3.279795359972874991e+01
3.281072656359680906e+01,1.820157801541633447e+01,3.269707936332500964e+01
3.281072656359680906e+01,1.838258240384536535e+01,3.259566083558816274e+01
3.281072656359680906e+01,1.856218376437299256e+01,3.249371900907172517e+01
