gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
-2.707030798692032695e+06,4.688717212565601803e+06,3.360427835850351956e+06,9.248813982254775606e-03,4.125084331226258443e-03,8.459448048408148291e-02
-2.707031372066146694e+06,4.688715499180677347e+06,3.360424862587408163e+06,5.627024810224952323e-02,1.443356977735557947e-02,-6.521113197954445106e-02
-2.707034497679458931e+06,4.688710877793670632e+06,3.360421610563136637e+06,-1.916076632926430254e-02,3.860852363323400566e-02,4.939345382512490279e-02
-2.707026384151124861e+06,4.688717627640418708e+06,3.360440600701979827e+06,7.146902730805330950e-02,-1.035812466903722646e-02,2.544948426362245164e-02
-2.707022127112269402e+06,4.688720970442442223e+06,3.360430478043836076e+06,-1.670225008166341049e-02,-2.219124151132320991e-02,-5.733515964949456589e-02
-2.707028362586375792e+06,4.688710540816080756e+06,3.360444032214644365e+06,-2.879915050324328984e-02,3.982418507588885576e-02,-1.852678577562152096e-01
-2.707034099333256949e+06,4.688711436604611576e+06,3.360419896329172421e+06,2.012871015191376386e-02,4.831492478117774964e-02,2.560731369166204321e-02
-2.707039130480528343e+06,4.688719785383965820e+06,3.360442408596005756e+06,-1.145463488024830723e-01,-1.071440360837423444e-01,-3.205121503082800777e-02
-2.707030432743646204e+06,4.688705305758376606e+06,3.360436515909724403e+06,3.550677168495599417e-02,2.150923477704444475e-02,-3.543008595341023970e-02
-2.707030546682699583e+06,4.688717383003128693e+06,3.360443382666616235e+06,6.633027592348471335e-02,6.222329514629976188e-02,-7.609153137090146624e-02
-2.707035070985678583e+06,4.688712712091111578e+06,3.360426689641729463e+06,-8.976944182692395136e-02,-8.055837103686463996e-02,-1.061184766104025234e-01
-2.707028042488834355e+06,4.688713910567814484e+06,3.360439648043595254e+06,5.091527978663570875e-02,-3.121664706224688834e-02,1.175211397234647223e-02
-2.707025573127040640e+06,4.688705430257957429e+06,3.360424438615232240e+06,4.035114882624929976e-03,7.816975927286189119e-02,-1.153888440716295538e-02
-2.707021732814577874e+06,4.688713976927497424e+06,3.360438964568959549e+06,3.228547712167963851e-02,2.988408554858061963e-03,-2.332701079597578053e-02
-2.707033172619897407e+06,4.688724792678050697e+06,3.360433211797138210e+06,1.131117770188219164e-02,-4.003340615897423016e-02,5.393213372882247475e-02
-2.707023021489594132e+06,4.688713173207498156e+06,3.360434090549015906e+06,-3.094858723257296745e-02,-4.570170115787713927e-02,-1.171408688713624635e-01
-2.707036593448819593e+06,4.688714019601710141e+06,3.360426692460499704e+06,6.343657135518405987e-02,-1.879888753173014279e-02,-8.855793539780906429e-03
-2.707028654495803174e+06,4.688712669859865680e+06,3.360423618827527855e+06,-4.081211284262814543e-02,-6.245941661191012351e-02,-2.956833182877044094e-02
-2.707029505781929009e+06,4.688711617405415513e+06,3.360428737301560584e+06,8.013043719154060163e-02,6.090721473522145435e-03,2.561914191187959766e-02
-2.707030904440243728e+06,4.688715233264448121e+06,3.360427368556870148e+06,3.182749885772193088e-02,-4.904625765082012284e-02,1.191198459153385535e-02
-2.707029338730107527e+06,4.688705129244693555e+06,3.360433490089380182e+06,-2.932814614964975378e-02,2.194381618934902745e-02,-4.364868632420440542e-02
-2.707030305863768328e+06,4.688718245443832129e+06,3.360433114978768863e+06,-8.873479629959121415e-03,-6.987206639897172722e-02,-5.098477517540791169e-03
-2.707030699462180492e+06,4.688714930087854154e+06,3.360427221256162971e+06,5.140962841541120432e-02,6.564381692317725059e-03,4.075047113964825468e-02
-2.707024172645925544e+06,4.688704729706998914e+06,3.360436684706925880e+06,1.197749644446698992e-02,-4.560419317924300359e-02,-5.690012118975146249e-02
-2.707033366609828081e+06,4.688708608667626046e+06,3.360439845196030568e+06,-5.379350981348744037e-02,2.249075252749043255e-02,3.476839977800429398e-03
-2.707027283190706745e+06,4.688716347503735684e+06,3.360432034532216843e+06,1.468105906594445280e-03,-4.199435854737270518e-02,4.476388508619852380e-02
-2.707026132971696556e+06,4.688702733908158727e+06,3.360437374419117812e+06,-6.037871209669483374e-03,5.250114296740027685e-03,2.152303772574706495e-02
-2.707018223174703307e+06,4.688714862796026282e+06,3.360434245443091728e+06,-2.750550092040368252e-02,7.862172830866584472e-02,-2.039696788916131945e-02
-2.707023147677705623e+06,4.688714185432126746e+06,3.360432469734475017e+06,8.228342274534786172e-02,-2.447538169986865353e-02,3.272817040662130000e-02
-2.707024035686389543e+06,4.688708449495415203e+06,3.360435708299973514e+06,3.907069197050471593e-02,8.654856059131560420e-02,6.175221335958026858e-02
-2.707032211905360688e+06,4.688709806415118277e+06,3.360430453924907837e+06,9.963264713145748852e-02,-4.791615620915557622e-03,-1.338269336723707514e-03
-2.707033544613231905e+06,4.688709287386976182e+06,3.360431671527095605e+06,2.316634553237133243e-02,7.631584566703845940e-02,2.169750728950742627e-02
-2.707017455516413786e+06,4.688718496048526838e+06,3.360436004025920294e+06,-4.025730713654531584e-02,-1.203533988055581309e-02,-6.073353498029902126e-02
-2.707031401783421170e+06,4.688713337639350444e+06,3.360426420496812556e+06,4.050591428922670906e-02,-3.073222508195612435e-02,2.575100541367995183e-02
-2.707029716703436337e+06,4.688718442897159606e+06,3.360440613636738621e+06,-5.151541102125370419e-02,5.036348772516262978e-02,-2.893143707932773964e-02
-2.707029231580895837e+06,4.688703189155000262e+06,3.360433332358013839e+06,5.126275702723046002e-02,-5.394354089714159528e-02,-3.536074939147935275e-02
-2.707029233806084841e+06,4.688713175017545931e+06,3.360427520852515474e+06,7.656430773959764513e-02,-7.899438282976091463e-02,-1.064101334783203873e-02
-2.707022078563876450e+06,4.688711878587638028e+06,3.360426636726825032e+06,1.314017606625885459e-01,7.039214129451656227e-03,-6.677271184766696288e-02
-2.707039820615552831e+06,4.688702782672188245e+06,3.360432093810205813e+06,-2.788588468145433708e-02,1.411159351947038204e-02,-8.532296226608745635e-03
-2.707031295310329646e+06,4.688712968350737356e+06,3.360434757619359996e+06,3.135080939608505396e-02,3.429266734388813215e-02,-4.273745442613766793e-02
-2.707030193231864367e+06,4.688711127030048519e+06,3.360434970989394002e+06,4.363807015941946477e-02,2.025803635905789116e-02,2.157546696146153079e-03
-2.707032798775962554e+06,4.688709588153778575e+06,3.360424182141954079e+06,-4.012507437086711842e-02,8.031333206919789229e-05,2.603622334116546810e-02
-2.707034811179191805e+06,4.688722328728289343e+06,3.360419920579452999e+06,1.464603353506112142e-02,2.169595746569472419e-02,8.392147552864891863e-03
-2.707024801755189430e+06,4.688715666271950118e+06,3.360422478384883143e+06,8.390053043447159853e-02,5.782518116023163679e-03,-7.243565604786542100e-02
-2.707028875194200780e+06,4.688715939509025775e+06,3.360433485582306515e+06,1.374122828180002198e-03,-1.389909160026644164e-01,1.519869806418780358e-03
-2.707021834140486550e+06,4.688712827082129195e+06,3.360416450394918211e+06,-1.738189056448615974e-02,1.346460623228366849e-02,-1.114304830168517946e-02
-2.707036447989308741e+06,4.688711134205422364e+06,3.360420895916040987e+06,-1.010160979339563316e-02,-3.025963994635979745e-02,7.961123015520181478e-02
-2.707024878517894074e+06,4.688702751716805622e+06,3.360444520126422867e+06,1.101411192620935231e-02,1.035313735286662179e-01,3.936279831328027418e-02
