mag_x (uT),mag_y (uT),mag_z (uT)
3.282372015265625720e+01,-6.314882192840384247e-03,3.743108582591195699e+01
3.280751782857514343e+01,1.296123511559146152e-02,3.741622049415089890e+01
3.280587857708815136e+01,1.965230551918443688e-02,3.741566479170538884e+01
3.282432282120453948e+01,-1.785604756087672343e-02,3.741566034503138383e+01
3.281679969575910860e+01,-2.058143607861664601e-02,3.742593504939942051e+01
3.281479932692445090e+01,8.549621523757251415e-03,3.743024815370982594e+01
3.281320488285702908e+01,-6.608234800064441937e-03,3.740786473169854531e+01
3.282939270824913081e+01,7.096331504976941332e-03,3.743084370537363981e+01
3.281604231506203462e+01,-3.657812055826120071e-03,3.741239674796952386e+01
3.281656791267489126e+01,2.967572798299619903e-03,3.741988951756793114e+01
3.281320863083560369e+01,1.622510938409765097e-02,3.741117974899167820e+01
3.282055868628248874e+01,-1.244396066110147608e-02,3.743830269229397345e+01
3.281081791342181475e+01,7.805745768113710875e-03,3.739448596641216938e+01
3.280560569977757268e+01,-2.475402335289345578e-03,3.743278058718103551e+01
3.280206205139527498e+01,-1.038506679793439920e-02,3.743878248093438543e+01
3.280281809427288664e+01,-6.621721342849580007e-03,3.741879111119441603e+01
3.279687405235591058e+01,-3.875137381788240198e-03,3.743977486106819441e+01
3.281418584580816855e+01,1.484522387827913979e-02,3.741690478543421960e+01
3.283610173485078576e+01,-8.283882687066083939e-03,3.742288320372566801e+01
3.281862802764815967e+01,2.040435955872001942e-03,3.742373249457475737e+01
3.280886478221498237e+01,-1.051266461260058280e-02,3.742225136069534841e+01
3.282616168251768585e+01,-1.038694518019324213e-02,3.741543815584906696e+01
3.282567738256513934e+01,-2.826665617232004130e-03,3.741147722131187692e+01
3.281192767702318491e+01,-2.683159402230214912e-03,3.741085075788249981e+01
3.281600531915671581e+01,-6.172203370079114293e-03,3.743263261629013527e+01
3.281299513908237486e+01,3.793478678961302846e-03,3.741689948139440247e+01
3.282733067827436457e+01,-1.247979245767536979e-02,3.741263726396972800e+01
3.280904853270949673e+01,-1.172167090705860185e-02,3.740216606487808093e+01
3.281462705321091988e+01,6.794874015149015081e-03,3.743380893613803551e+01
3.279398127121373818e+01,-9.749058886051491842e-04,3.744478296003276796e+01
3.280529862238085315e+01,-1.685647556093980079e-02,3.740089806716984100e+01
3.280942114917375108e+01,9.745002071716279621e-03,3.740729340980183792e+01
3.280220716495892930e+01,1.505806049757601843e-03,3.744302235631568010e+01
3.280589235211926535e+01,1.069896083664242416e-02,3.742804005225550412e+01
3.279321217139469979e+01,2.455636993447415234e-03,3.742740744743318970e+01
3.281426231085910672e+01,3.460825207152731873e-03,3.744516457979245416e+01
3.278757574950377318e+01,7.883611934784314629e-03,3.741681893669360903e+01
3.280895681783792384e+01,-9.651291415700457774e-03,3.741498392189334510e+01
3.282859434881645910e+01,-1.835737297874010659e-03,3.742412236838021755e+01
3.280008866179219496e+01,-6.574434585314551695e-03,3.740858996218445043e+01
3.279131215174766822e+01,-6.960204256916806623e-03,3.743070990960759303e+01
3.282174539244958567e+01,7.542675472173548078e-03,3.741748663806625785e+01
3.281222702357354137e+01,1.693140438216733613e-03,3.741233398473579541e+01
3.279891144648900791e+01,-3.256598294558422880e-04,3.741332249452188563e+01
3.281561576189633911e+01,-1.059350670435223532e-02,3.743755288378653034e+01
3.280644661929051153e+01,-4.428142347610266455e-03,3.739430451704605929e+01
3.280566842635744962e+01,-9.326451758660887076e-03,3.741336700633521417e+01
3.281350509536558491e+01,1.734742855794464342e-02,3.742245731941255116e+01
3.280538529016003224e+01,1.295148694217711227e-02,3.742258900209535710e+01
3.281925090293469083e+01,1.176066548179159968e-02,3.744005000101704184e+01
3.280834639807022768e+01,4.530873879392963328e-03,3.744001481485842220e+01
3.281742675361672212e+01,-1.366347763307182092e-02,3.742182175247438636e+01
3.282299671397657903e+01,6.971696694945310815e-03,3.741981056094864755e+01
3.281679924614206101e+01,-2.198710376440541053e-03,3.742972854468568755e+01
3.281912885604832297e+01,6.317031510934350245e-03,3.742446590959644226e+01
3.282176688075074367e+01,9.199457219095373214e-03,3.742266088835507531e+01
3.282814083023954055e+01,-5.767818031522321288e-03,3.741736733131439507e+01
3.281525016519105975e+01,1.766098747341645139e-02,3.742069692763990219e+01
3.280339537914704806e+01,-2.339280310264326389e-03,3.741754464558923843e+01
3.281428618753994897e+01,-4.325332180700273629e-03,3.742726016460511573e+01
3.281687012832239247e+01,1.418883770603089926e-03,3.740667689938644713e+01
3.279883463291892554e+01,6.199066718349448973e-03,3.741421200982399142e+01
3.280755096739996901e+01,-1.853587107866318598e-03,3.742615456830144893e+01
3.281769247006248236e+01,1.555942070392005508e-02,3.742809517402958619e+01
3.281426562228835309e+01,2.229596896424443364e-02,3.740888010331326541e+01
3.281767299341102273e+01,1.740244844337383162e-02,3.740982575700427049e+01
3.281417787966948652e+01,-2.739838172201222981e-03,3.743564428676501876e+01
3.279202195295561495e+01,-1.657401563305029718e-02,3.741423740370719031e+01
3.279747303106867662e+01,8.711765842197440046e-03,3.742484330669156378e+01
3.281062814632673508e+01,-1.325106987218633821e-03,3.742407183811598514e+01
3.280564841981065172e+01,3.749386825074256264e-03,3.741873535459690459e+01
3.280599157656141784e+01,1.860337574492830839e-02,3.742221045372981081e+01
3.281601214876576478e+01,5.078203658125083828e-03,3.741927992112868395e+01
3.280778312622209114e+01,3.845193145591780607e-03,3.739477044776861447e+01
3.280617349805095273e+01,4.526729251536273750e-03,3.742047345717267604e+01
3.282437705130160310e+01,1.028091701530048970e-03,3.741930939649223120e+01
3.281182464655607589e+01,1.355378308637495560e-02,3.740909185450325936e+01
3.280456153186565160e+01,3.232997057753784435e-03,3.742817607944073188e+01
3.281813740904338061e+01,-1.074128345711350407e-02,3.739433633764928544e+01
3.282183551895367657e+01,-3.229737106775392233e-03,3.743416265417575772e+01
3.280656258729850805e+01,7.565948357158919051e-03,3.742378533252646378e+01
3.278739096218841809e+01,2.893471354018947294e-03,3.742520121251223486e+01
3.280419319265498501e+01,7.288869846717469046e-04,3.742161218617319207e+01
3.280927784669221836e+01,-1.478248519156663034e-02,3.742525724530105435e+01
3.283477461863652280e+01,7.301500940782458711e-03,3.741314351283945427e+01
3.281599320753544902e+01,1.002939206814263719e-02,3.742852617150174410e+01
3.281120797569541736e+01,6.515655915177383933e-03,3.741798257519931781e+01
3.282857266690719200e+01,-1.945495580722997461e-03,3.742619418158844269e+01
3.279965925692427930e+01,-5.041092808242801518e-04,3.743334457286364625e+01
3.282015667761224620e+01,5.439542437067257721e-03,3.741956358294735452e+01
3.280853978147909089e+01,-1.041979269500356402e-02,3.743113765863498088e+01
3.283292994082009386e+01,2.269674688955856186e-04,3.742927035456146001e+01
3.281906456903114844e+01,6.951114902628942934e-04,3.742603639928617554e+01
3.280874623023284897e+01,-4.547074681483668883e-03,3.741301301978772642e+01
3.280931772563389615e+01,4.897344246360952046e-05,3.742184484657141041e+01
3.281473274165564646e+01,2.847958893664536729e-03,3.742747799096041916e+01
3.280675298744970547e+01,6.016702050715142663e-03,3.741723063839394570e+01
3.282091992323869789e+01,5.222964297881862485e-03,3.741992576097449330e+01
3.281542256909548883e+01,-4.065618842859716926e-03,3.742701445776881286e+01
3.280635863945100539e+01,-9.640716992048227116e-03,3.742518625129188337e+01
3.280193800565861295e+01,1.246698296390201521e-03,3.741985076123125253e+01
3.281029694720302103e+01,-1.391866471982635117e-03,3.741603218321491653e+01
3.279872223379302199e+01,2.523658224671951420e-03,3.743226959771657647e+01
3.281209952079930048e+01,-3.364197815372296785e-03,3.740726942867057403e+01
3.279587308431775483e+01,4.478686981353827037e-04,3.742611926287131041e+01
3.279071161191801309e+01,2.629658349359278047e-03,3.742198762557034541e+01
3.281157830956639998e+01,-4.345538234729200838e-03,3.739882627499714118e+01
3.281247600301546186e+01,-1.786578005790390123e-03,3.742061091712734822e+01
3.280098468548792567e+01,-7.944521058066552829e-03,3.743093360046943019e+01
3.279899809324443538e+01,-1.645585580897834582e-03,3.741277024904371018e+01
3.282116956473711156e+01,2.057854843654588917e-03,3.742229396243440931e+01
3.281187218580545562e+01,-3.332386810964390808e-03,3.742453576297602780e+01
3.281024104067247293e+01,2.239109577729446292e-03,3.744183642308617266e+01
3.281098205638065224e+01,1.335020662568272079e-02,3.741755240507245617e+01
3.279396265042511516e+01,-4.667707091347175589e-03,3.742891902591865971e+01
3.279169210748307961e+01,1.607375450999876457e-02,3.740873595847033783e+01
3.280416747206407990e+01,4.647216405693419851e-03,3.740360202044497129e+01
3.279930175714774521e+01,-2.604762536691737542e-03,3.743933886635456787e+01
