gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
-2.707026784789194819e+06,4.688713844920639880e+06,3.360426496545963455e+06,-4.399778745268136809e-02,5.361605846783301654e-02,-6.782236579033552870e-02
-2.707030050820113160e+06,4.688711408930829726e+06,3.360448992263433058e+06,2.636115073646063886e-02,-2.850330397188246753e-02,-2.396966325436825432e-03
-2.707034393103982788e+06,4.688716046947690658e+06,3.360422543799161911e+06,2.005908993420085166e-03,5.385300670366898607e-02,-6.149817925315562150e-02
-2.707031527003009338e+06,4.688706322210425511e+06,3.360420185539355036e+06,-1.168940890897293000e-02,-9.903301126201173588e-02,-9.722746362408656029e-02
-2.707019048810978420e+06,4.688706824645531364e+06,3.360447116197643802e+06,6.367737328923932238e-02,5.488745968190700264e-02,9.610198116456886153e-03
-2.707030403189692646e+06,4.688713682658405975e+06,3.360437699689515401e+06,1.256150113452201428e-02,-4.606478140630878432e-02,7.236085933628337574e-02
-2.707031429526625201e+06,4.688704625450203195e+06,3.360428710791013204e+06,8.288673230018456239e-02,1.378377789012201482e-02,5.380109835321124356e-02
-2.707032226029580925e+06,4.688719110313503072e+06,3.360428201904878486e+06,-1.054856351627371513e-01,-7.267549498707716500e-03,6.639578330642458004e-02
-2.707016812777736690e+06,4.688712372643215582e+06,3.360424525661895517e+06,-1.026596039796247826e-02,2.867928933691806653e-03,-1.458729508775482436e-02
-2.707027881708407775e+06,4.688715771702039056e+06,3.360427976082468405e+06,1.251684294589231472e-01,1.806739575485113991e-02,2.639892180766889584e-02
-2.707025490650627296e+06,4.688711040053489618e+06,3.360426870350322686e+06,-6.012134967114934198e-02,-1.263528838483388497e-03,-3.723598116926832638e-03
-2.707020923896374647e+06,4.688708766019415110e+06,3.360428066050573252e+06,7.521275160079418654e-02,3.455844780251062648e-02,6.192873330804560261e-02
-2.707034735403834376e+06,4.688708177421315573e+06,3.360429097222800832e+06,-3.590037588362946647e-02,5.090053497103269597e-02,-1.213651402426339267e-02
-2.707034183898080606e+06,4.688705635665777139e+06,3.360416944237159565e+06,4.896487743578154667e-02,1.573669380875704696e-02,-6.173276248120306703e-02
-2.707021094998703804e+06,4.688707528535813093e+06,3.360421928021610714e+06,7.283335300603629991e-02,9.050886199800717291e-02,8.263176893661018999e-03
-2.707035620698040351e+06,4.688700938150669448e+06,3.360447592245627195e+06,2.265687194622090315e-03,5.866469955559892174e-02,5.863273820169084827e-02
-2.707034001121253241e+06,4.688717606650034897e+06,3.360432532782837749e+06,4.014131244489785311e-02,-2.965312414530439991e-02,-4.520663546025836116e-02
-2.707037583166628610e+06,4.688710094565266743e+06,3.360430912836802658e+06,1.085086253406184614e-02,9.997108201448813569e-03,3.714045402330366785e-02
-2.707033097960064653e+06,4.688718663988168351e+06,3.360436962231878191e+06,-5.804120517454389866e-02,1.740304248218796715e-02,3.937366493122947120e-02
-2.707029202837801073e+06,4.688720181659083813e+06,3.360439223688523285e+06,1.083350104526188337e-02,-5.602299486419518026e-02,9.184996069845142996e-02
-2.707028443463196512e+06,4.688714035535698757e+06,3.360434885822917800e+06,-5.568530817114471232e-02,3.059319740254885095e-02,-2.082517671348090710e-02
-2.707034211452195421e+06,4.688709688880796544e+06,3.360433372330436017e+06,5.560087084531805182e-03,-6.657833906458381600e-03,3.546651669241841082e-02
-2.707032035163369495e+06,4.688714451651615091e+06,3.360423180897913408e+06,-7.121155240567721145e-02,-6.351479963591490085e-02,2.997415970317265921e-02
-2.707030364630585071e+06,4.688715831627554260e+06,3.360429004959808663e+06,1.065399605677106037e-01,-1.155590194320100378e-02,2.077519316021788492e-02
-2.707037460246007424e+06,4.688725750466499478e+06,3.360432955718814861e+06,5.126833806459034013e-03,-5.940037089847832741e-02,2.510382160767610921e-02
-2.707033939357639290e+06,4.688709158136985265e+06,3.360425415740742348e+06,-1.200113409205488119e-02,-4.785094205023958380e-02,-1.233680336283026792e-02
-2.707034484757832251e+06,4.688713837101386860e+06,3.360432057310255710e+06,-6.055823859463541764e-02,2.049548318866861382e-02,-1.178630934041485223e-01
-2.707030049799692351e+06,4.688718251401363872e+06,3.360426779713732656e+06,-3.501300122625006228e-02,-5.944259846185034196e-02,-8.708028833363207211e-02
-2.707025385772479232e+06,4.688713531562369317e+06,3.360430052311271429e+06,1.307157280258109955e-01,5.151875095700472057e-03,-9.375648834706444036e-04
