accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
-1.003184348716124191e-01,-8.816183277098119220e+00,-1.001821774323316955e-01
-9.692286793999353722e-02,-8.814389687249201799e+00,-9.588954692033910265e-02
-9.870898814343151417e-02,-8.807101929215452429e+00,-9.794882831304811688e-02
-9.198092434273461016e-02,-8.806833496038535714e+00,-9.853960994911493965e-02
-1.009329331707439492e-01,-8.825820266022207150e+00,-9.036871279333287543e-02
-9.473336588389438817e-02,-8.799169935261078379e+00,-9.116203312211978993e-02
-8.688800987428432765e-02,-8.814880761914219320e+00,-9.871292130547248966e-02
-9.820370883525494921e-02,-8.822809659684571315e+00,-9.667264922252233328e-02
-9.501974705431284751e-02,-8.813181638074905067e+00,-9.326194316375757687e-02
-1.033128622830135623e-01,-8.815428504268037813e+00,-8.804078737206064154e-02
-1.007714206909330334e-01,-8.815003606349762322e+00,-1.002189678050461330e-01
-9.829502394431313683e-02,-8.812893469186603213e+00,-8.977716322503483115e-02
-1.034185330279714932e-01,-8.813423654979308353e+00,-8.667648354182459769e-02
-9.753132178679435604e-02,-8.812658439550762779e+00,-9.013416194155676742e-02
-1.027801375687969337e-01,-8.820150532937145016e+00,-9.628212738893514311e-02
-9.994110250157375863e-02,-8.821394332845146735e+00,-9.372892531407922556e-02
-9.611787163881732599e-02,-8.808960319761107272e+00,-1.005507151565382395e-01
-1.013577867695324708e-01,-8.813407737903821371e+00,-9.361476698489770709e-02
-9.134039841894665834e-02,-8.811139028489780145e+00,-9.002486662902739467e-02
-9.312660914677126089e-02,-8.816844347002817273e+00,-9.282170741664245994e-02
-9.242579967066287538e-02,-8.820636548785133257e+00,-1.011116906160023227e-01
-1.004040133340760865e-01,-8.815586435365354134e+00,-9.621894138891591564e-02
-9.872195285173854251e-02,-8.811493050704420682e+00,-1.076292177103597980e-01
-8.999465757122206144e-02,-8.812556491165477013e+00,-9.624315579836764667e-02
-1.009675186288392229e-01,-8.811587981300981198e+00,-9.922302172910851814e-02
-9.404802629006335513e-02,-8.820608494110432574e+00,-9.685008145456447393e-02
-9.873041049493715138e-02,-8.809863374137924197e+00,-1.035666869329392031e-01
-9.043818083960102061e-02,-8.817257179709011794e+00,-1.014147574941948043e-01
-9.775098427002859580e-02,-8.814764111973852678e+00,-1.033773525324471199e-01
-1.016858187932008079e-01,-8.823369888588505461e+00,-1.008677142623222722e-01
-9.402448404907394475e-02,-8.810471752670142820e+00,-1.005280767638389028e-01
-9.482882700324704595e-02,-8.813911271232596434e+00,-9.106094742700596156e-02
-9.238801113390285313e-02,-8.828589148990863222e+00,-9.837919821149071486e-02
-1.016267539409408116e-01,-8.817434673894782193e+00,-9.516121177245261131e-02
-1.001813172448240280e-01,-8.817645341394145575e+00,-9.879429775970476058e-02
-9.381744176429930582e-02,-8.821497237122969182e+00,-9.744467133398626579e-02
-1.079721194872866330e-01,-8.815216538996049067e+00,-1.030400780853306386e-01
-9.462406313863799823e-02,-8.811490012555351470e+00,-1.000255408365854221e-01
-9.876610046388792363e-02,-8.808971401116782118e+00,-1.024023412602454719e-01
-9.783869428792264789e-02,-8.812309538623589233e+00,-9.250228798515099105e-02
-8.053636911654694919e-02,-8.827829971666421471e+00,-9.556498238062366424e-02
-8.716308791180536752e-02,-8.809462376940638606e+00,-1.013478531514797332e-01
-9.185605820578243708e-02,-8.815798593322341503e+00,-1.029444126097893569e-01
-1.058804630899035648e-01,-8.809315220910255206e+00,-9.099757000295105591e-02
-9.589916309478047074e-02,-8.818254516526922160e+00,-9.023935468545493666e-02
-9.535808207078255716e-02,-8.819734855215846991e+00,-1.023194477300722327e-01
-1.000875157678106642e-01,-8.820527783318311776e+00,-1.001092079154869280e-01
-9.547856222973111207e-02,-8.810908439165004324e+00,-1.002035364938756862e-01
