mag_x (uT),mag_y (uT),mag_z (uT)
-3.281448886815338284e+01,-1.853484183628030177e-02,-3.742403519686278202e+01
-3.280309461073381527e+01,6.524824843472373792e-03,-3.742047585045909841e+01
-3.280912869186992964e+01,5.881774796302758311e-03,-3.741491456021800133e+01
-3.280762928574119286e+01,-1.466771641847428032e-02,-3.741245633083947553e+01
-3.280055233282566718e+01,6.997998998092798580e-03,-3.745883865011371938e+01
-3.279133901826386932e+01,-4.198984080477289119e-03,-3.743563422884902536e+01
-3.281016665715340963e+01,1.001902098544672250e-02,-3.742557373906662832e+01
-3.282821260519003914e+01,1.589861168679988432e-02,-3.744554952990772279e+01
-3.279407631746749985e+01,-2.503494324685433692e-03,-3.742648324039949870e+01
-3.281353505127137993e+01,-1.497049610930045564e-03,-3.743041509667430944e+01
-3.280474310314878039e+01,-9.646478506143109843e-04,-3.742423928024269486e+01
-3.279696547663552764e+01,-9.734167567081329978e-03,-3.741828554301405774e+01
-3.280585992225676506e+01,1.198383506342597452e-02,-3.743076063822408628e+01
-3.280567178824259145e+01,4.352148302776602529e-03,-3.742704422735377534e+01
-3.281677303273668400e+01,-8.769004633443263502e-03,-3.742684766939815688e+01
-3.281810485341468819e+01,-1.205887394326521367e-02,-3.742559656241163424e+01
-3.280922882193277701e+01,-4.821275752820179325e-03,-3.742082042643055217e+01
-3.281510656760124078e+01,2.076248401679065166e-03,-3.742787579422383715e+01
-3.280217203386823854e+01,-1.709278593197669643e-02,-3.740762353811404495e+01
-3.281103351941375479e+01,4.440610567998341286e-03,-3.740265135888869708e+01
-3.281383406903575661e+01,-7.500997704446516444e-03,-3.741850399955939110e+01
-3.281518050196487479e+01,7.245300423034810831e-03,-3.743104436075352481e+01
-3.279645012860161302e+01,-1.337655812122417326e-02,-3.742411917997275594e+01
-3.280764226337142730e+01,1.015581400821376299e-03,-3.741597646139759803e+01
-3.281913834395513874e+01,-7.853481963778134387e-03,-3.741093969734151869e+01
-3.282230227689246504e+01,-9.346692747472323815e-03,-3.741814543056617026e+01
-3.280838745197050343e+01,-6.141611382799779667e-03,-3.742046990547321883e+01
-3.280697692567186863e+01,2.032216723074162928e-02,-3.740955456060012096e+01
-3.280868057522366144e+01,-1.715025125010215257e-02,-3.743728462682070557e+01
-3.280428243589921067e+01,-3.281125160245989408e-03,-3.742577277786993051e+01
-3.282103110786663080e+01,7.935851501924827064e-03,-3.742746505294843473e+01
-3.280538689236038152e+01,-1.532470084063279961e-02,-3.741683722632282638e+01
-3.280735784067599070e+01,-1.294114170151981422e-02,-3.740471328755115366e+01
-3.281447549148684573e+01,-7.738953610921892740e-04,-3.744079593147401397e+01
-3.281248534431798447e+01,7.329456375168501986e-03,-3.741618881225539894e+01
-3.279781876801114038e+01,5.679754165425220797e-03,-3.743987188291531965e+01
-3.281877141773806272e+01,1.205415396078636514e-02,-3.742109488722994115e+01
-3.280686048452765391e+01,2.125806714313847878e-02,-3.742228375744582536e+01
-3.281664160350177184e+01,-9.778794761343254441e-03,-3.741410814135223006e+01
-3.278909097942982243e+01,-2.051999871681468163e-02,-3.742177259243300114e+01
-3.282350924952075388e+01,7.309962375299189873e-03,-3.740555097448466881e+01
-3.281147685017880633e+01,-1.325587923402186431e-02,-3.741995580323317938e+01
-3.279910450464335270e+01,8.161631306669230729e-03,-3.741907888843930152e+01
-3.281514347561252265e+01,-9.937916357217187885e-03,-3.742364374038356090e+01
-3.281056868109232738e+01,1.225240515005955079e-02,-3.743379041701072651e+01
-3.282999110177230051e+01,-2.227864401692815268e-03,-3.740687352481016603e+01
-3.282255464812346446e+01,1.259909608571848760e-03,-3.742084983741894177e+01
-3.281092447216106223e+01,-3.929041790792573222e-03,-3.743722213073442617e+01
-3.281217386842430983e+01,8.726212307616939418e-03,-3.742658432901829002e+01
-3.280830081328418402e+01,-2.978305415481032059e-02,-3.740188196261446052e+01
-3.281025566816881422e+01,5.528355183515410755e-03,-3.741422408200761396e+01
-3.281333259691606941e+01,1.811377620665874301e-04,-3.742970057150637331e+01
-3.281847172102652621e+01,3.626776212870449524e-03,-3.743096993883139589e+01
-3.278122707632962118e+01,1.182028370018421752e-04,-3.741809246984843895e+01
-3.279439528874620180e+01,-1.252048538261485260e-02,-3.741716908539710573e+01
-3.280842703371752833e+01,-3.593272887758709646e-03,-3.742615919708168093e+01
-3.282155102836820504e+01,2.036889029529320716e-02,-3.742304884868282500e+01
-3.280886067669271711e+01,-8.458561698546109703e-03,-3.741492998356425659e+01
-3.281890873758572980e+01,6.220475608441822582e-03,-3.741885850597662255e+01
-3.282612716499438221e+01,-9.012545070399334210e-03,-3.742938325121281196e+01
-3.282528177497197674e+01,4.736226047965864418e-03,-3.742798752305068888e+01
-3.281080710004067669e+01,1.603466237646829304e-03,-3.743906175804342951e+01
-3.281745455706858650e+01,1.432400232548572579e-02,-3.742561645685809424e+01
-3.282113000574127426e+01,-7.618921220932535140e-03,-3.742321297964254967e+01
-3.280500043790833331e+01,-1.823012079744578892e-02,-3.743251104740410540e+01
-3.282814696752926409e+01,8.291757965219092447e-03,-3.741842520011098827e+01
-3.282030199765831213e+01,8.836256113838113213e-03,-3.742956038726877921e+01
-3.281584589538555718e+01,-6.922548760382050449e-03,-3.743200645280779071e+01
-3.279288231477905668e+01,-9.009696223183137967e-03,-3.742640518581746534e+01
-3.281251899279769901e+01,1.303752843066835129e-02,-3.744185844772086114e+01
-3.280233807841715077e+01,5.566483216543106904e-03,-3.742631667975826559e+01
-3.279948986849185388e+01,2.304254599100558163e-03,-3.740632264519020822e+01
-3.280652530800817601e+01,8.769997945513563140e-03,-3.743288620802602651e+01
-3.279835977657341317e+01,1.066603536363890797e-02,-3.741099398011049715e+01
-3.280058138952310998e+01,4.224965289699568818e-03,-3.741783587384126264e+01
-3.280282392989203544e+01,-1.033369103465119065e-02,-3.740343543296518192e+01
-3.280081578298676703e+01,-2.966392588068885675e-03,-3.743040993042282594e+01
-3.280314895324871571e+01,1.345885569020318154e-02,-3.740610291973437995e+01
-3.281181030373988960e+01,-1.192670870025777652e-02,-3.742512720332301512e+01
-3.278666715751603533e+01,-2.255155368765018528e-03,-3.741991132903923756e+01
-3.282424260355863765e+01,1.097811684478776362e-02,-3.743852730025077591e+01
-3.281303449118446025e+01,7.934629421161071630e-03,-3.740255827331005634e+01
-3.280709049988859505e+01,8.211146904431756814e-04,-3.742987929307669503e+01
-3.282388686219480434e+01,-8.919074306693860338e-03,-3.742989610996148997e+01
-3.280017996638231637e+01,1.943360310303362398e-02,-3.742328125371241043e+01
-3.281286950255431378e+01,-2.533147527203332555e-02,-3.740728136690362504e+01
-3.282769661573121311e+01,-4.511793246721502657e-03,-3.742530397473142045e+01
-3.280162231776573378e+01,8.333073774583612398e-03,-3.743362990708573079e+01
-3.280487426101771575e+01,-3.509679856160637969e-03,-3.740527436542988937e+01
-3.281027835594692021e+01,1.880434128786987250e-02,-3.742086891434769313e+01
-3.281867201330940986e+01,-7.096222574902649044e-03,-3.743882573011054404e+01
-3.279296887611855027e+01,-8.168165773608597122e-03,-3.742311166693141189e+01
-3.281777387799785117e+01,-1.144409153852110790e-02,-3.741554780466680796e+01
-3.280250486713908487e+01,-1.140414801740471246e-02,-3.744327776335775582e+01
-3.280287357172944240e+01,1.576929737612865756e-02,-3.743015480958167274e+01
-3.280239899882460008e+01,6.858557305941299573e-03,-3.741693278027013037e+01
-3.280742231482906135e+01,5.833114924051826730e-03,-3.741706553877596519e+01
-3.281087188795995502e+01,6.421871665302339265e-03,-3.742843532709154886e+01
-3.281389377258726370e+01,-2.058842532501415842e-02,-3.741242321485908917e+01
-3.281604943830868137e+01,-7.188028983677948944e-03,-3.741313587604099666e+01
-3.280269879349624773e+01,-2.376732728117263160e-02,-3.741859139247900856e+01
-3.281632011022639261e+01,-3.092924095386931794e-03,-3.742100386342274732e+01
-3.281214665898016847e+01,1.175038056502979503e-02,-3.742513715241639005e+01
-3.280978906776138615e+01,-9.102770514173737920e-03,-3.742648405813500290e+01
-3.281399740974700308e+01,2.103227255833559246e-03,-3.742917407691155773e+01
-3.279442899058905425e+01,2.132401948172176105e-03,-3.742045279070210739e+01
-3.279959835841336258e+01,2.251857096871833983e-02,-3.741392952459964505e+01
-3.281595673307655403e+01,5.021741607041217345e-03,-3.742398615521446459e+01
-3.281027311365408394e+01,6.633459973393537185e-03,-3.742021823695287708e+01
-3.282107662433804762e+01,-4.192253649722864003e-03,-3.743486052638635186e+01
-3.282378558048125683e+01,-3.112504727682291038e-03,-3.742492126624279081e+01
-3.280865582427164640e+01,-5.229970246774430336e-03,-3.740816683844221302e+01
-3.280966887569766044e+01,-2.030038530141416945e-03,-3.740184957801955790e+01
-3.280428149407885741e+01,1.378669007070200403e-02,-3.742356480552712128e+01
-3.281370406038791998e+01,-2.876940826871524082e-03,-3.742060039248222836e+01
-3.280848974944185414e+01,-7.143496879496467672e-04,-3.741745901485082726e+01
-3.281924441887948518e+01,-6.113138265416528765e-03,-3.742694005044303651e+01
-3.279078603457676166e+01,-6.017414701050037909e-03,-3.741180870097991829e+01
-3.279748313364164147e+01,-2.995880504618852157e-03,-3.742031410356385379e+01
-3.282759090906569099e+01,1.563242246751562169e-03,-3.743078884620761215e+01
-3.281998004730120755e+01,-1.244507211605003563e-02,-3.744797418891163687e+01
-3.279359535923231306e+01,-1.071739771926417950e-02,-3.742530392933836936e+01
-3.279763229566265181e+01,-1.482558056563002512e-02,-3.742856990253989125e+01
-3.279760114783066172e+01,-7.460922144267993425e-03,-3.743672658879887649e+01
-3.281510059593136930e+01,-1.303393714300942960e-03,-3.743350110241981810e+01
