gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
-2.707024506768182386e+06,4.688707416717448272e+06,3.360444236873733345e+06,5.900160327144797143e-03,3.120898103368207124e-02,4.745481387495509296e-02
-2.707022989637377206e+06,4.688704730675179511e+06,3.360427244324866217e+06,-5.170598628788373313e-02,3.480077616604228437e-03,2.692512205526497934e-02
-2.707028945156444795e+06,4.688708447892504744e+06,3.360426014083234593e+06,7.638499391308371973e-03,1.091426834095821086e-01,1.689588799883443015e-02
-2.707030522948728409e+06,4.688707812464264221e+06,3.360430151939501055e+06,2.221861951313277433e-02,-4.950482249208246893e-02,3.613570924488044428e-02
-2.707026305042100605e+06,4.688718888380890712e+06,3.360429053240309935e+06,1.161729201538795886e-01,9.900736252902760104e-02,5.039015205583240870e-02
-2.707039848391733598e+06,4.688698165418298915e+06,3.360440120045743417e+06,-1.192472005891226372e-02,1.078240278195834873e-02,-6.633395449093641705e-02
-2.707029926556524821e+06,4.688713149620844051e+06,3.360423557868547738e+06,-1.948987879707422821e-02,4.314236808177960431e-02,1.305585617028286009e-02
-2.707033486466279719e+06,4.688709537979754619e+06,3.360434649898377713e+06,-8.124176724351589440e-03,7.059815838437795421e-03,-2.963157137036194835e-02
-2.707035159451749176e+06,4.688714953700105660e+06,3.360439554879312404e+06,3.092854639983188755e-02,-6.083005793721695670e-02,3.387354374269293394e-02
-2.707031191660801880e+06,4.688714546431251802e+06,3.360432050050765276e+06,9.902706388623036537e-02,-4.099362434293877394e-02,1.150406161583639453e-01
-2.707024922613655217e+06,4.688711153695757501e+06,3.360428168353641871e+06,-2.514760850493845748e-02,-3.614156408505169588e-02,5.909636179377752464e-03
-2.707032461040326860e+06,4.688713234893871471e+06,3.360440031015391927e+06,2.645180583076300537e-02,-1.470979527332903249e-02,5.556914026884065758e-03
-2.707035802206846420e+06,4.688718317620274611e+06,3.360433412034359761e+06,8.722521229515970906e-03,-1.414044541077086499e-03,5.583061006988383757e-02
-2.707033084342313465e+06,4.688709000587513670e+06,3.360431342440035194e+06,1.076755068574468122e-01,1.975512044274100806e-02,-8.687805843958927576e-02
-2.707024359002972487e+06,4.688714448341769166e+06,3.360413095011157449e+06,-3.900408643906793510e-02,-6.935021517377400191e-02,2.792296913286437809e-02
-2.707035742122490890e+06,4.688716783179466613e+06,3.360441149124517106e+06,-4.045584136829974420e-02,-2.332285384338732628e-02,2.106394709184930200e-02
-2.707033275122624356e+06,4.688706371056887321e+06,3.360436375831773970e+06,-2.664422724687216977e-03,-2.577572575312602268e-02,1.111899699094219887e-02
-2.707031701489491854e+06,4.688707756461176090e+06,3.360437439236405771e+06,-7.435455083404872434e-02,-2.430894575407147040e-02,8.788770177543744899e-04
-2.707022151116341352e+06,4.688708098122090101e+06,3.360444136530777905e+06,1.081360789521148141e-01,-3.356164922837199041e-03,9.739280342047984887e-03
-2.707031758292140439e+06,4.688716735911079682e+06,3.360425964476967696e+06,2.421356408656930026e-02,-1.846194760816683919e-02,9.455916670633644772e-02
-2.707036423007807694e+06,4.688707775102379732e+06,3.360418048848209903e+06,-2.702881049314275960e-02,7.685122888594463075e-02,4.238673232616393949e-02
-2.707032435250303708e+06,4.688710027105893940e+06,3.360442254009562545e+06,-1.910566945936327532e-02,1.245425085778124191e-02,-3.778566081797060661e-02
-2.707022231843833812e+06,4.688715393354110420e+06,3.360439176089670509e+06,-3.213304521035867389e-02,9.553858081779838252e-02,3.149558611888466503e-02
-2.707029076895155944e+06,4.688720910890072584e+06,3.360423251164812595e+06,5.577056495812496989e-02,5.968941791790360885e-03,4.309335555438218585e-02
-2.707023678754459135e+06,4.688711339801460505e+06,3.360427537407039665e+06,-1.642815296572866166e-02,7.401360198708144267e-02,2.520141295941276741e-02
-2.707030372914078645e+06,4.688709848553506657e+06,3.360436804137938190e+06,1.460597515222252559e-03,4.256970912938462526e-02,-7.820358935029561934e-03
