Yaw (deg),Pitch (deg),Roll (deg)
-4.499796686404132373e+01,2.043563136719253950e-03,1.003451792190753356e-03
-4.499867343336111958e+01,1.591428440417579342e-03,1.253893616639434891e-03
-4.499828690610662818e+01,1.646802236298593918e-03,1.227114749136793250e-03
-4.499765830408852452e+01,1.452481476849060496e-03,1.575707708447373658e-03
-4.499822707435125579e+01,1.513419463776259806e-03,9.810889136108217300e-04
-4.499815117888305593e+01,1.205811936059231638e-03,1.213915669853706013e-03
-4.499855692128009821e+01,1.177114336848370966e-03,1.402611746606192674e-03
-4.499766897713627145e+01,1.435917408352067534e-03,1.308828766546264776e-03
-4.499878261608673569e+01,1.977454611656374872e-03,1.783375477178511135e-03
-4.499859343107695508e+01,2.473059721957828264e-03,1.952902507238095994e-03
-4.499830263999641033e+01,3.019152553900947451e-03,2.151192862928988370e-03
-4.499753915544027905e+01,3.218150545353777679e-03,2.216473420475990018e-03
-4.499784338173422071e+01,4.010102673829001908e-03,2.085027166526152390e-03
-4.499774198235942890e+01,3.802588631905591196e-03,2.107209351681378542e-03
-4.499748475249143809e+01,3.822776347596112435e-03,1.603613365332461158e-03
-4.499746257686101814e+01,3.648749818876435153e-03,2.202379720646754479e-03
-4.499751703726136753e+01,3.276957954390315522e-03,2.516331401003696951e-03
-4.499797166713338470e+01,3.169490636673236335e-03,2.463087681074130342e-03
-4.499774384314538622e+01,2.761493244447607402e-03,3.397852054757938452e-03
-4.499826340477563491e+01,2.089019440664402656e-03,3.274968426468032393e-03
-4.499734532927730157e+01,2.353171986771572261e-03,3.315730734263320524e-03
-4.499681647153009578e+01,1.931639387986252036e-03,3.488657772810792399e-03
-4.499666364425738863e+01,2.209625008189129280e-03,3.466762378750301923e-03
-4.499632874615819134e+01,2.092784926937983712e-03,3.552576962941598419e-03
-4.499678600031667486e+01,2.857558923738032306e-03,4.212691912660960873e-03
-4.499619622407463027e+01,2.489795558052211154e-03,4.356697933853214029e-03
-4.499603948083424143e+01,1.985342847084214588e-03,3.923773552500267082e-03
-4.499532053206240789e+01,1.194905330372001253e-03,3.685076091367011850e-03
-4.499523018618894099e+01,8.586932649754463152e-04,3.649609380407676552e-03
-4.499585234938933809e+01,7.207283079005887211e-04,3.213000489467394711e-03
-4.499666984916729007e+01,-2.390791102048781813e-05,3.230534386697556104e-03
-4.499632008847257936e+01,-7.636353355229575377e-04,2.796162209445840052e-03
-4.499668623482110519e+01,-1.119547919220462585e-03,2.679378803849984895e-03
-4.499648547339214844e+01,-1.788294659574099282e-03,2.499862452379956676e-03
-4.499667689686886263e+01,-1.576323849813328999e-03,2.090015505601886068e-03
-4.499706197645817696e+01,-1.293764058042129244e-03,2.142672830911949468e-03
-4.499674480976199931e+01,-1.251241527483440332e-03,1.471677081366925145e-03
-4.499687479077974928e+01,-1.522355696040864027e-03,9.063929920624367621e-04
-4.499695012226099067e+01,-1.608149824110050941e-03,1.058493869752858687e-03
-4.499684574258039760e+01,-1.630006689795494845e-03,1.216764345756284451e-03
-4.499651768215586145e+01,-1.739056537026310682e-03,1.426535465568850225e-03
-4.499593897105022222e+01,-2.181153491924077772e-03,1.893066274684942433e-03
-4.499630468601895927e+01,-2.315906513785566129e-03,1.472265083953285458e-03
-4.499690024274577382e+01,-2.389682260360871061e-03,3.655578446160467226e-04
-4.499718250234646177e+01,-2.982982227404458887e-03,1.039876530529356032e-03
-4.499781165538828986e+01,-3.050457607150470866e-03,9.935538018760574092e-04
-4.499845305663076545e+01,-3.410164076346114577e-03,9.983109826772530206e-04
-4.499870783425973286e+01,-3.143526290611941849e-03,4.106908956390567479e-04
-4.499809721622056458e+01,-3.672343231687174876e-03,1.065363332006168486e-04
-4.499822035528512032e+01,-4.321278484477501097e-03,8.715707452169689767e-04
-4.499801822143724905e+01,-4.258843097245291684e-03,4.319127012886659267e-04
-4.499748524239861069e+01,-3.691571203989069822e-03,4.894082758946658243e-04
-4.499720841650592007e+01,-4.156704335371327712e-03,7.247075419556198118e-04
-4.499708913312043279e+01,-3.889696904812768759e-03,7.881247998437869787e-04
-4.499664434792429546e+01,-3.870823883528574753e-03,8.371898332581461950e-04
-4.499645313077211028e+01,-4.119873529249885695e-03,9.429261300697372797e-04
-4.499685138085770575e+01,-3.622681516745579478e-03,1.304103489683980681e-03
-4.499706735833351701e+01,-3.295948496028043660e-03,8.037864664253932274e-04
-4.499762655145169532e+01,-3.316106497278366143e-03,7.952295273938074982e-04
-4.499724792808310525e+01,-2.914576993724943364e-03,1.158470457985825465e-03
-4.499698963562840248e+01,-2.953202171525779515e-03,1.127761193534921724e-03
-4.499661671227389093e+01,-3.241130310966277520e-03,7.067731288926483489e-04
-4.499668718166515902e+01,-3.502090056736139028e-03,-2.708806885725605372e-05
-4.499656544068214714e+01,-3.508843317975188485e-03,-1.628756969301483387e-05
-4.499747398849630287e+01,-3.916434152574819853e-03,8.203556788562934871e-04
-4.499690065506590031e+01,-4.788321864699312050e-03,9.131057442192546834e-04
-4.499637686248318147e+01,-5.263596751870394663e-03,1.165885695064631036e-03
-4.499667761531945587e+01,-5.647993023442113292e-03,1.296509682915033060e-03
-4.499681900464420892e+01,-5.457585812407459054e-03,2.017638726864405020e-03
-4.499703151214378494e+01,-5.688176701089352021e-03,1.794856704616775572e-03
-4.499828894424639714e+01,-6.043584685157935878e-03,9.049792547711402570e-04
-4.499838370811974642e+01,-5.711372090246991454e-03,1.633240514593415835e-03
-4.499852507629205434e+01,-5.731659391373444129e-03,1.428756599203113552e-03
-4.499853897350477183e+01,-6.520363677744574378e-03,1.377699989827239511e-03
-4.499870095718905105e+01,-6.495909897902539878e-03,1.300886678616021029e-03
-4.499855786333936436e+01,-6.005850125735052655e-03,1.231996388263684834e-03
-4.499830384899232882e+01,-5.801244033933020995e-03,7.191917485135821634e-04
-4.499796025390661214e+01,-5.662105553683770449e-03,1.080715367157757860e-03
-4.499840203275634565e+01,-5.653208588053477285e-03,9.925269892296344904e-04
-4.499862700095454215e+01,-5.736187933174255980e-03,8.343245250947103377e-04
-4.499840279712547186e+01,-5.580426495878508704e-03,1.371407828801886331e-03
-4.499848077928816537e+01,-5.816392446217039970e-03,1.484421206323764154e-03
-4.499950379285012758e+01,-6.272345452385568593e-03,1.243478439070957661e-03
-4.499871126712496050e+01,-6.233277860554722709e-03,1.912887096499305993e-03
-4.499855378618710233e+01,-5.841207584871129996e-03,1.808202537405652170e-03
-4.499856070303289357e+01,-5.267530758809918848e-03,1.409380051917617565e-03
-4.499804264498160222e+01,-4.980105330110687345e-03,1.427223313595127763e-03
-4.499866917536437683e+01,-5.198893726844158215e-03,2.051790374941621104e-03
-4.499933783316657099e+01,-5.023499795362733854e-03,1.942938883968888279e-03
-4.499978392373401448e+01,-4.423533641789528098e-03,2.530826195807118258e-03
-4.499988582467852893e+01,-4.857061489269583372e-03,2.183925196208298496e-03
-4.499956413339256756e+01,-4.816956247593459466e-03,2.008666073497474697e-03
-4.499951273602106738e+01,-4.750132205585776493e-03,3.300931641702618997e-03
-4.499965124927153681e+01,-5.141792574819646806e-03,3.107079107187096876e-03
-4.499935715109774748e+01,-4.889430791328775242e-03,3.144524527533806672e-03
-4.499978592390720422e+01,-5.413561840377448080e-03,3.243955457592112828e-03
-4.499963931360352376e+01,-4.342899734472545174e-03,3.338436494070336474e-03
-4.499973528809646695e+01,-4.105925622252567034e-03,3.224386529949609462e-03
-4.499983813914504083e+01,-3.944346017837730041e-03,2.555715408467307791e-03
-4.499984265288735941e+01,-4.250629120990857650e-03,2.994833133445927616e-03
-4.500017891910116674e+01,-4.393571774220641352e-03,3.552725099385747529e-03
-4.499998496909918089e+01,-4.416766312016118592e-03,3.416662723501908555e-03
-4.499964227799210192e+01,-4.265817615729419580e-03,3.040360838921418642e-03
-4.499910347872179273e+01,-4.541663468662435720e-03,3.001343043777831253e-03
-4.499935929225311781e+01,-4.375558379442183281e-03,3.690518417782920942e-03
-4.499890728580945165e+01,-4.191438070937004989e-03,3.780372901736403588e-03
-4.499922987251794382e+01,-4.115415357643657616e-03,4.701313566843647908e-03
-4.499931671684762335e+01,-4.652858314747513810e-03,4.255145275879712412e-03
-4.499907491917662838e+01,-4.236564700704937604e-03,5.424465441496127693e-03
-4.499916178583879400e+01,-4.538178831667548548e-03,5.533788867844215316e-03
-4.499924174988235848e+01,-3.805933111904053357e-03,5.133717968000783144e-03
-4.499955911775690964e+01,-3.689287000798386392e-03,5.177381569443182709e-03
-4.500007586475057053e+01,-4.044791218189302401e-03,5.035134668450442705e-03
-4.499975951381041739e+01,-4.619917677611194012e-03,4.778059624774123361e-03
-4.499886859790912297e+01,-4.909806643497198302e-03,4.609456896434895555e-03
-4.499818434678518742e+01,-5.204428747504452092e-03,5.135812874679068774e-03
-4.499815956464959044e+01,-5.362040927458609253e-03,5.477975145710102349e-03
-4.499768205321196746e+01,-5.288363696966805368e-03,5.131241952174462467e-03
-4.499840615104482566e+01,-5.124720764266464494e-03,5.317659864935944669e-03
-4.499869289335703826e+01,-4.759566225772783946e-03,5.595343769498642775e-03
-4.499917067663907488e+01,-4.260092638410980376e-03,5.219393035828161741e-03
-4.499916860244965733e+01,-3.999022375267058393e-03,5.008768544055582084e-03
-4.499896392356028230e+01,-3.915770950008573385e-03,5.218284345890606205e-03
-4.499888232859402848e+01,-4.381744628537904800e-03,5.672017803270008353e-03
-4.499952574332348831e+01,-3.941643925101093703e-03,6.094641609150275828e-03
-4.499960477387018187e+01,-4.280306344506918000e-03,6.178836493926287941e-03
-4.499988089770330646e+01,-4.547314835457233993e-03,6.175844793347804763e-03
-4.499983801619749357e+01,-4.472404629865999771e-03,6.356878147776086341e-03
-4.499994323426754761e+01,-4.956826759163659134e-03,6.441928371813162267e-03
-4.499938504356277491e+01,-4.633800493187228454e-03,6.526863313177051935e-03
-4.499974298239110482e+01,-4.713851798583090953e-03,6.030337253082659194e-03
-4.500024366200239001e+01,-5.608718995995581533e-03,5.728004838473415780e-03
-4.499995511668976178e+01,-5.711286691278077629e-03,5.343780974158375725e-03
-4.499983375914167283e+01,-6.017829878058450314e-03,5.658903954311997331e-03
-4.500016207927718881e+01,-6.474262279643420992e-03,5.605017165438723817e-03
-4.499960269546259184e+01,-6.545110489143522378e-03,6.097166897589917541e-03
-4.499960593085624083e+01,-5.805436755140105584e-03,6.713851515956315713e-03
-4.499999202609726723e+01,-6.159351105217339591e-03,7.001412006314865558e-03
-4.500047657606864249e+01,-5.605732083745124106e-03,7.185434566906194823e-03
-4.499983584793893954e+01,-4.954709497275217381e-03,6.723220359341752772e-03
-4.499987908771127110e+01,-5.001088797248888322e-03,6.786796302258338472e-03
-4.500009104692970396e+01,-5.502922721836154586e-03,6.106242182079147339e-03
-4.500052202298129345e+01,-5.717081988634888957e-03,6.436075650117299707e-03
-4.500075388922647335e+01,-5.409301029243636198e-03,7.166714724561414583e-03
-4.500051176393127861e+01,-5.679007882071344590e-03,7.632790931809315012e-03
-4.500113497783092242e+01,-5.464030842095166096e-03,8.610543653320229529e-03
-4.500183748874296441e+01,-4.973135557195292565e-03,7.736461684922511968e-03
-4.500163904107422752e+01,-5.380845884873798786e-03,8.195809176300996451e-03
-4.500250649086798660e+01,-5.828421550338405352e-03,8.393283111846377292e-03
-4.500269507600697239e+01,-4.691284495031217833e-03,8.439112142881687734e-03
-4.500262124202705394e+01,-4.898121522891249469e-03,8.692177173515244423e-03
-4.500247536018456174e+01,-4.528206539438439995e-03,8.436712162355211597e-03
-4.500292821818199940e+01,-4.263048938661345016e-03,8.320437783167908968e-03
-4.500287395144976443e+01,-4.537233177468616950e-03,7.708646994717693185e-03
-4.500254826843305977e+01,-4.600415231231626788e-03,7.569670015073104788e-03
-4.500254702066578716e+01,-5.220071506866998633e-03,7.439257635389054206e-03
-4.500214226456803601e+01,-5.587009405210232107e-03,7.522862273222014409e-03
-4.500215515236968145e+01,-5.385143102906190735e-03,7.357910687480956335e-03
-4.500243308908679296e+01,-6.075329956380414939e-03,7.491742317006454092e-03
-4.500240466274823348e+01,-5.539850208014763210e-03,7.340397263002729211e-03
-4.500232809570107406e+01,-5.146270271985538790e-03,6.603624078157533175e-03
-4.500261844567994984e+01,-5.797147053450244988e-03,6.711254095127988650e-03
-4.500201168266040952e+01,-5.632097519907407895e-03,6.385464810005371354e-03
-4.500218569145930303e+01,-5.781232527251508810e-03,6.611116344122477256e-03
-4.500255794077552451e+01,-5.889362486299777773e-03,6.911151868273087036e-03
-4.500250799081134545e+01,-6.195475760901839567e-03,6.569303038917406919e-03
-4.500241180059266810e+01,-6.705476914326065525e-03,6.263373787470451724e-03
-4.500237482924126198e+01,-5.791306406378640345e-03,5.789310429840239559e-03
-4.500260014384122087e+01,-5.413110489916480271e-03,6.093966772970322437e-03
-4.500262283908394778e+01,-5.325004994988724594e-03,6.044787487572867747e-03
-4.500230059841055663e+01,-5.524983288872048481e-03,5.551570346946138948e-03
-4.500190545729827107e+01,-5.892889061673980272e-03,5.158575136329548658e-03
-4.500130017021358242e+01,-5.439120616957822049e-03,5.582971919931099120e-03
-4.500110526214495366e+01,-5.597679085840482661e-03,5.970035802795508294e-03
-4.500138564127550467e+01,-6.478314790846189525e-03,5.995696855400565496e-03
-4.500086697328152496e+01,-6.093006666634008181e-03,6.573062723548963107e-03
-4.500067845236932129e+01,-5.841737533999964531e-03,6.265921235540186998e-03
-4.500152490708236996e+01,-5.487730530167111292e-03,5.996739107422080842e-03
-4.500161724478734016e+01,-4.907994673157962257e-03,5.991805540984280164e-03
-4.500151830694210986e+01,-4.666914163558168183e-03,5.842563180252938713e-03
-4.500144502804086244e+01,-4.523123126406968647e-03,6.309695454651964228e-03
-4.500089793179659381e+01,-4.450277974875026937e-03,5.436794630411003783e-03
-4.500078515484064923e+01,-4.942026500529307642e-03,6.312162328064203909e-03
-4.500115483061802024e+01,-5.601506392533725162e-03,6.936724725501212940e-03
-4.500147976389808946e+01,-5.485050556050482563e-03,6.880817739788943656e-03
-4.500142031353486516e+01,-4.947238590057173764e-03,6.843645650854006737e-03
-4.500231908908116196e+01,-4.509374027734660076e-03,6.939328954572373219e-03
-4.500359001488021704e+01,-5.219117003819527707e-03,7.025792196941426163e-03
-4.500319287499435461e+01,-5.169229188317341767e-03,7.200965589526472921e-03
-4.500293493357415286e+01,-5.088117686297159367e-03,6.891284773451330017e-03
-4.500213790512962220e+01,-4.985542202740247258e-03,6.264511942651341050e-03
-4.500213888229876602e+01,-4.548731524925713442e-03,6.128793873704706241e-03
-4.500231281072657907e+01,-4.608345806538348931e-03,6.370135727840585405e-03
-4.500214546595853449e+01,-5.070058364291137737e-03,6.788170761220360672e-03
-4.500223820837832989e+01,-4.974272791695112314e-03,6.567939832039464305e-03
-4.500201887944798074e+01,-5.756724460276360818e-03,6.351263928781938732e-03
-4.500203853487555250e+01,-6.065143226653193012e-03,5.842667265820681612e-03
-4.500109895067915744e+01,-5.810031034345006229e-03,6.041252476370294333e-03
-4.500054406859261746e+01,-5.715420094756834025e-03,5.823535099685825910e-03
-4.500105380760018647e+01,-5.319837875928723654e-03,5.565547428426110242e-03
-4.500081916835624440e+01,-4.930619919940038010e-03,5.310525871423312817e-03
-4.500069733874537548e+01,-5.012609489007920430e-03,5.693493393020253486e-03
-4.500180482645743041e+01,-4.604477388296579835e-03,5.914684071534167392e-03
-4.500237919932930453e+01,-4.055131568186221176e-03,5.212540234867155987e-03
-4.500251363021658335e+01,-3.858199931692248615e-03,5.440753400548744775e-03
-4.500268818225252687e+01,-4.562226089701070311e-03,5.343819718627834843e-03
-4.500272963002363014e+01,-4.711910117239640448e-03,4.361521727678622368e-03
-4.500264062993409198e+01,-4.046603639279135883e-03,4.953581083705927042e-03
-4.500314590968302042e+01,-4.336282828512695413e-03,5.195241673458713023e-03
-4.500315731923774365e+01,-4.041902722354874695e-03,4.573534352073476902e-03
-4.500251496592200340e+01,-3.927567068911472746e-03,4.476047456382682872e-03
-4.500256018643123923e+01,-4.421995785367172083e-03,4.772324500045231448e-03
-4.500227473000403222e+01,-4.644295637520433687e-03,5.560332196708202973e-03
-4.500262364428236594e+01,-4.718930921962122618e-03,5.650857906272296373e-03
-4.500314759787227104e+01,-4.740159308308480174e-03,5.646695861491833786e-03
-4.500360069219342307e+01,-4.439587505050144114e-03,5.270354129885492650e-03
-4.500428066898135882e+01,-4.908635272830292814e-03,5.724317984962444539e-03
-4.500405201865639526e+01,-4.356048928799398021e-03,5.603905681882207987e-03
-4.500453306824927324e+01,-4.054643841015315685e-03,5.743516749207814437e-03
-4.500459273608019117e+01,-4.333015493642722142e-03,5.825261839085701075e-03
-4.500469043937915359e+01,-4.338535228381523896e-03,5.925802794083881962e-03
-4.500521620499645081e+01,-4.358490570700407525e-03,5.586498118174154127e-03
-4.500525395459892763e+01,-4.221186128778305763e-03,5.014177603621479927e-03
-4.500579978424489269e+01,-4.339709703293196004e-03,5.462584180589010255e-03
-4.500563001806681029e+01,-5.251046039049948704e-03,4.949740626925509118e-03
-4.500566345236755694e+01,-5.167691087663058534e-03,4.990441112729494984e-03
-4.500545864405930985e+01,-5.397049653261134540e-03,5.760333074428788946e-03
-4.500525973467774321e+01,-5.164308507525103807e-03,6.334157433582889192e-03
-4.500495195506508850e+01,-4.602226072372789245e-03,6.496639526377190332e-03
-4.500502357239461304e+01,-4.433381454438855597e-03,6.715304948490774702e-03
-4.500474604804906420e+01,-4.152813050657756626e-03,6.872146260590455448e-03
-4.500460880506236805e+01,-4.095864635236650883e-03,6.441046690800871985e-03
-4.500486557328581227e+01,-3.870174192533095466e-03,5.851013501835759106e-03
-4.500385578045663948e+01,-3.960915204560287728e-03,5.567143095495950648e-03
-4.500407606664720106e+01,-4.490677168630675606e-03,5.053676871841911167e-03
-4.500466379268048911e+01,-4.158190251702552007e-03,4.396454583894792920e-03
-4.500400482774760036e+01,-4.245673632681946051e-03,4.304154892383825828e-03
-4.500467379080878771e+01,-4.850426451846530373e-03,4.794762638630023152e-03
-4.500503668782077682e+01,-4.877403242830571396e-03,4.735690092931441920e-03
-4.500511269023292016e+01,-5.055805276380499237e-03,4.954589098484019245e-03
-4.500502623332198482e+01,-5.243241072151906025e-03,5.446334562736314736e-03
-4.500466820318212058e+01,-5.519234885771264094e-03,5.101048715395957271e-03
-4.500415723753822306e+01,-5.752163877465993336e-03,4.613431177401552952e-03
-4.500387037531562129e+01,-5.507492901038909400e-03,5.209769172290892002e-03
-4.500363842340735232e+01,-5.867245185916648495e-03,5.474455987559314306e-03
-4.500364002139187392e+01,-5.066820165362054436e-03,5.234241332496509212e-03
-4.500421104119260463e+01,-4.964057702623924338e-03,4.784672536753107469e-03
-4.500447367346036742e+01,-5.410739611950247767e-03,4.842459429467167037e-03
-4.500407549891090042e+01,-5.468211695557459451e-03,4.977032937206947623e-03
-4.500442619324113025e+01,-6.654169453263587830e-03,5.408348870234524521e-03
-4.500443747316183618e+01,-6.439228304465375620e-03,5.836248295329388158e-03
-4.500503540012604020e+01,-7.124627585847234136e-03,5.448225865789780263e-03
-4.500432136799515348e+01,-6.772022832262859261e-03,5.465418842255005856e-03
-4.500449117252030362e+01,-6.992719808665041718e-03,5.946741546679109279e-03
-4.500501856414411606e+01,-6.758867637460547889e-03,5.769443756741599039e-03
-4.500320559116502750e+01,-7.356755503153853196e-03,5.711767765577741365e-03
-4.500314691022133928e+01,-7.110712288147835389e-03,5.917039424586780470e-03
-4.500288703407564128e+01,-7.566686427846996965e-03,5.920434291117419694e-03
-4.500329496760970471e+01,-7.655979166146634901e-03,5.464668787767991247e-03
-4.500293538124662263e+01,-8.448119249962247543e-03,5.140516001036436050e-03
-4.500325776505211195e+01,-8.655458556808461740e-03,5.170798119338452202e-03
-4.500329363340514988e+01,-8.384926932271816180e-03,5.201196017606964442e-03
-4.500332484389726773e+01,-8.855586852178581533e-03,4.337507271835717125e-03
-4.500351272484505216e+01,-8.548659237448250417e-03,4.109182806899269041e-03
-4.500335345334667636e+01,-9.534015503929908070e-03,4.288641155253579244e-03
-4.500308287141183428e+01,-9.448574737966728906e-03,3.680239054591105587e-03
-4.500405414890435907e+01,-9.030614665743414565e-03,3.177520296084622182e-03
-4.500398847067933872e+01,-8.762712051636409316e-03,3.050114183713913910e-03
-4.500457392191414385e+01,-8.355509151525353576e-03,2.636251641815217771e-03
-4.500415643121709763e+01,-7.999573117449207751e-03,2.523496953839977994e-03
-4.500409056965318655e+01,-8.233281554791960916e-03,2.645486390377440288e-03
-4.500347202051964501e+01,-9.083816685213644271e-03,2.345299164474469109e-03
-4.500346306227032755e+01,-8.986138011623543559e-03,2.352711297645285107e-03
-4.500349371904184892e+01,-9.144691123324817303e-03,1.662571783511345705e-03
-4.500398849176884397e+01,-9.299918346650110426e-03,1.593409384661852992e-03
-4.500397264526645813e+01,-9.422291099931336816e-03,1.921031401304725038e-03
-4.500415596775903282e+01,-8.754947847982525247e-03,2.101777463447034641e-03
-4.500435547967590111e+01,-8.959201216037458726e-03,2.648949482599236016e-03
-4.500407695297982258e+01,-8.484513198215408447e-03,2.674588432297393074e-03
-4.500377540410912758e+01,-8.904964688298249581e-03,1.711781337566818792e-03
-4.500406164402732401e+01,-9.090883657787554584e-03,1.506087591927589330e-03
-4.500422615966135709e+01,-8.584959959537469959e-03,1.636866633045857547e-03
-4.500453994372104205e+01,-8.984547422178232323e-03,1.559014354962787738e-03
-4.500475045811115393e+01,-9.192736218964086409e-03,1.355731362398139269e-03
-4.500513690075334239e+01,-9.405857202810787368e-03,9.671681055690813838e-04
-4.500585721971407338e+01,-9.181221589884165646e-03,6.717015734559741384e-04
-4.500538170608977850e+01,-8.754454587306503832e-03,6.677800472976000608e-04
-4.500533212862235644e+01,-8.398522639121592734e-03,5.872036479786631397e-04
-4.500499379180359227e+01,-9.365124833460121076e-03,8.681433540188827165e-04
-4.500491066113132632e+01,-9.783427379365357626e-03,9.305702050919101732e-04
-4.500479375443462970e+01,-9.099968854402305796e-03,6.063963343990406160e-04
-4.500545732053778636e+01,-9.334127203633904232e-03,3.460443550356240511e-04
-4.500614811567101725e+01,-9.574615596202110113e-03,6.310011079801713116e-04
-4.500586525618235356e+01,-8.875606296580846113e-03,4.033689703314435361e-04
-4.500509442761686785e+01,-8.937918905010147977e-03,2.578252395616153288e-04
-4.500532560894848899e+01,-9.457954687990620390e-03,3.189734306383090940e-04
-4.500484439147410143e+01,-1.027289581951233016e-02,5.003450809297606359e-04
-4.500417128803159272e+01,-1.040401038938164671e-02,4.207330433246352325e-04
-4.500382880118696960e+01,-9.339679235191831325e-03,4.249248616869441553e-04
-4.500318371789989413e+01,-1.001112390932410237e-02,1.271990963595843929e-03
-4.500410058404611391e+01,-8.999203480018024351e-03,1.139134083224354471e-03
-4.500449093081932261e+01,-8.469999442824777472e-03,1.293395200887755784e-03
-4.500494990402544460e+01,-8.271682516430685361e-03,1.711214870261379417e-04
-4.500437314091693253e+01,-8.065762109863788831e-03,3.095073460035525676e-04
-4.500426675594054871e+01,-7.832328832370189647e-03,-3.495942402798714668e-04
-4.500431994954334414e+01,-8.316302324914356947e-03,-4.293119179070132392e-04
-4.500414041998395476e+01,-8.215731479630146786e-03,-7.601370884359522767e-04
