pos_x (m),pos_y (m),pos_z (m)
-2.707459276231147349e+06,4.688701052007361315e+06,3.360102297215144616e+06
-2.707459205520469230e+06,4.688700981296683662e+06,3.360102297215144616e+06
-2.707459134809852112e+06,4.688700910585131496e+06,3.360102297216635663e+06
-2.707459064098619856e+06,4.688700839873716235e+06,3.360102297218600754e+06
-2.707458993387661874e+06,4.688700769162346609e+06,3.360102297219658270e+06
-2.707458922677447554e+06,4.688700698450931348e+06,3.360102297221659683e+06
-2.707458851967050228e+06,4.688700627738992684e+06,3.360102297225020360e+06
-2.707458781256971415e+06,4.688700557027089410e+06,3.360102297227701638e+06
-2.707458710546133108e+06,4.688700486314922571e+06,3.360102297229163349e+06
-2.707458639834595378e+06,4.688700415602183901e+06,3.360102297229737043e+06
-2.707458569122938905e+06,4.688700344889366068e+06,3.360102297231216915e+06
-2.707458498411342967e+06,4.688700274177267216e+06,3.360102297231826000e+06
-2.707458427700068802e+06,4.688700203465537168e+06,3.360102297233572230e+06
-2.707458356988047715e+06,4.688700132753307000e+06,3.360102297236352693e+06
-2.707458286276077386e+06,4.688700062041346915e+06,3.360102297239190433e+06
-2.707458215564325918e+06,4.688699991328689270e+06,3.360102297242563684e+06
-2.707458144852019846e+06,4.688699920615551062e+06,3.360102297246460803e+06
-2.707458074140263721e+06,4.688699849901541136e+06,3.360102297249804251e+06
-2.707458003428090364e+06,4.688699779188151471e+06,3.360102297253883909e+06
-2.707457932716524694e+06,4.688699708475633524e+06,3.360102297257348429e+06
-2.707457862004641443e+06,4.688699637763638981e+06,3.360102297260467429e+06
-2.707457791293053888e+06,4.688699567051591352e+06,3.360102297264088877e+06
-2.707457720581316855e+06,4.688699496340003796e+06,3.360102297267782036e+06
-2.707457649870856665e+06,4.688699425628276542e+06,3.360102297271278687e+06
-2.707457579161394853e+06,4.688699354916232638e+06,3.360102297272149008e+06
-2.707457508452770766e+06,4.688699284204524942e+06,3.360102297272109427e+06
-2.707457437742569949e+06,4.688699213492012583e+06,3.360102297272426542e+06
-2.707457367031419184e+06,4.688699142779192887e+06,3.360102297273700126e+06
-2.707457296319456771e+06,4.688699072066251189e+06,3.360102297275539953e+06
-2.707457225605958141e+06,4.688699001352834515e+06,3.360102297277107835e+06
-2.707457154892941471e+06,4.688698930639638565e+06,3.360102297278225888e+06
-2.707457084180002101e+06,4.688698859926227480e+06,3.360102297279414721e+06
-2.707457013466855977e+06,4.688698789213003591e+06,3.360102297280405648e+06
-2.707456942753034644e+06,4.688698718499762006e+06,3.360102297279924154e+06
-2.707456872038770467e+06,4.688698647786822170e+06,3.360102297279270831e+06
-2.707456801325296983e+06,4.688698577073114924e+06,3.360102297277675010e+06
-2.707456730612643063e+06,4.688698506359115243e+06,3.360102297276790719e+06
-2.707456659899061546e+06,4.688698435645164922e+06,3.360102297274957411e+06
-2.707456589185117744e+06,4.688698364930820651e+06,3.360102297274044249e+06
-2.707456518470994662e+06,4.688698294216370210e+06,3.360102297271430027e+06
-2.707456447756346315e+06,4.688698223501921631e+06,3.360102297268702649e+06
-2.707456377042078413e+06,4.688698152788161300e+06,3.360102297265806235e+06
-2.707456306327340193e+06,4.688698082075236365e+06,3.360102297260832507e+06
-2.707456235611716751e+06,4.688698011362776160e+06,3.360102297254886478e+06
-2.707456164896433707e+06,4.688697940650947392e+06,3.360102297248170245e+06
-2.707456094180336688e+06,4.688697869939351454e+06,3.360102297242347617e+06
-2.707456023463978432e+06,4.688697799227064475e+06,3.360102297236469574e+06
-2.707455952747588512e+06,4.688697728515177965e+06,3.360102297231181990e+06
-2.707455882031491958e+06,4.688697657803706825e+06,3.360102297226807103e+06
-2.707455811315170955e+06,4.688697587091716938e+06,3.360102297222750261e+06
-2.707455740598414559e+06,4.688697516379183158e+06,3.360102297217592131e+06
-2.707455669881908223e+06,4.688697445666958578e+06,3.360102297212339006e+06
-2.707455599164847285e+06,4.688697374955377541e+06,3.360102297207992524e+06
-2.707455528447509278e+06,4.688697304243218154e+06,3.360102297203360591e+06
-2.707455457730105612e+06,4.688697233530838974e+06,3.360102297199820168e+06
-2.707455387012600433e+06,4.688697162819683552e+06,3.360102297195656691e+06
-2.707455316295241471e+06,4.688697092108657584e+06,3.360102297192208469e+06
-2.707455245579174720e+06,4.688697021398360841e+06,3.360102297188721597e+06
-2.707455174863911700e+06,4.688696950688236393e+06,3.360102297186009586e+06
-2.707455104148269165e+06,4.688696879978203215e+06,3.360102297183418181e+06
-2.707455033432252239e+06,4.688696809267170727e+06,3.360102297182648908e+06
-2.707454962716123089e+06,4.688696738556967117e+06,3.360102297182706650e+06
-2.707454891999822576e+06,4.688696667846995406e+06,3.360102297183215152e+06
-2.707454821283848025e+06,4.688696597136268392e+06,3.360102297184151132e+06
-2.707454750568272080e+06,4.688696526425888762e+06,3.360102297184623778e+06
-2.707454679852751549e+06,4.688696455715306103e+06,3.360102297184075229e+06
-2.707454609136928339e+06,4.688696385004434735e+06,3.360102297184200026e+06
-2.707454538421410136e+06,4.688696314292969182e+06,3.360102297185053583e+06
-2.707454467705639545e+06,4.688696243581730872e+06,3.360102297185773030e+06
-2.707454396990284324e+06,4.688696172869975679e+06,3.360102297186410520e+06
-2.707454326275415253e+06,4.688696102159127593e+06,3.360102297187156975e+06
-2.707454255560725927e+06,4.688696031447964720e+06,3.360102297188222874e+06
-2.707454184846070595e+06,4.688695960737631656e+06,3.360102297187585384e+06
-2.707454114131907001e+06,4.688695890027641319e+06,3.360102297187756747e+06
-2.707454043417129666e+06,4.688695819317446090e+06,3.360102297187565360e+06
-2.707453972703244537e+06,4.688695748607750051e+06,3.360102297187997494e+06
-2.707453901989707258e+06,4.688695677897191606e+06,3.360102297189478762e+06
-2.707453831275889184e+06,4.688695607186849229e+06,3.360102297190060373e+06
-2.707453760561398230e+06,4.688695536475834437e+06,3.360102297191195190e+06
-2.707453689847361296e+06,4.688695465765534900e+06,3.360102297192219179e+06
-2.707453619133099914e+06,4.688695395055182278e+06,3.360102297194498591e+06
-2.707453548419316299e+06,4.688695324345570058e+06,3.360102297197106760e+06
-2.707453477705250029e+06,4.688695253636154346e+06,3.360102297200548928e+06
-2.707453406991377939e+06,4.688695182926860638e+06,3.360102297203229740e+06
-2.707453336277208757e+06,4.688695112217323855e+06,3.360102297205530573e+06
-2.707453265563292429e+06,4.688695041506958194e+06,3.360102297208572272e+06
-2.707453194850182626e+06,4.688694970796519890e+06,3.360102297210939229e+06
-2.707453124135616701e+06,4.688694900086094625e+06,3.360102297214800026e+06
-2.707453053421095945e+06,4.688694829376814887e+06,3.360102297218787950e+06
-2.707452982706021052e+06,4.688694758666535839e+06,3.360102297224029899e+06
-2.707452911991273053e+06,4.688694687956492417e+06,3.360102297228979878e+06
-2.707452841276265681e+06,4.688694617247037590e+06,3.360102297234382946e+06
-2.707452770560477860e+06,4.688694546537993476e+06,3.360102297238682862e+06
-2.707452699844583403e+06,4.688694475828371942e+06,3.360102297242521308e+06
-2.707452629129013512e+06,4.688694405118700117e+06,3.360102297247210052e+06
-2.707452558413912542e+06,4.688694334409097210e+06,3.360102297250906006e+06
-2.707452487698591314e+06,4.688694263699013740e+06,3.360102297254675999e+06
-2.707452416983064730e+06,4.688694192988458090e+06,3.360102297257582657e+06
-2.707452346267716959e+06,4.688694122277798131e+06,3.360102297260357998e+06
-2.707452275552830659e+06,4.688694051566800103e+06,3.360102297263176646e+06
-2.707452204836945515e+06,4.688693980854944326e+06,3.360102297266058624e+06
-2.707452134120132308e+06,4.688693910144235007e+06,3.360102297267106362e+06
-2.707452063403483015e+06,4.688693839433507062e+06,3.360102297267386224e+06
-2.707451992686462123e+06,4.688693768722606823e+06,3.360102297268122900e+06
-2.707451921969574876e+06,4.688693698011714034e+06,3.360102297269328032e+06
-2.707451851252396125e+06,4.688693627300832421e+06,3.360102297270697076e+06
-2.707451780536020640e+06,4.688693556590307504e+06,3.360102297271933407e+06
-2.707451709819530137e+06,4.688693485879743472e+06,3.360102297272739001e+06
-2.707451639103339054e+06,4.688693415169052780e+06,3.360102297273456585e+06
-2.707451568386256229e+06,4.688693344457497820e+06,3.360102297275081743e+06
-2.707451497668931261e+06,4.688693273745572194e+06,3.360102297276828438e+06
-2.707451426951646339e+06,4.688693203033805825e+06,3.360102297279597260e+06
-2.707451356233758386e+06,4.688693132322203368e+06,3.360102297280572820e+06
-2.707451285515249707e+06,4.688693061611345969e+06,3.360102297281663865e+06
-2.707451214797093067e+06,4.688692990900851786e+06,3.360102297283322085e+06
-2.707451144079699181e+06,4.688692920189977624e+06,3.360102297284917440e+06
-2.707451073362527415e+06,4.688692849478450604e+06,3.360102297285734210e+06
-2.707451002645597793e+06,4.688692778767426498e+06,3.360102297286720015e+06
-2.707450931928694714e+06,4.688692708057106473e+06,3.360102297287283000e+06
-2.707450861212470103e+06,4.688692637347897515e+06,3.360102297288160771e+06
-2.707450790496068541e+06,4.688692566638989374e+06,3.360102297289657872e+06
