pos_x (m),pos_y (m),pos_z (m)
-2.707459276231147349e+06,4.688701052007361315e+06,3.360102297215144616e+06
-2.707459205520469230e+06,4.688700981296683662e+06,3.360102297215144616e+06
-2.707459134809678886e+06,4.688700910585718229e+06,3.360102297216249164e+06
-2.707459064099732321e+06,4.688700839874560945e+06,3.360102297216166742e+06
-2.707458993389678188e+06,4.688700769163159654e+06,3.360102297215880360e+06
-2.707458922679045238e+06,4.688700698451397009e+06,3.360102297215760686e+06
-2.707458851967949886e+06,4.688700627738973126e+06,3.360102297215451021e+06
-2.707458781257963274e+06,4.688700557025984861e+06,3.360102297216036357e+06
-2.707458710548104253e+06,4.688700486312954687e+06,3.360102297215439845e+06
-2.707458639837963972e+06,4.688700415600064211e+06,3.360102297215031926e+06
-2.707458569127898198e+06,4.688700344886925071e+06,3.360102297214196529e+06
-2.707458498417928815e+06,4.688700274174010381e+06,3.360102297212419100e+06
-2.707458427707279567e+06,4.688700203460620716e+06,3.360102297210800461e+06
-2.707458356996864080e+06,4.688700132746616378e+06,3.360102297208506148e+06
-2.707458286286301911e+06,4.688700062032282352e+06,3.360102297207274009e+06
-2.707458215575476177e+06,4.688699991318182088e+06,3.360102297205756418e+06
-2.707458144864334259e+06,4.688699920604217798e+06,3.360102297205175273e+06
-2.707458074152818415e+06,4.688699849889943376e+06,3.360102297205002978e+06
-2.707458003442005720e+06,4.688699779175923206e+06,3.360102297204597387e+06
-2.707457932730433065e+06,4.688699708462278359e+06,3.360102297204334754e+06
-2.707457862018448301e+06,4.688699637748659588e+06,3.360102297204536851e+06
-2.707457791306500789e+06,4.688699567035029642e+06,3.360102297205820680e+06
-2.707457720594309736e+06,4.688699496321628802e+06,3.360102297206959687e+06
-2.707457649881808087e+06,4.688699425608430989e+06,3.360102297208466567e+06
-2.707457579168736469e+06,4.688699354894190095e+06,3.360102297208256554e+06
-2.707457508455010597e+06,4.688699284179572016e+06,3.360102297209282871e+06
-2.707457437742019072e+06,4.688699213465921581e+06,3.360102297210317105e+06
-2.707457367029384244e+06,4.688699142752073705e+06,3.360102297211271245e+06
-2.707457296316676773e+06,4.688699072037893347e+06,3.360102297211873345e+06
-2.707457225604118779e+06,4.688699001323172823e+06,3.360102297211598605e+06
-2.707457154890286736e+06,4.688698930608999915e+06,3.360102297210793011e+06
-2.707457084176338278e+06,4.688698859894901514e+06,3.360102297209424432e+06
-2.707457013462486211e+06,4.688698789180534892e+06,3.360102297207519412e+06
-2.707456942748516798e+06,4.688698718465921469e+06,3.360102297204837203e+06
-2.707456872034542728e+06,4.688698647750863805e+06,3.360102297202207148e+06
-2.707456801321307197e+06,4.688698577035678551e+06,3.360102297199462540e+06
-2.707456730608026497e+06,4.688698506320257671e+06,3.360102297197564039e+06
-2.707456659894461278e+06,4.688698435605200008e+06,3.360102297195806168e+06
-2.707456589180927258e+06,4.688698364890171215e+06,3.360102297193368897e+06
-2.707456518467491493e+06,4.688698294175064191e+06,3.360102297191200778e+06
-2.707456447754499037e+06,4.688698223459153436e+06,3.360102297187066637e+06
-2.707456377040547784e+06,4.688698152743409388e+06,3.360102297181241214e+06
-2.707456306327078957e+06,4.688698082027630880e+06,3.360102297175676096e+06
-2.707456235613375437e+06,4.688698011311979964e+06,3.360102297169861849e+06
-2.707456164899852127e+06,4.688697940596487373e+06,3.360102297164204996e+06
-2.707456094186399598e+06,4.688697869879652746e+06,3.360102297158711124e+06
-2.707456023472854402e+06,4.688697799162517302e+06,3.360102297153226100e+06
-2.707455952760670800e+06,4.688697728445813991e+06,3.360102297146744560e+06
-2.707455882048025727e+06,4.688697657728717662e+06,3.360102297140186653e+06
-2.707455811334725004e+06,4.688697587010951713e+06,3.360102297133639455e+06
-2.707455740621131379e+06,4.688697516292990185e+06,3.360102297126728110e+06
-2.707455669907161500e+06,4.688697445575251244e+06,3.360102297119894531e+06
-2.707455599193854723e+06,4.688697374857462943e+06,3.360102297112825792e+06
-2.707455528481293935e+06,4.688697304140309803e+06,3.360102297104479279e+06
-2.707455457768073771e+06,4.688697233423507772e+06,3.360102297095836140e+06
-2.707455387054916937e+06,4.688697162706650794e+06,3.360102297085767612e+06
-2.707455316341951955e+06,4.688697091989492998e+06,3.360102297075948678e+06
-2.707455245628916658e+06,4.688697021271846257e+06,3.360102297065463848e+06
-2.707455174916060176e+06,4.688696950554014184e+06,3.360102297054460272e+06
-2.707455104204320814e+06,4.688696879835898988e+06,3.360102297042763792e+06
-2.707455033492004499e+06,4.688696809117723256e+06,3.360102297031136695e+06
-2.707454962778762449e+06,4.688696738399630412e+06,3.360102297019447200e+06
-2.707454892065002583e+06,4.688696667681920342e+06,3.360102297008594964e+06
-2.707454821350943297e+06,4.688696596963805147e+06,3.360102296996999532e+06
-2.707454750637089368e+06,4.688696526245750487e+06,3.360102296986227389e+06
-2.707454679923284799e+06,4.688696455528570339e+06,3.360102296975998674e+06
-2.707454609209659044e+06,4.688696384812417440e+06,3.360102296966442838e+06
-2.707454538495839573e+06,4.688696314095919952e+06,3.360102296956405044e+06
-2.707454467781307176e+06,4.688696243379150517e+06,3.360102296946976800e+06
-2.707454397066327743e+06,4.688696172662680969e+06,3.360102296936782543e+06
-2.707454326350987423e+06,4.688696101946195588e+06,3.360102296925471630e+06
-2.707454255635765381e+06,4.688696031228416599e+06,3.360102296913468745e+06
-2.707454184919849969e+06,4.688695960510538891e+06,3.360102296901766211e+06
-2.707454114204154816e+06,4.688695889792803675e+06,3.360102296889946796e+06
-2.707454043489296455e+06,4.688695819075018167e+06,3.360102296880450565e+06
-2.707453972774957307e+06,4.688695748357220553e+06,3.360102296871731058e+06
-2.707453902061058208e+06,4.688695677640005015e+06,3.360102296863300726e+06
-2.707453831346617080e+06,4.688695606922741979e+06,3.360102296854761429e+06
-2.707453760631176643e+06,4.688695536206025630e+06,3.360102296846960206e+06
-2.707453689916487318e+06,4.688695465489822440e+06,3.360102296840585303e+06
-2.707453619202991482e+06,4.688695394773383625e+06,3.360102296834676526e+06
-2.707453548490978777e+06,4.688695324057400227e+06,3.360102296827672981e+06
-2.707453477778828703e+06,4.688695253341249190e+06,3.360102296821118798e+06
-2.707453407066701911e+06,4.688695182625055313e+06,3.360102296815189067e+06
-2.707453336354345083e+06,4.688695111908829771e+06,3.360102296810241882e+06
-2.707453265642617829e+06,4.688695041192321107e+06,3.360102296807101928e+06
-2.707453194930148777e+06,4.688694970475018956e+06,3.360102296805101912e+06
-2.707453124217161909e+06,4.688694899756654166e+06,3.360102296803570352e+06
-2.707453053503884934e+06,4.688694829038007185e+06,3.360102296802605037e+06
-2.707452982790768612e+06,4.688694758319152519e+06,3.360102296802140307e+06
-2.707452912077536341e+06,4.688694687600223348e+06,3.360102296803856269e+06
-2.707452841364174150e+06,4.688694616881633177e+06,3.360102296806192957e+06
-2.707452770650780294e+06,4.688694546162416227e+06,3.360102296806886327e+06
-2.707452699938095640e+06,4.688694475442808121e+06,3.360102296806725208e+06
-2.707452629225821234e+06,4.688694404724312015e+06,3.360102296805971768e+06
-2.707452558512798510e+06,4.688694334005084820e+06,3.360102296805616468e+06
-2.707452487798971590e+06,4.688694263285157271e+06,3.360102296806151513e+06
-2.707452417085347231e+06,4.688694192565900274e+06,3.360102296807748731e+06
-2.707452346372057218e+06,4.688694121847129427e+06,3.360102296809428837e+06
-2.707452275659747887e+06,4.688694051127791405e+06,3.360102296812212095e+06
-2.707452204948755447e+06,4.688693980408560485e+06,3.360102296813973691e+06
-2.707452134238316678e+06,4.688693909689336084e+06,3.360102296815848909e+06
-2.707452063509339001e+06,4.688693838988836855e+06,3.360102296818155795e+06
-2.707451992745297961e+06,4.688693768323175609e+06,3.360102296819007490e+06
-2.707451921930791344e+06,4.688693697707357816e+06,3.360102296818808187e+06
-2.707451851052678656e+06,4.688693627155244350e+06,3.360102296818510164e+06
-2.707451780099284369e+06,4.688693556678999215e+06,3.360102296817729715e+06
-2.707451709060276859e+06,4.688693486290568486e+06,3.360102296816602349e+06
-2.707451637925948948e+06,4.688693415999520570e+06,3.360102296814883593e+06
-2.707451566687593702e+06,4.688693345815720037e+06,3.360102296813061461e+06
-2.707451495335767046e+06,4.688693275745596737e+06,3.360102296811372973e+06
-2.707451423863937147e+06,4.688693205796830356e+06,3.360102296809667721e+06
-2.707451352265119553e+06,4.688693135976312682e+06,3.360102296807480045e+06
-2.707451280534933787e+06,4.688693066290166229e+06,3.360102296804068610e+06
-2.707451208669052925e+06,4.688692996743703261e+06,3.360102296802124009e+06
-2.707451136663128156e+06,4.688692927342062816e+06,3.360102296799755655e+06
-2.707451064513586927e+06,4.688692858090749942e+06,3.360102296797033865e+06
-2.707450992216228507e+06,4.688692788993413560e+06,3.360102296794650611e+06
-2.707450919768350199e+06,4.688692720054244623e+06,3.360102296793190762e+06
-2.707450847167181317e+06,4.688692651276187971e+06,3.360102296791089699e+06
-2.707450774411286693e+06,4.688692582662149332e+06,3.360102296789459419e+06
