vel_x (m/s),vel_y (m/s),vel_z (m/s)
7.159881765296979061e+00,-6.982051799248973012e+00,-2.187886514463006915e-04
7.173018595938631670e+00,-6.968614651071841415e+00,-3.411400879001403219e-04
7.186588095331172710e+00,-6.954646304688719027e+00,-1.944821940324768252e-04
7.200592476962145660e+00,-6.940164037706648692e+00,-2.368218316975343168e-04
7.214954119715048186e+00,-6.925131274152489524e+00,-2.722021543552977292e-04
7.229735849173814621e+00,-6.909733621642692114e+00,-2.383209192825197715e-04
7.244787831580889126e+00,-6.893916857973453105e+00,-1.459734949369960433e-04
7.260116905924222763e+00,-6.877805700214850049e+00,-2.101175611633122778e-04
7.275589450842298689e+00,-6.861403868846239540e+00,-1.630381397009597372e-04
7.291386059932777108e+00,-6.844681010505826002e+00,-2.046887098706093051e-04
7.307312752154697222e+00,-6.827688776346747979e+00,-2.867187497632360765e-04
7.323354666507201571e+00,-6.810398210105179650e+00,-1.811128989412342594e-04
7.339603673313754406e+00,-6.792978597392627549e+00,-2.531857976460153824e-04
7.355988523572921878e+00,-6.775158500627235902e+00,-2.276987226641118481e-04
7.372419680165726241e+00,-6.757281854694608292e+00,-2.660077377930411958e-04
7.388994427776804486e+00,-6.739227571719879073e+00,-1.947956694564218242e-04
7.405463909246050136e+00,-6.721014283125363420e+00,-1.881577297365793989e-04
7.422072522680315032e+00,-6.702580722730260732e+00,-1.825102983386748493e-04
7.438840199963093092e+00,-6.684175105106013426e+00,-4.139448689944767116e-05
7.455536885614016285e+00,-6.665404170547413187e+00,-3.780842419312882563e-05
7.472320679431761370e+00,-6.646639257155924518e+00,2.380974137743081592e-05
7.489063619403943939e+00,-6.627673567485491191e+00,1.922892240304317399e-04
7.505838934988679156e+00,-6.608634380488261684e+00,2.202100927506525977e-04
7.522573505578241893e+00,-6.589485472168830960e+00,2.296436396972617382e-04
7.539330827456169892e+00,-6.570318714524374215e+00,3.081546353866035110e-04
7.556172974025787248e+00,-6.550953318042640028e+00,3.180296395596111090e-04
7.572943062261674463e+00,-6.531563549007866953e+00,3.651695785232281157e-04
7.589689190838328159e+00,-6.512111189533988487e+00,2.516911802487454132e-04
7.606493554428718440e+00,-6.492480736212896453e+00,1.327087824631498192e-04
7.623198150993045097e+00,-6.472805782471375835e+00,9.619405125267275428e-05
7.639872851902197226e+00,-6.453047786198878200e+00,5.303038628291637836e-05
7.656514007007835687e+00,-6.433256959242021900e+00,6.393476396970859546e-05
7.673166975772726772e+00,-6.413439609819293175e+00,3.047301756263869868e-04
7.689739899205330076e+00,-6.393618289518774311e+00,3.070429478106059796e-04
7.706297522532500999e+00,-6.373729850778304673e+00,4.127447911824910949e-04
7.722848934203384808e+00,-6.353739194781903521e+00,4.356307720531058013e-04
7.739271432927996131e+00,-6.333626840531063174e+00,3.559553462458366112e-04
7.755800423165106317e+00,-6.313476864750436235e+00,3.306646167258153182e-04
7.772200230201335991e+00,-6.293278724182804318e+00,2.726634111540817296e-04
7.788506308047988824e+00,-6.272977258714496074e+00,1.869384598634596948e-04
7.804735532980570767e+00,-6.252710185751363170e+00,1.029697395341802688e-04
7.821012860115565957e+00,-6.232287028358869385e+00,1.232307048915586944e-04
7.837168322875088577e+00,-6.211880216853550962e+00,1.957416026813753275e-04
7.853335444987324721e+00,-6.191521493942101273e+00,6.334130551312252026e-05
7.869463350656017653e+00,-6.171001330288399700e+00,7.510564457672750348e-05
7.885597955690710315e+00,-6.150372094459391370e+00,6.518694570715886016e-05
7.901628549715079330e+00,-6.129765743307441284e+00,-3.268618226772302803e-06
7.917514869704274538e+00,-6.109089955321351795e+00,-2.428136608123127006e-04
7.933565704784280470e+00,-6.088422121287630162e+00,-3.044729754560174684e-04
7.949379380159690811e+00,-6.067824473376452588e+00,-3.357643873904274140e-04
7.965207885448050362e+00,-6.046986725251922046e+00,-3.726184468212824638e-04
7.980953012780990896e+00,-6.026269689579318189e+00,-4.524406067889288614e-04
7.996626751012766654e+00,-6.005329934854967355e+00,-5.067853759516513686e-04
8.012293270637480092e+00,-5.984390790917599290e+00,-6.168194809376655648e-04
8.027917870206936257e+00,-5.963508264471487408e+00,-7.719288668944635076e-04
8.043534508986557086e+00,-5.942482863373174773e+00,-8.003982255080531114e-04
8.059056666880444197e+00,-5.921454774464958604e+00,-8.330694037882640851e-04
8.074533510238412148e+00,-5.900419133631215729e+00,-7.786264566815439625e-04
8.089931548536943851e+00,-5.879282226771200826e+00,-8.780935818266562276e-04
8.105245389086038088e+00,-5.858033303666652536e+00,-9.422448239744490688e-04
8.120545952832062042e+00,-5.836660378297212404e+00,-9.513257932651211692e-04
8.135810394190807315e+00,-5.815369313164929999e+00,-9.577526456752885999e-04
8.150975227277662327e+00,-5.794074234529958289e+00,-9.936988727372061785e-04
8.166068943179523032e+00,-5.772685614766826845e+00,-1.087064421407571381e-03
8.181050064878245820e+00,-5.751248769749818024e+00,-1.122312145174311033e-03
8.196034118154981840e+00,-5.729870765722932191e+00,-1.083138910175436738e-03
8.211020406984244957e+00,-5.708399894570368893e+00,-1.040075767223083789e-03
8.225955771121421733e+00,-5.686836581842060312e+00,-1.065196235712245970e-03
8.240831040744453162e+00,-5.665287065513652465e+00,-1.132537455035393346e-03
8.255641058308272662e+00,-5.643673264270877787e+00,-1.202670314974221919e-03
8.270397052137484550e+00,-5.622122012201852925e+00,-1.127328474102980323e-03
8.285029662175425358e+00,-5.600531530442690809e+00,-9.818373373681652493e-04
8.299714538601424607e+00,-5.578865823625053899e+00,-9.850243763594710746e-04
8.314275904451980281e+00,-5.557143569797992733e+00,-1.041095606213527204e-03
8.328749027935890226e+00,-5.535364394042381342e+00,-8.865003352306385226e-04
8.343244096828557943e+00,-5.513497692703739794e+00,-8.594836426123528402e-04
8.357635085374447215e+00,-5.491658444952392415e+00,-9.054437643709880787e-04
8.371923837881420027e+00,-5.469688606701395450e+00,-9.193445155110354424e-04
8.386155913218606983e+00,-5.447693709792239325e+00,-9.547400482311689876e-04
8.400362747989586154e+00,-5.425792001901486472e+00,-9.268379880427939739e-04
8.414478321225267621e+00,-5.403873591539887222e+00,-9.651736107681465043e-04
8.428568195808248120e+00,-5.381819152664710337e+00,-9.676272477500774899e-04
8.442595420437019271e+00,-5.359763026551865650e+00,-1.135325509339396143e-03
8.456506800623067477e+00,-5.337632467216486098e+00,-1.046610988560764833e-03
8.470412133259953791e+00,-5.315446938427512258e+00,-1.011489394843495537e-03
8.484270303856357387e+00,-5.293287699334536356e+00,-1.128387053321573512e-03
8.498223595501185557e+00,-5.271111515549044668e+00,-1.205462955025338352e-03
8.512008034715535132e+00,-5.248848620008106813e+00,-1.330043747606435680e-03
8.525657744690558815e+00,-5.226481853133725153e+00,-1.324198311042458238e-03
8.539260731693191886e+00,-5.204073009303529673e+00,-1.383688983618348118e-03
8.552945901123971240e+00,-5.181707476056224060e+00,-1.525635842422252194e-03
8.566446597026009968e+00,-5.159233560103828609e+00,-1.357677237573132016e-03
8.579914529327291817e+00,-5.136709434557185538e+00,-1.375593756414751840e-03
8.593327117838882145e+00,-5.114215378576453475e+00,-1.360555665883658380e-03
8.606728501858716740e+00,-5.091711127857276864e+00,-1.442023589781621937e-03
8.620012787642693297e+00,-5.069153686243624612e+00,-1.366322258524944400e-03
8.633167614351251018e+00,-5.046632514924079160e+00,-1.231249869049810212e-03
8.646335773514442380e+00,-5.024067215311779577e+00,-1.255441722313234768e-03
8.659442409343691693e+00,-5.001438412129299849e+00,-1.307065629106130521e-03
8.672576024891139213e+00,-4.978728894728082111e+00,-1.283508339918574236e-03
8.685514656864853578e+00,-4.956047802269426761e+00,-1.294781937628272823e-03
8.698353973347295209e+00,-4.933333452936915720e+00,-1.171382565287659890e-03
8.711270082603128628e+00,-4.910525151072438810e+00,-1.214090616998457451e-03
8.724107673812179442e+00,-4.887757483759338939e+00,-1.299903736629594384e-03
8.736977195357018999e+00,-4.864957286413407189e+00,-1.164000321927127204e-03
8.749691733348416989e+00,-4.841969862904053734e+00,-1.259686708747213358e-03
8.762469439154845219e+00,-4.818977457403046394e+00,-1.202185848039660125e-03
8.775041501480629336e+00,-4.795987859407722986e+00,-1.172867462479732642e-03
8.787631725460398613e+00,-4.773037932993599242e+00,-1.291352535876332842e-03
8.800072740028186402e+00,-4.749959468905724513e+00,-1.306596150717933506e-03
8.812420634565619082e+00,-4.726888742908514907e+00,-1.342733022438581409e-03
8.824721267425474025e+00,-4.703899627119126237e+00,-1.240742345643522891e-03
8.836953620172680601e+00,-4.680762980773876869e+00,-1.241976872438515199e-03
8.849163928760404474e+00,-4.657593896729585126e+00,-1.402085933438190421e-03
8.861321870551890356e+00,-4.634441339268861704e+00,-1.344521274453825115e-03
8.873429555817997638e+00,-4.611304205280123192e+00,-1.318243231839655305e-03
8.885541155530027879e+00,-4.587942111921121224e+00,-1.327838392109582022e-03
8.897562682693337166e+00,-4.564653049699896492e+00,-1.357606563956019171e-03
8.909471482041176671e+00,-4.541358710522637843e+00,-1.463348808020903391e-03
8.921256912994383725e+00,-4.518050423731730270e+00,-1.368060158275786510e-03
8.933093785344077276e+00,-4.494707565559132867e+00,-1.318721206130189652e-03
8.944871693012643732e+00,-4.471333055237558085e+00,-1.331781734300129579e-03
8.956493994006878623e+00,-4.447858326190578637e+00,-1.317052695211965016e-03
8.968027188971465335e+00,-4.424325593074104113e+00,-1.397469928154594773e-03
8.979582545479978251e+00,-4.400732327630110241e+00,-1.363680776703025174e-03
8.991099910612181390e+00,-4.377276267267809828e+00,-1.378690271342197099e-03
9.002490755712157622e+00,-4.353712171748215454e+00,-1.428551425313248288e-03
9.013866216145133947e+00,-4.330129494716512539e+00,-1.497103673429582126e-03
9.025119142310124687e+00,-4.306413342756594709e+00,-1.341018472789503105e-03
9.036358916899747129e+00,-4.282870639331865625e+00,-1.259482225091070919e-03
9.047657159695225104e+00,-4.259189052660335761e+00,-1.367379890872411595e-03
9.058783326391717239e+00,-4.235547097778320058e+00,-1.410640029337640287e-03
9.069865278558658872e+00,-4.211803911077618423e+00,-1.393507832089666909e-03
9.080862696904013376e+00,-4.188086820481156991e+00,-1.361765139063796960e-03
9.091803553735051224e+00,-4.164287201670425098e+00,-1.265173743468201361e-03
9.102765292025640775e+00,-4.140415907077160007e+00,-1.224290311670090401e-03
9.113485515817622229e+00,-4.116499884698018086e+00,-1.107472168758854951e-03
9.124265071728631327e+00,-4.092603748111183215e+00,-1.142321761484593225e-03
9.134980442988869243e+00,-4.068679578784458073e+00,-1.086483119397474613e-03
9.145609156964034980e+00,-4.044742758470405875e+00,-1.266363566340539303e-03
9.156257495157339221e+00,-4.020789165497828499e+00,-1.280010230910890280e-03
9.166729185463497132e+00,-3.996774595168604449e+00,-1.312158050014315940e-03
9.177056015776692277e+00,-3.972686331561334327e+00,-1.349419608014151752e-03
9.187328224517267827e+00,-3.948663219603828267e+00,-1.381529820537695562e-03
9.197694173159892017e+00,-3.924625503367853430e+00,-1.489755645736261496e-03
9.207916398782222345e+00,-3.900519294906647172e+00,-1.534203470601259610e-03
9.217976938563552380e+00,-3.876376464005546030e+00,-1.584201539224265858e-03
9.228085714242762805e+00,-3.852280991571345847e+00,-1.640880290253093638e-03
9.238095468179865932e+00,-3.828088262562900912e+00,-1.553478412868794989e-03
9.248088942252689293e+00,-3.804015760341791896e+00,-1.483524674952390156e-03
9.258048658367721728e+00,-3.779771167938704046e+00,-1.442297763712747710e-03
9.267932997676345153e+00,-3.755457775269841481e+00,-1.525578753736817842e-03
9.277749635066776079e+00,-3.731211941610863558e+00,-1.558799246592434441e-03
9.287461172663117992e+00,-3.706937549848085212e+00,-1.492469089853716221e-03
9.297134526784876840e+00,-3.682608274840441620e+00,-1.422108106123256936e-03
9.306723701706049567e+00,-3.658275533680958702e+00,-1.380516581780124328e-03
9.316201447188952045e+00,-3.633927033361831871e+00,-1.504248552085279099e-03
9.325672795664104342e+00,-3.609345598541941147e+00,-1.489053067112797038e-03
9.335101222309685198e+00,-3.584894250034436514e+00,-1.494646609693923902e-03
9.344494856546944561e+00,-3.560452902008505394e+00,-1.487426566827751862e-03
9.353786994884373485e+00,-3.536036752604112099e+00,-1.352265616998069887e-03
9.362973680890052108e+00,-3.511543064022312866e+00,-1.387670201698527374e-03
9.372119175853050876e+00,-3.487091226939362798e+00,-1.360422825433415649e-03
9.381228730799612947e+00,-3.462629597598518405e+00,-1.308084030660274389e-03
9.390451211727473435e+00,-3.438121466877533283e+00,-1.390004094792083060e-03
9.399334764652662599e+00,-3.413487405625393212e+00,-1.458505261492311226e-03
9.408292341787491964e+00,-3.388840347575144296e+00,-1.516129195442480083e-03
9.417040602529423765e+00,-3.364248318534404536e+00,-1.289298682639041568e-03
9.425789039524458346e+00,-3.339649007097255318e+00,-1.370246772304980695e-03
9.434601086219863930e+00,-3.314912236728634554e+00,-1.281720686692468594e-03
9.443202857873295386e+00,-3.290174939411612431e+00,-1.280450183639770525e-03
9.451701638099175184e+00,-3.265474846749260696e+00,-1.189475485837032664e-03
9.460199535711190322e+00,-3.240724634714966523e+00,-1.172330069814911955e-03
9.468601777638401273e+00,-3.216019191504217556e+00,-1.267531146730601970e-03
9.477033011956876862e+00,-3.191166658185411897e+00,-1.335248527503099395e-03
9.485311792531227582e+00,-3.166303209392070439e+00,-1.256062425177878646e-03
9.493617336638838111e+00,-3.141464853696850579e+00,-1.074595310902997812e-03
9.501775518434120826e+00,-3.116559772161161312e+00,-1.001292989174356989e-03
9.509986263756381675e+00,-3.091647085315844645e+00,-9.108247465720968605e-04
9.517966911347176762e+00,-3.066713344731060165e+00,-9.503315584838180081e-04
9.525948642077366912e+00,-3.041809512516584935e+00,-8.673332740477913754e-04
9.533809152751167915e+00,-3.016763948905144765e+00,-9.792128931951822341e-04
9.541693688596405210e+00,-2.991805422096155187e+00,-8.241920822622960004e-04
9.549373043862670940e+00,-2.966808211542872442e+00,-7.419277835660855781e-04
9.557045823640235582e+00,-2.941781030291396704e+00,-8.516501817285035761e-04
9.564672867681563773e+00,-2.916817970328653864e+00,-9.218202481262351144e-04
9.572255189720513258e+00,-2.891705686931487218e+00,-8.693068475731490635e-04
9.579810349657178037e+00,-2.866650978221628954e+00,-9.252666233261175018e-04
9.587267175875387792e+00,-2.841497590270003926e+00,-8.670733486064689929e-04
9.594628493237260969e+00,-2.816447235823254847e+00,-8.855483242549025500e-04
9.601918812871971909e+00,-2.791256807838850218e+00,-8.960724565516589276e-04
9.609138614295130054e+00,-2.765988502906373547e+00,-9.645523326796012374e-04
9.616381189250075678e+00,-2.740872642756198463e+00,-9.213608814486776936e-04
9.623510326328320375e+00,-2.715707556257350941e+00,-8.475487293559104624e-04
9.630560540056061214e+00,-2.690549545515622309e+00,-9.545860172224063332e-04
9.637627031217503415e+00,-2.665484038440380399e+00,-9.685580036568740715e-04
9.644456709475688783e+00,-2.640389988344693517e+00,-9.496738040671962337e-04
9.651401645888986636e+00,-2.615122600929447483e+00,-8.968960059226867114e-04
9.658214703113971566e+00,-2.589761037727793536e+00,-9.514425293070862683e-04
9.664924635291335164e+00,-2.564491271437517206e+00,-1.121277373889803183e-03
9.671594041109599971e+00,-2.539132804136818855e+00,-1.177308043238169295e-03
9.678252440762086906e+00,-2.513835127171879513e+00,-1.122568604079972028e-03
9.684778341420074099e+00,-2.488438760219404688e+00,-1.172728643493255478e-03
9.691379018572243709e+00,-2.463128208472504355e+00,-1.063918132716055011e-03
9.697783097674946617e+00,-2.437698967242214465e+00,-1.114168465082034532e-03
9.704104916314092222e+00,-2.412278700959612721e+00,-1.008300948016090277e-03
9.710388953828610781e+00,-2.386829116870438305e+00,-9.854615990946319522e-04
9.716585831851952904e+00,-2.361400891860998108e+00,-8.897027721345842710e-04
9.722792213000230888e+00,-2.335946434196507493e+00,-9.585237863010476807e-04
9.728863705432422293e+00,-2.310417912254510764e+00,-1.072033890730606041e-03
9.734836933500915279e+00,-2.284945172909895739e+00,-1.036132663712715585e-03
9.740796371231205342e+00,-2.259477872381525643e+00,-8.452590733613447828e-04
9.746686704600882933e+00,-2.233876618333093145e+00,-9.114848785574788861e-04
9.752552066336432901e+00,-2.208327290143330401e+00,-9.767449312895971816e-04
9.758198539919540337e+00,-2.182781726782889287e+00,-1.000744127667941566e-03
9.763912742455008953e+00,-2.157234286537900392e+00,-1.010251872677285240e-03
9.769527549330675242e+00,-2.131677642119884641e+00,-9.758747864617923389e-04
9.775028564508696505e+00,-2.106102358592784274e+00,-9.571958819543278062e-04
9.780502308604866357e+00,-2.080481647979087967e+00,-1.071354439028472487e-03
9.785863898516554471e+00,-2.054825289057101934e+00,-1.033906936818733283e-03
9.791201594673879072e+00,-2.029098182966591501e+00,-9.143413482983677332e-04
9.796434827070319429e+00,-2.003395541266236535e+00,-9.418466637789260111e-04
9.801622754069640564e+00,-1.977752521576965794e+00,-8.659097784067227525e-04
9.806733978056888290e+00,-1.952118310869339401e+00,-7.863689196452468538e-04
9.811762753250034663e+00,-1.926469092693218865e+00,-7.374055968794630692e-04
9.816733392852535545e+00,-1.900728720662003823e+00,-6.483158095128899916e-04
9.821679230683939110e+00,-1.874930645842638022e+00,-7.446409691451892025e-04
9.826571073235962572e+00,-1.849220843270955150e+00,-7.290571180320433095e-04
9.831324345422482125e+00,-1.823499301601867684e+00,-7.431983645762134383e-04
9.836098179524348950e+00,-1.797745757577569270e+00,-6.718007117960441560e-04
9.840728980039486373e+00,-1.771968042241855112e+00,-5.979049518051615013e-04
9.845280954383202499e+00,-1.746178788461084874e+00,-6.653644789075218152e-04
9.849881620280976691e+00,-1.720433497770610831e+00,-6.387014884776339753e-04
9.854348115449521828e+00,-1.694677527262253180e+00,-6.213216286522832074e-04
9.858721924894576105e+00,-1.668933302827545706e+00,-5.451953918173429482e-04
9.863061456436650332e+00,-1.643057816905084678e+00,-4.979620805048354509e-04
9.867339066802520264e+00,-1.617211064633704343e+00,-4.120066443623539190e-04
9.871594212356965770e+00,-1.591418904578659088e+00,-4.549760164148644787e-04
9.875699949520761578e+00,-1.565615317810059359e+00,-5.202206621112504328e-04
9.879754886917684331e+00,-1.539776985260048914e+00,-6.193228037189521269e-04
9.883758942213948018e+00,-1.513923659925670906e+00,-6.720260907020156067e-04
9.887610140505321610e+00,-1.488094024101191293e+00,-6.562928947200514628e-04
9.891439949823293887e+00,-1.462154807695632330e+00,-6.317639333587559813e-04
9.895208596089938524e+00,-1.436302232196413398e+00,-6.219561338972360784e-04
9.899011383059523439e+00,-1.410342932980654940e+00,-4.996342015926475170e-04
9.902676104101878707e+00,-1.384389384840820414e+00,-4.547417637453598583e-04
9.906251349736002965e+00,-1.358468896072727805e+00,-3.536072243191285165e-04
9.909938382589702499e+00,-1.332542573887559589e+00,-3.885081679136534417e-04
9.913350733109369983e+00,-1.306500825182185022e+00,-4.641196069067836513e-04
9.916699314331712145e+00,-1.280565767632448004e+00,-6.855300747473836885e-04
9.919973052811192460e+00,-1.254567625329573666e+00,-7.952812371504520582e-04
9.923231037496146101e+00,-1.228598137268934076e+00,-7.117661796256144740e-04
9.926353344671991152e+00,-1.202580810636532327e+00,-8.326301213845419599e-04
9.929491869555693739e+00,-1.176673375679261779e+00,-8.236133141544982631e-04
9.932452600673661536e+00,-1.150566948824761182e+00,-7.312883880007208220e-04
9.935378018119640942e+00,-1.124532081676296480e+00,-6.419871246923198422e-04
9.938315025344204301e+00,-1.098549835683999998e+00,-6.654664271912695290e-04
