gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
5.112718606538108057e-01,4.855792389575844803e-01,7.232681127281025413e-01
5.352480706903474106e-01,4.915402013085858335e-01,1.120055647958523304e+00
4.989618449389895960e-01,5.025772182091668983e-01,1.431784847215801459e+00
4.784024125424072293e-01,5.587188751465500536e-01,1.755570295290374228e+00
5.113571546023142345e-01,4.569849178977117843e-01,2.066200368468189552e+00
5.546295695887099031e-01,5.200201632905782079e-01,2.440758137835173702e+00
5.123631033657213285e-01,5.218186366090146189e-01,2.669952800946015170e+00
5.728730651878011226e-01,4.855315755721282267e-01,2.999796340663621663e+00
5.010388868882974522e-01,4.864012640742905735e-01,3.307496776410146389e+00
4.684686587618686060e-01,5.538498474936475180e-01,3.615771291670880405e+00
4.675121200904477914e-01,5.504916875620805561e-01,3.939268379847922219e+00
6.013067207458774321e-01,5.226075332173902854e-01,4.296788930751373137e+00
4.959526899596252703e-01,4.914380580806603227e-01,4.554897377799146163e+00
5.200540183343973499e-01,5.572955459867470207e-01,4.882664569651928410e+00
4.964944817609142635e-01,5.031098514846406022e-01,5.263872792731271844e+00
5.325226159462677078e-01,5.805435225102659746e-01,5.620221801433609166e+00
5.142716359960779471e-01,5.245155002247203768e-01,5.818227441936767441e+00
5.338859087783687229e-01,6.013911519074849332e-01,6.134299890219291562e+00
5.658986010061654026e-01,4.900746193237253134e-01,6.451976928702271685e+00
6.433725086973965945e-01,5.930679697527992955e-01,6.753772068475531576e+00
6.072815430592078956e-01,5.756516226344967624e-01,7.120681668773206852e+00
5.415963133403173257e-01,5.441442021453298805e-01,7.407943681232685762e+00
5.948074197484927161e-01,4.987431990042393015e-01,7.805233984696704930e+00
5.074400252749448059e-01,5.508585860762679198e-01,8.054480146939404506e+00
5.257754099923253044e-01,5.720994646709928189e-01,8.420935109530434559e+00
5.684128158691990063e-01,6.789955915994232427e-01,8.662185868091739849e+00
5.386167753640804801e-01,6.240217176130440357e-01,9.007651421841440964e+00
6.674663595866614507e-01,5.693565327063117021e-01,9.279313131340064302e+00
5.771723677226594518e-01,5.814942239757566744e-01,9.593226947235164559e+00
6.190836706950998414e-01,5.181368568481531378e-01,9.929929326831599568e+00
6.354472977956271418e-01,6.306538181867522574e-01,1.026413880662054190e+01
6.002584592702666644e-01,6.302842640215312597e-01,1.060780062823812209e+01
6.929265397057300380e-01,5.604435750846303854e-01,1.089757739169228934e+01
5.803338596356739654e-01,6.016522699022294196e-01,1.116952837258391185e+01
5.294041955318201653e-01,6.036047019299650707e-01,1.162389382257125092e+01
6.084894852904262352e-01,4.863060654983979436e-01,1.191021037366627944e+01
6.114864165093627513e-01,5.753627565233752073e-01,1.223523451443431931e+01
5.496573978713306108e-01,6.238045992799208239e-01,1.246291175998310230e+01
6.055517452391225852e-01,5.746645649928519006e-01,1.281579153470171839e+01
6.577744886872427532e-01,5.966483307338480424e-01,1.316775258066838816e+01
5.398776887195286811e-01,5.891736207857337648e-01,1.341661292544405093e+01
6.159865944720921416e-01,6.504929529237830632e-01,1.374924055886867968e+01
5.120678588932781050e-01,5.794152344598125781e-01,1.405904701404733714e+01
5.513348303239945514e-01,6.306767296125797007e-01,1.435106332629127479e+01
5.648521167910169893e-01,6.339425857788040242e-01,1.472043449921109648e+01
6.593645370055293276e-01,6.245759321071983061e-01,1.493034437484672239e+01
6.622611819167886216e-01,6.340044445949601926e-01,1.528290904833524166e+01
6.693039135456027022e-01,6.385277981090710098e-01,1.565343919636731407e+01
6.460674251418355718e-01,6.338910737798262307e-01,1.594878179717197497e+01
6.066988432723584568e-01,6.068655547397917571e-01,1.621142565440835881e+01
6.463903935645042287e-01,6.315303200864196276e-01,1.657072528709870340e+01
6.780154391624133581e-01,6.368703050211652616e-01,1.684950156163330348e+01
5.807360111553169224e-01,6.966585579223329994e-01,1.721320227107918299e+01
6.456096674297139293e-01,5.899537209931466908e-01,1.750279342031470264e+01
