gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
-2.707019135383802466e+06,4.688716902846341953e+06,3.360429281461793464e+06,8.720693628729818056e-03,1.001940422309557412e-02,7.782522956543808101e-02
-2.707035108028915711e+06,4.688707194868421182e+06,3.360435950850211084e+06,-3.293227540984925567e-02,-1.656020752775834090e-02,-3.993602204667159178e-02
-2.707025492622899357e+06,4.688701169341234490e+06,3.360434162887049373e+06,5.573593453839925660e-02,7.100680093719928532e-02,-2.118512719464648794e-02
-2.707034179188960232e+06,4.688715319813634269e+06,3.360440638706330210e+06,-1.222284632900128704e-01,7.135053319461808277e-03,7.133644634041273747e-02
-2.707027861561938655e+06,4.688720043516231701e+06,3.360435802906091791e+06,-3.139137411278646733e-02,-5.345591382378232087e-02,-9.435637364052107401e-02
-2.707035141383743845e+06,4.688703797111603431e+06,3.360438298287569545e+06,-1.038155543793941871e-01,5.422350589572025792e-04,-8.493179523128432939e-02
-2.707028164387119934e+06,4.688710068662213162e+06,3.360423199845211115e+06,-3.712257776818697619e-02,-7.336923236701241302e-02,-4.219099303592842992e-02
-2.707029917731666937e+06,4.688711408888021484e+06,3.360431561788808554e+06,-3.251145888435505449e-02,5.183617095635045802e-02,7.630562443410582318e-02
-2.707023801331714261e+06,4.688713340249380097e+06,3.360449383686594199e+06,-6.815465604872419925e-02,2.448079889558328268e-02,1.959486665342241238e-02
-2.707029224396189675e+06,4.688706025776973926e+06,3.360429330470771994e+06,1.787295453732723124e-02,-1.044280455229169326e-02,-4.970953288534277897e-02
-2.707028716967695858e+06,4.688707163690113463e+06,3.360419899302384350e+06,1.080640668475103990e-02,2.571960424011101795e-02,1.235391810044105670e-02
-2.707024861701836344e+06,4.688699753612806089e+06,3.360434513868756592e+06,6.602090058553168953e-03,-1.478706275509564586e-02,-8.403909495631183002e-02
-2.707030378317466006e+06,4.688711311585069634e+06,3.360428586160521489e+06,3.333175148781183927e-02,2.334751307868013562e-02,2.938340178786370827e-02
-2.707041873719073366e+06,4.688707441800182685e+06,3.360437455900610425e+06,-6.385230881466909258e-02,5.509458146872423662e-02,2.682790507087352838e-02
-2.707024317766303662e+06,4.688713299768624827e+06,3.360429123724203091e+06,9.025026575182328037e-02,2.635246085305667507e-02,-4.045394328000898737e-02
-2.707019712839133106e+06,4.688718780630336143e+06,3.360420695660799276e+06,-1.307004270667727966e-02,3.352965370172001497e-02,1.001353256530041896e-01
-2.707032443472208921e+06,4.688714331620837562e+06,3.360436010796099901e+06,2.467752834029854347e-02,1.252312476020171067e-02,7.547454269935326143e-03
-2.707028427984702867e+06,4.688708388387154788e+06,3.360439371925746556e+06,2.778228800902153919e-02,-5.569380297481121844e-02,7.470997082036236192e-02
-2.707026308538366109e+06,4.688705902016766369e+06,3.360441873477220535e+06,-4.992296761216280521e-02,3.755582955742645113e-02,5.622515722821133655e-02
-2.707029759179237299e+06,4.688707392207726836e+06,3.360429867206780706e+06,1.097059273303718635e-01,2.225088046474141268e-02,-1.951180716246393720e-02
-2.707024867157674395e+06,4.688711216259473935e+06,3.360413743457254954e+06,1.648526076178499084e-02,-7.337954757851396226e-02,3.513231073648927921e-02
-2.707027857297840528e+06,4.688710572887837887e+06,3.360435585091080517e+06,-3.310588650339986450e-02,5.471977601260866013e-03,3.705520012290734310e-03
-2.707027537536441814e+06,4.688705134466899559e+06,3.360423763330058195e+06,6.344946459172974562e-03,-4.898940868851005964e-02,-1.235055572780537764e-01
-2.707030262860395946e+06,4.688707037046643905e+06,3.360439165545814671e+06,7.982557964385572635e-02,-7.547417987160598418e-02,4.375446891103240005e-02
-2.707025351674620993e+06,4.688719809198039584e+06,3.360441981193767861e+06,-3.559817619611455042e-02,-3.122984304114723164e-02,2.979102503522683756e-02
-2.707036809162983671e+06,4.688715931273289956e+06,3.360435155223178212e+06,-4.649973005695646339e-02,1.377430653932399177e-02,2.881697343809510800e-02
-2.707034659499723930e+06,4.688710034983388148e+06,3.360438311158634722e+06,-3.046836469744575171e-02,-3.942205234572129791e-02,6.637139760931236310e-02
-2.707027571549344342e+06,4.688715037153075449e+06,3.360425737041680142e+06,-9.990262870963489972e-02,-1.190672367830362399e-01,-6.986039405166837024e-02
-2.707028227838467341e+06,4.688705829369886778e+06,3.360441251294459682e+06,1.107696266031864829e-01,-8.116962046881265325e-02,-4.046006362959517905e-02
-2.707030897200502921e+06,4.688710257003481500e+06,3.360444540511573199e+06,-5.327114710824167043e-02,7.892982003999164664e-02,5.638052900019450281e-02
-2.707034870457965881e+06,4.688707065313791856e+06,3.360433195586254820e+06,4.596626353063115733e-02,1.046645251708210175e-03,4.305108158487700593e-02
-2.707029939837128855e+06,4.688715976664992981e+06,3.360434684602115769e+06,-3.105776711173251214e-02,7.520140372578930366e-02,6.182287064175060604e-02
-2.707023013760631438e+06,4.688710982693414204e+06,3.360423354985241313e+06,-1.249341622311277850e-02,1.551875198825774897e-02,-2.739771494847217936e-02
-2.707024721824241802e+06,4.688715970903706737e+06,3.360423375809757039e+06,-1.712407327732758892e-03,-3.387808095409645948e-02,1.046963616686289941e-02
-2.707029169198918156e+06,4.688710788023966365e+06,3.360433108731966466e+06,2.576074275579123482e-02,-1.568906770248901586e-02,5.237702430501146866e-02
-2.707017671990082599e+06,4.688701905283210799e+06,3.360433727879569866e+06,-2.112941903943323964e-03,2.764209348883751860e-02,5.323177291643843567e-02
-2.707023155354104470e+06,4.688705281720713712e+06,3.360434919482831378e+06,-1.311473199531384970e-02,6.897179476795721464e-02,-1.383041501844929459e-02
-2.707047078011038713e+06,4.688709708384372294e+06,3.360437155340882484e+06,6.398455554605692042e-03,7.023167418010899110e-02,-4.981056496662206179e-02
-2.707031281832172070e+06,4.688708110169908963e+06,3.360432168859332800e+06,-1.672690611646252337e-02,-4.154251445467501552e-02,7.427627269239503449e-02
-2.707024952432993799e+06,4.688718431885304861e+06,3.360434414835281204e+06,-8.557046631170700524e-02,-1.656710556137420617e-02,6.631781051076639233e-02
-2.707022469995555468e+06,4.688709382471557707e+06,3.360431917459367309e+06,-5.722260273694250920e-04,-9.648172793167772432e-02,-3.521494003653854316e-02
-2.707022644369607326e+06,4.688717808211709373e+06,3.360427889594852459e+06,-7.052585142674466095e-03,5.303601292708194637e-02,2.923545415300180667e-02
-2.707031416808343958e+06,4.688721427451744676e+06,3.360434229824869893e+06,3.900556359825418928e-02,2.154969471891169525e-02,2.368006962007863925e-02
-2.707028731670447625e+06,4.688715008001981303e+06,3.360424289401412010e+06,-6.478856482050369091e-03,5.305992389588418817e-02,-5.774883910507978835e-02
-2.707021977120894939e+06,4.688706692401826382e+06,3.360428985186726321e+06,8.011375888895200248e-02,-2.403467316610001167e-02,-4.001951744217207944e-03
-2.707032222407066729e+06,4.688714250020667911e+06,3.360436220580885652e+06,-4.609661843578841123e-02,-3.679476540437404131e-02,-6.696801899554157000e-02
-2.707030018533172086e+06,4.688716765337421559e+06,3.360430204808913637e+06,5.094097265042338285e-02,-7.978323424754681092e-02,-2.855709131280112500e-02
-2.707024756289884448e+06,4.688717202485525981e+06,3.360436965353726875e+06,1.648276302725869627e-02,-1.034782453823289150e-01,8.234014940578879282e-02
-2.707034737217507791e+06,4.688706193465039134e+06,3.360439924253292382e+06,-5.995663215686471148e-02,4.835198124328984881e-02,6.215558425366984191e-02
-2.707025214735689573e+06,4.688712881947911344e+06,3.360423397257774137e+06,4.125743363935514829e-02,4.699973676000561429e-02,7.900477238196862775e-03
-2.707030120459913276e+06,4.688709530178979971e+06,3.360441931817055214e+06,5.539797039701783998e-02,5.082190512591277382e-02,-1.248144441433306738e-02
-2.707032240947070066e+06,4.688713472084065899e+06,3.360437883254470769e+06,6.962291844946016939e-02,-6.984379349639166512e-02,1.953747858983341176e-02
-2.707029607625785749e+06,4.688715118316063657e+06,3.360426794311516453e+06,-4.822806111514300192e-02,2.649092468541891510e-03,-5.254602223505877578e-02
-2.707029299577822909e+06,4.688717382909954526e+06,3.360435457314896397e+06,-1.668002587550751134e-02,1.784926936230333758e-02,9.383442427108586170e-02
-2.707033036074769218e+06,4.688713035062759183e+06,3.360433883375040255e+06,2.937656837884746949e-02,-4.576219372568081367e-02,3.339230961064014458e-02
-2.707024626270967070e+06,4.688702996292133816e+06,3.360433525380262174e+06,1.404815093305421606e-02,-2.669581607142404445e-02,-5.486295699057861658e-02
-2.707016829267014284e+06,4.688704406702119857e+06,3.360433549405174796e+06,1.363547912170539646e-02,-3.373040366830985792e-02,3.017493754262771943e-02
-2.707025279028782155e+06,4.688714754726083949e+06,3.360425192442039959e+06,6.023955034609795173e-02,-7.838633689727941833e-02,4.170466963211726108e-02
-2.707022590138792992e+06,4.688704819861772470e+06,3.360442488030364737e+06,-1.769579668536431713e-02,3.407084104970622279e-02,-6.103715717184762107e-03
-2.707027851347410120e+06,4.688718025798129849e+06,3.360441397989909630e+06,2.208064579033494797e-03,5.818360446087648269e-02,-1.140120973480690525e-01
-2.707017907782836352e+06,4.688712263330090791e+06,3.360422341426998377e+06,2.794868153999204019e-02,7.132036473124835074e-02,-4.301162750066834378e-02
-2.707029818568979390e+06,4.688704819078986533e+06,3.360436386505419854e+06,4.867856822443834136e-02,-1.221801291141952767e-01,-6.256176777809752121e-02
-2.707031452856669668e+06,4.688713071160858497e+06,3.360435771756255068e+06,-4.583450029528821079e-02,-2.903866346684128019e-02,1.075057780853046485e-01
-2.707037846226595342e+06,4.688701707210463472e+06,3.360438401295612566e+06,4.512473745188180785e-02,2.242605582077096538e-02,-1.394132928815480094e-02
-2.707023965532677248e+06,4.688715359139809385e+06,3.360428930891752243e+06,4.177885404142514525e-02,4.832596008984449409e-02,2.312608797508540134e-02
-2.707034293415389955e+06,4.688707293879419565e+06,3.360428505717814900e+06,2.148362070858178541e-02,2.715909368065362768e-03,-1.009185216942353469e-01
-2.707031956740502734e+06,4.688710129911112599e+06,3.360419517202345189e+06,5.326760500204857224e-02,1.055616216081639927e-02,2.483784859312660256e-02
-2.707020215959545225e+06,4.688702214934812859e+06,3.360431991149595939e+06,-6.092199685984629742e-03,5.828337575663579406e-02,-6.239701879803693715e-03
-2.707033901777237188e+06,4.688708305559052154e+06,3.360427452112101950e+06,-9.228790709366879730e-02,4.031764551695964788e-02,6.734643036106345571e-02
-2.707029201410152484e+06,4.688710775516591035e+06,3.360433369867750909e+06,-8.431863888021323694e-02,1.033089301847492092e-01,5.773971081983989700e-02
-2.707027197487954050e+06,4.688713254730189219e+06,3.360433925605269149e+06,-2.532426738891660478e-02,-6.334683039346465649e-02,6.268849805480024295e-02
-2.707030453031130601e+06,4.688714130663898773e+06,3.360432072619438171e+06,-1.157100933700868223e-01,-4.864949678068262312e-02,1.393451915817503772e-01
-2.707026432082823943e+06,4.688710442121783271e+06,3.360443631942872889e+06,-1.631778784354425901e-02,6.042154629373366892e-02,-4.006910615620662419e-02
-2.707028249495260883e+06,4.688714606964356266e+06,3.360426285605519079e+06,-4.128129526016049988e-02,3.336349142777139676e-03,-6.776220590844540814e-02
-2.707028073730133940e+06,4.688723816162338480e+06,3.360436947060150560e+06,1.281644287899785274e-02,-4.791471003189747696e-02,4.322474205708606160e-02
-2.707030766832861584e+06,4.688708944028576836e+06,3.360424393063137308e+06,4.682513167275195037e-02,1.495345572330185162e-02,-1.549756827327299124e-03
-2.707027237827142701e+06,4.688709931413999759e+06,3.360432467586263083e+06,-2.790907931691493510e-04,-1.562372129201724386e-02,5.448179646320160802e-02
-2.707027048817374744e+06,4.688707370475113392e+06,3.360449686150961090e+06,-8.449555254258012127e-02,6.365499227034196461e-02,-5.902216083818781489e-02
-2.707030371487844270e+06,4.688719582312726416e+06,3.360427163565226365e+06,-1.551170105694120796e-02,-9.265934698068689634e-02,1.187125799990490782e-01
-2.707023316428763326e+06,4.688709878810271621e+06,3.360428506185702980e+06,-8.993002720482727586e-02,4.699268741101353397e-02,-9.121628785712628321e-03
-2.707024242659480311e+06,4.688712757980844006e+06,3.360420146546821576e+06,7.090472106190408297e-02,1.142363503653794250e-02,9.409146552713898437e-02
-2.707032245321927126e+06,4.688712706757523119e+06,3.360439955231261440e+06,6.081032910698229606e-03,-2.704064493094814059e-02,2.599372806123699531e-02
-2.707033817429850809e+06,4.688711716156856157e+06,3.360428154537606053e+06,1.456033167193991618e-02,1.460424187401368305e-02,-6.647046998570401051e-03
-2.707037195120093878e+06,4.688695800815056078e+06,3.360430321336969268e+06,1.572832158916679171e-02,-5.697698121665545345e-02,9.359994022640316658e-02
-2.707021526039331220e+06,4.688719806751938537e+06,3.360435277378931176e+06,-2.397927697196157795e-02,7.664447986870578933e-02,-5.056361302961728810e-02
-2.707025190394337755e+06,4.688699564709194005e+06,3.360421277592461091e+06,3.711614489953111301e-02,-6.639535242586526442e-02,8.240016251059022190e-02
-2.707028865884934086e+06,4.688713929288455285e+06,3.360430695049953647e+06,7.922130669207616549e-02,7.608553372110932189e-02,6.352565568557436149e-02
-2.707022317237863317e+06,4.688714897154600359e+06,3.360437171400197782e+06,6.382808269167154769e-02,3.697052305052448556e-02,-1.595913426638661051e-02
-2.707021893313808367e+06,4.688715267574785277e+06,3.360442112370403949e+06,7.734277835144131273e-03,-2.719762918957743456e-02,-2.675257121621429403e-03
-2.707022350972176064e+06,4.688718489668413065e+06,3.360432016857161652e+06,-2.555005681764166078e-02,-5.430608153371471736e-03,-7.476695122603607691e-02
-2.707034891848583706e+06,4.688709367537534796e+06,3.360429008782023098e+06,-2.182116775071441667e-02,-1.032240562522068229e-02,4.471776034995665443e-03
-2.707035479685444850e+06,4.688721188540386967e+06,3.360413213401361369e+06,-3.098823971753858486e-03,-2.254757209587076455e-02,7.927486317000602065e-03
-2.707030327933614608e+06,4.688708832470203750e+06,3.360431810392804909e+06,1.878412257729118739e-02,3.537652304213147886e-02,-1.898719106261709255e-02
-2.707029130496761762e+06,4.688715498297809623e+06,3.360432644574801438e+06,-2.987756358509485732e-02,1.354755632723991625e-02,-4.079649573226275770e-03
-2.707036358657475095e+06,4.688709004937284626e+06,3.360428151172058657e+06,1.790193900931601190e-02,-5.793825887909782868e-03,6.505478114528943923e-02
-2.707021623238013592e+06,4.688711131266298704e+06,3.360441070152140222e+06,-2.721817591669997705e-02,4.820974141487624487e-02,-2.454104763545222889e-02
-2.707026804240408354e+06,4.688705690781947225e+06,3.360435026907487772e+06,5.393420783116270600e-02,1.020238495266636569e-01,-1.059762629363732341e-02
-2.707036662680091336e+06,4.688710602526000701e+06,3.360440922651582863e+06,1.795186635778053515e-03,-5.818108811322112578e-02,9.677750715110573776e-03
-2.707034090868219268e+06,4.688712687559378333e+06,3.360439295607199427e+06,-3.055763836054941132e-02,4.292420843673148967e-02,-6.556870761079997001e-02
-2.707035067180201877e+06,4.688711873944738880e+06,3.360430673081709072e+06,7.413788883557452525e-02,-4.724434657266569221e-02,-3.935869372967448765e-02
-2.707024312372541055e+06,4.688711012298685499e+06,3.360410389309813734e+06,3.907129359674230140e-02,5.459534316658553460e-02,7.489342190963874102e-02
-2.707029427530873101e+06,4.688719273453030735e+06,3.360425141201564111e+06,-5.520251556488370293e-02,-5.719315145765962310e-02,-4.348845907180224485e-02
-2.707029356495382730e+06,4.688714248407251202e+06,3.360431390226843767e+06,-5.084658428430501032e-02,-5.538656841327076891e-02,-1.010620634716332495e-03
-2.707022232186806388e+06,4.688706267004889436e+06,3.360430205049528740e+06,6.207286999478871942e-02,-1.021901529558575349e-02,1.833381360480198369e-02
-2.707029312035176903e+06,4.688700927400066517e+06,3.360434199167238548e+06,-3.276779822529709771e-03,-1.021993256739872971e-02,1.502805242929979024e-02
-2.707030643231241964e+06,4.688706785675027408e+06,3.360424642894188408e+06,-3.803057880259069073e-03,2.763208102807267544e-02,-2.437246515683176226e-02
-2.707023040888212156e+06,4.688708807863137685e+06,3.360437410041038878e+06,-3.311582769277445631e-02,4.293403602769855359e-02,7.036171801320224850e-02
-2.707029656616077758e+06,4.688711645886272192e+06,3.360430007716112770e+06,-1.906055552677684423e-02,-1.816659012858324804e-02,9.068376959672698467e-03
-2.707029739803288132e+06,4.688708423021667637e+06,3.360435667593059130e+06,1.561117877573535775e-02,-1.971704919984363855e-02,-2.198553703841995069e-02
-2.707023458625603467e+06,4.688710492474144325e+06,3.360426230276550632e+06,-1.711216482939615507e-02,-1.145636125585773601e-02,7.579164288752292256e-02
-2.707021649937761482e+06,4.688717406286736019e+06,3.360428988143164199e+06,3.956131509336701518e-02,-4.544312502081316631e-03,-7.707418361408802099e-02
-2.707041672874981072e+06,4.688711238871804439e+06,3.360424115526829381e+06,8.554446764251788515e-02,-1.229059768475456726e-01,-4.052515475187096206e-02
-2.707019980476216413e+06,4.688707860340354033e+06,3.360437443916781340e+06,-4.864339017514918151e-02,1.114623744582999253e-02,3.270537978416770963e-02
-2.707026494549916126e+06,4.688723203818663023e+06,3.360433905127844308e+06,-9.469481534707074877e-02,6.669613205843870352e-02,-2.663404097251812624e-02
