ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.000000000000000000e+00,0.000000000000000000e+00,-2.995735777634175889e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.980581829652400216e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.965452985553976362e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.950354299372617817e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.935290304659708838e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.920265064265760913e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.905282215379074628e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.890345010273367876e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.875456353173094826e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.860618833606262257e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.845834756579310110e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.831106169876763090e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.816434888759533095e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.801822518309645815e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.787270473645592617e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.772779998211122177e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.758352180320992986e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.743987968129716037e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.729688183173501770e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.715453532621322452e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.701284620358050503e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.687181957010926681e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.673145969020009716e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.659177006843674818e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.645275352381551315e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.631441225689449226e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.617674791053713079e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.603976162486023327e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.590345408693859497e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.576782557576564869e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.563287600292212076e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.549860494936147859e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.536501169868222405e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.523209526722154905e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.509985443127333582e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.496828775170430248e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.483739359621632303e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.470717015947903406e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.457761548133573370e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.444872746326609914e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.432050388327179036e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.419294240933527718e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.406604061158774854e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.393979597330917741e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.381420590087180855e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.368926773272774255e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.356497874753171828e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.344133617148152737e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.331833718495061802e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.319597892848032217e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.307425850819281621e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.295317300067996769e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.283271945741806164e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.271289490875363626e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.259369636750127697e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.247512083219040591e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.235716528999452279e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.223982671937323374e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.212310209245438486e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.200698837718119449e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.189148253924673071e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.177658154383609102e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.166228235719459860e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.154858194803865601e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.143547728882429126e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.132296535688695016e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.121104313546489806e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.109970761461731925e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.098895579204719297e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.087878467383805159e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.076919127511290597e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.066017262062272053e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.055172574527123786e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.044384769458227069e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.033653552511491114e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.022978630483172680e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.012359711342444868e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.001796504260118326e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.991288719633894644e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.980836069110476316e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.970438265604844474e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.960095023316973695e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.949806057746230792e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.939571085703689590e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.929389825322550678e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.919261996066864029e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.909187318738712946e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.899165515484007116e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.889196309797030437e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.879279426523852692e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.869414591864731179e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.859601533375589000e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.849839979968673376e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.840129661912464698e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.830470310830920866e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.820861659702115887e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.811303442856340240e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.801795395973714164e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.792337256081363606e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.782928761550207852e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.773569652091392257e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.764259668752412580e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.754998553912954762e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.745786051280486362e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.736621905885624528e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.727505864077306086e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.718437673517780695e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.709417083177449115e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.700443843329561844e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.691517705544798389e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.682638422685738888e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.673805748901242652e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.665019439620745345e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.656279251548487252e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.647584942657680784e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.638936272184626119e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.630333000622784567e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.621774889716816048e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.613261702456586022e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.604793203071150387e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.596369157022722973e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.587989331000626869e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.579653492915239887e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.571361411891934168e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.563112858265012939e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.554907603571651720e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.546745420545840410e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.538626083112337462e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.530549366380628662e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.522515046638900316e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.514522901348025385e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.506572709135564203e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.498664249789781167e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.490797304253681688e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.482971654619064950e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.475187084120600645e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.467443377129922411e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.459740319149747023e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.452077696808014373e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.444455297852050890e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.436872911142757836e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.429330326648822691e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.421827335440956652e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.414363729686156645e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.406939302641993628e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.399553848650925936e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.392207163134639458e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.384899042588414453e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.377629284575517410e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.370397687721622582e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.363204051709256248e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.356048177272271893e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.348929866190349891e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.341848921283524909e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.334805146406740484e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.327798346444431310e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.320828327305130756e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.313894895916107863e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.306997860218028862e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.300137029159648883e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.293312212692527119e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.286523221765771297e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.279769868320808079e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.273051965286180831e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.266369326572373133e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.259721767066660014e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.253109102627984939e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.246531150081863260e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.239987727215312852e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.233478652771809969e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.227003746446271393e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.220562828880063400e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.214155721656036135e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.207782247293583744e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.201442229243729720e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.195135491884239265e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.188861860514755620e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.182621161351963224e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.176413221524773967e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.170237869069541148e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.164094932925296888e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.157984242929014407e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.151905629810895704e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.145858925189683397e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.139843961567997432e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.133860572327696126e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.127908591725261189e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.121987854887206915e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.116098197805514580e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.110239457333088886e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.104411471179239079e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.098614077905184772e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.092847116919583250e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.087110428474082013e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.081403853658893865e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.075727234398394927e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.070080413446746803e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.064463234383540069e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.058875541609462267e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.053317180341987402e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.047787996611089234e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.042287837254975358e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.036816549915845265e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.031373983035670250e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.025959985851995171e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.020574408393761345e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.015217101477153960e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.009887916701468669e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.004586706445001454e+01
0.000000000000000000e+00,0.000000000000000000e+00,-9.993133238609583913e+00
0.000000000000000000e+00,0.000000000000000000e+00,-9.940676228733892117e+00
0.000000000000000000e+00,0.000000000000000000e+00,-9.888494581731402278e+00
0.000000000000000000e+00,0.000000000000000000e+00,-9.836586852138294645e+00
0.000000000000000000e+00,0.000000000000000000e+00,-9.784951602078429289e+00
0.000000000000000000e+00,0.000000000000000000e+00,-9.733587401223511293e+00
0.000000000000000000e+00,0.000000000000000000e+00,-9.682492826753474446e+00
