q0 (),q1,q2,q3
-9.238795325112867385e-01,-0.000000000000000000e+00,0.000000000000000000e+00,3.826834323650898928e-01
9.238797915282599416e-01,-3.067056137712699721e-06,6.125644036011642813e-06,-3.826828069808846378e-01
9.238781223678448340e-01,-5.754318186798802696e-06,5.712965579612912988e-06,-3.826868366488653250e-01
9.238785363177990373e-01,-7.675730638489729478e-06,8.554875967464972589e-06,-3.826858372074651848e-01
9.238790894277548738e-01,-4.924850303654371801e-06,8.643478858347655022e-06,-3.826845019323082964e-01
9.238794224098862973e-01,4.821329170605009000e-08,1.173095819583630620e-05,-3.826836979934695737e-01
9.238812706779505612e-01,-7.924902672498560717e-07,1.625249002875366161e-05,-3.826792356866564604e-01
9.238819736897426749e-01,-3.263861948223669880e-06,1.224175452220963836e-05,-3.826775385760604609e-01
9.238793630180202054e-01,1.644055423986960076e-06,1.284535537487811819e-05,-3.826838413386579041e-01
9.238787989509118503e-01,8.442653735696671114e-07,1.593523201486101386e-05,-3.826852029989876169e-01
9.238796388200127829e-01,-2.229952762577701239e-06,1.427839561156692404e-05,-3.826831754401515129e-01
9.238803035256005769e-01,-3.449706662914681240e-06,2.042091156782697070e-05,-3.826815704061669599e-01
9.238803268782335154e-01,-7.779083965161427483e-06,1.525327044411826282e-05,-3.826815142049482255e-01
9.238805108520775633e-01,-1.047044821348599450e-05,1.538344835588866560e-05,-3.826810699805042737e-01
9.238807696305513240e-01,-6.772184874069888809e-06,1.044712988304469155e-05,-3.826804454788029219e-01
9.238815239972070215e-01,-4.876356233195510840e-06,4.668184547393708960e-06,-3.826786243978453905e-01
9.238818258481716894e-01,5.602772153038565467e-07,-4.401829417061803150e-06,-3.826778956874286597e-01
9.238817803443949428e-01,-1.837082473838643305e-06,-1.307769358490278781e-07,-3.826780055664021352e-01
9.238838922684309285e-01,-7.473984032720357928e-06,3.205927854455234164e-06,-3.826729067242622961e-01
9.238866596330064240e-01,-1.013195343118921010e-05,7.768056891176937357e-06,-3.826662253049856188e-01
9.238873481565365031e-01,-1.268208093314983363e-05,5.984680548515502361e-06,-3.826645629263718540e-01
9.238884747163379485e-01,-1.413846253990496999e-05,8.747807494207941289e-06,-3.826618428977449082e-01
9.238871472742994362e-01,-1.100834472456771552e-05,9.769749976525698984e-06,-3.826650479005436756e-01
9.238867859385491155e-01,-1.281254272237671399e-05,1.436365047062101355e-05,-3.826659200891320278e-01
9.238861139045522197e-01,-1.334229256028520387e-05,1.298560753071937134e-05,-3.826675426368194577e-01
9.238854252474127948e-01,-1.678920023868217358e-05,1.827810654920436226e-05,-3.826692049269718177e-01
9.238872721552057188e-01,-1.643656225411399113e-05,1.536281607578901000e-05,-3.826647460159300351e-01
9.238867061265059188e-01,-1.355610384512893448e-05,1.798699366571222607e-05,-3.826661126039452854e-01
9.238844253779496807e-01,-1.554777819033429035e-05,2.166302569158051834e-05,-3.826716187974169570e-01
9.238842586978981419e-01,-1.573631341730549881e-05,2.225425489046456724e-05,-3.826720211713311448e-01
9.238836157835237373e-01,-1.456346913925355376e-05,2.677507492919921166e-05,-3.826735731112916317e-01
9.238830174133472184e-01,-1.711933574130698898e-05,2.819381982559537647e-05,-3.826750175373951346e-01
9.238819019771625785e-01,-1.921835693957841366e-05,2.789474330374420568e-05,-3.826777104190920986e-01
9.238836996540299440e-01,-1.837109314796242762e-05,3.087737669327427967e-05,-3.826733701509327235e-01
9.238840156960090866e-01,-1.673148646019896913e-05,3.389063887075643701e-05,-3.826726069539057584e-01
9.238826143602993923e-01,-1.821318736723468655e-05,3.950452264179142396e-05,-3.826759895661741018e-01
9.238823822551319731e-01,-1.307887357675379930e-05,4.327915507463399151e-05,-3.826765497315451903e-01
9.238818081896176260e-01,-7.676457624958693616e-06,3.942129323972190031e-05,-3.826779362379234550e-01
9.238810240080254088e-01,-1.285385907723871884e-05,3.967263455920399260e-05,-3.826798292812711999e-01
9.238806649614714761e-01,-8.052653991988104238e-06,4.188716026170307880e-05,-3.826806959999028424e-01
9.238812637187610033e-01,-4.663596598486369983e-06,4.093287888300949486e-05,-3.826792506161986740e-01
9.238822290926725911e-01,-4.934956824185475916e-06,4.259100701981892277e-05,-3.826769197749021467e-01
9.238839125337821034e-01,-1.395680996898133731e-06,4.527759002481366175e-05,-3.826728552030608244e-01
9.238847806552247244e-01,2.113638305274101461e-06,4.703935531020873992e-05,-3.826707590821109006e-01
9.238864533354858022e-01,1.836466079191995685e-06,5.283579431716586632e-05,-3.826667199380989204e-01
9.238866441742091817e-01,3.543118935300557551e-06,4.788789688614688412e-05,-3.826662598279523264e-01
9.238866959695912762e-01,6.553045745746114063e-06,3.948698221008149171e-05,-3.826661356956320703e-01
9.238870511242676109e-01,8.741626331624653120e-06,3.636441924333330656e-05,-3.826652784956035003e-01
9.238854373390444907e-01,6.590224305387858497e-06,3.251396721319447651e-05,-3.826691751007040843e-01
9.238842472953781026e-01,4.174488731380239340e-06,2.875523507021612887e-05,-3.826720485679127037e-01
9.238807430244787566e-01,2.019575193464269997e-06,2.503708117376195416e-05,-3.826805090902890005e-01
9.238799766925425150e-01,-2.367043873735100686e-06,3.035985538103813119e-05,-3.826823588033071988e-01
9.238785774483888602e-01,-8.254477723742532051e-06,3.499587079963361312e-05,-3.826857363935765588e-01
9.238784296968095555e-01,-1.483828099421909626e-05,2.698537377659263736e-05,-3.826860935447908285e-01
9.238779476291302251e-01,-9.774301922162453870e-06,2.999771944725927242e-05,-3.826872572861366173e-01
9.238775882735731360e-01,-1.474374641920363255e-05,3.068764289782061142e-05,-3.826881246219911437e-01
9.238791024427486231e-01,-1.784466937409898987e-05,3.267433147115675552e-05,-3.826844688297880159e-01
9.238799361410789945e-01,-1.399776751864179703e-05,2.873303785086646123e-05,-3.826824565804272105e-01
9.238800829680942073e-01,-1.798333749170053097e-05,3.292171915196451297e-05,-3.826821016034421263e-01
9.238781876684456495e-01,-2.000723971537830167e-05,2.288700240875788511e-05,-3.826866778793895918e-01
9.238785455560262205e-01,-1.960246206880357506e-05,2.434417671809853135e-05,-3.826858138008071286e-01
9.238757250923312903e-01,-1.034943810493584066e-05,2.751869790980917098e-05,-3.826926230288867359e-01
9.238751406153724588e-01,-7.341930651422967039e-06,2.845909622654644854e-05,-3.826940340390763140e-01
9.238758687664154756e-01,-8.389728792140335311e-06,1.931148935511296891e-05,-3.826922767286790039e-01
9.238760655229703023e-01,-1.205439622455632871e-05,1.952646398644482842e-05,-3.826918016200569483e-01
