Yaw (deg),Pitch (deg),Roll (deg)
-2.639658731239315514e+01,-4.558119945297273851e-03,5.643886378815952433e-03
-2.624711060341749302e+01,-4.700715949375522916e-03,5.073325095454102145e-03
-2.609709950162034175e+01,-4.600353197329757303e-03,5.313324484275551429e-03
-2.594653843832927009e+01,-5.145277462936086350e-03,5.123587470972280900e-03
-2.579580156755883991e+01,-5.338236883203832661e-03,5.910964765971082890e-03
-2.564563197059047539e+01,-4.388909210646974556e-03,6.039054617625777208e-03
-2.549594871563588683e+01,-3.784800213000547378e-03,7.035487594357366266e-03
-2.534584317550667620e+01,-3.420352184107980798e-03,6.921949928583633754e-03
-2.519629694850132751e+01,-3.766140619816457560e-03,7.285661645893500710e-03
-2.504647886874883511e+01,-4.291940476557038787e-03,7.009466406076178546e-03
-2.489624729741715470e+01,-4.080725361481660034e-03,7.081505095308250099e-03
-2.474545152142720639e+01,-3.803759399070823569e-03,6.478835164196240434e-03
-2.459492927099507398e+01,-4.137005074262269100e-03,6.998120199191357020e-03
-2.444505565045328765e+01,-3.636690665540619725e-03,7.294260175110795982e-03
-2.429509309020523844e+01,-3.379661575725138520e-03,7.459078485302856991e-03
-2.414565233603019578e+01,-3.602593669192172884e-03,7.199347294424791877e-03
-2.399590022161108394e+01,-3.552280759563636921e-03,7.110138211267063961e-03
-2.384567372805127761e+01,-3.864658206983991994e-03,7.684645519744854290e-03
-2.369557843366015248e+01,-4.032202900856094938e-03,7.926722597209808277e-03
-2.354579905182791677e+01,-3.815947030776640006e-03,7.365093699029835392e-03
-2.339591890057201695e+01,-3.589216409073109262e-03,7.157797635965057990e-03
-2.324602891102628277e+01,-2.724557852697297600e-03,6.470318484424974169e-03
-2.309573237897099318e+01,-2.435983563568212135e-03,7.433259341157255444e-03
-2.294610408158845871e+01,-2.669521144221330845e-03,7.588936916154398991e-03
-2.279558483244480271e+01,-2.732598795734700933e-03,7.885341396302755074e-03
-2.264484245494448444e+01,-2.519372766951373695e-03,8.167787624342840586e-03
-2.249490518567927921e+01,-2.493723376815871248e-03,7.571205051505436323e-03
-2.234477036249577964e+01,-2.045232156401924524e-03,7.812480144140811385e-03
-2.219482828040649025e+01,-2.315107278401717320e-03,8.413519733320717897e-03
-2.204505804030823413e+01,-2.384054450777871228e-03,8.882390420645421697e-03
-2.189484755631281843e+01,-2.731378985846342079e-03,9.322375619603537680e-03
-2.174454605652660177e+01,-2.359763995939915138e-03,9.342259284147096804e-03
-2.159454571668795708e+01,-1.970719839358940541e-03,9.730990959237604404e-03
-2.144465634812947741e+01,-1.142234960508225474e-03,9.861161372752141885e-03
-2.129421051375383911e+01,-8.315267350943358459e-04,9.438269092350286271e-03
-2.114377369072829893e+01,-9.792923130522107698e-04,9.244179031200176061e-03
-2.099417730294006290e+01,-1.071312056833651112e-03,9.069847121925283043e-03
-2.084399516892357695e+01,-6.023567105489644651e-04,9.517812700457647240e-03
-2.069448828230742166e+01,-4.728401582459156993e-04,9.292824747688400652e-03
-2.054464560689950048e+01,6.324820338845934208e-05,8.390522184656119473e-03
-2.039461144820949201e+01,2.427939207463510345e-05,8.838651260024513526e-03
-2.024441741851401133e+01,6.980123698694987687e-04,8.624345740108100081e-03
-2.009422811808197196e+01,9.236208191200400222e-04,8.675033038102086119e-03
-1.994436426130628348e+01,1.584965061219371831e-03,8.778259724602421529e-03
-1.979434662901637765e+01,1.265108707220192379e-03,8.277642192230956833e-03
-1.964362545753586531e+01,1.796580443008408915e-03,8.491942144967191616e-03
-1.949344169944200900e+01,1.847925752588053770e-03,8.628575075813701978e-03
-1.934337415431460627e+01,2.063227794793572479e-03,9.857611529263711481e-03
-1.919353748460037323e+01,1.365558387830339464e-03,1.040835825835754319e-02
-1.904358696186800870e+01,1.359494840997659253e-03,9.945322278012739062e-03
-1.889369692042011906e+01,1.458584112630550251e-03,9.551979902137075484e-03
-1.874364227262883276e+01,1.073305209381327690e-03,9.555535381102816389e-03
-1.859311906929362479e+01,1.230659077693339659e-03,9.492792911465396111e-03
-1.844341306691712745e+01,6.623813663977563728e-05,1.058424466744240650e-02
-1.829320409071372566e+01,-4.895545293579523383e-04,1.035814607156157474e-02
-1.814310398226164267e+01,-1.453117876077412302e-03,1.014909172889105066e-02
-1.799271317551174221e+01,-7.486842914291257350e-04,9.748772397071043747e-03
-1.784183083612399656e+01,-3.610271144388033614e-04,9.071069221123956999e-03
-1.769167915503732758e+01,-4.381379700779610038e-04,8.505833431655314761e-03
-1.754071202692792042e+01,-6.837286981048537474e-04,8.578995072480440770e-03
-1.739080670063665934e+01,2.522244374525751907e-05,8.828745569704593218e-03
-1.724059596360435620e+01,-6.195897423455335176e-06,8.734530117052427545e-03
-1.709090752162347826e+01,-8.372722866158731955e-04,8.308312314181203612e-03
-1.694111955086199117e+01,-5.823711597166997571e-04,8.138521829161086268e-03
-1.679140639120394596e+01,-9.366875422705800685e-04,8.203796807366058735e-03
-1.664101194114638815e+01,-6.538397151988026594e-04,7.548754805420395710e-03
-1.649126818683157225e+01,-1.304871880177183941e-03,7.521027360698307601e-03
-1.634113208969839803e+01,-1.212365296876842958e-03,8.007629529254572942e-03
-1.619061816988947200e+01,-8.480582190867094446e-04,7.914551882075158279e-03
-1.604102357516278232e+01,-8.654177670748890389e-05,8.085827369177267174e-03
-1.589087170431713325e+01,-2.024443318502869705e-04,7.996145727536601786e-03
-1.574060551438787847e+01,1.542769161087783399e-04,7.549954432185364966e-03
-1.559115766111946400e+01,6.321225579797336422e-04,8.089224551394628634e-03
-1.544139495329202205e+01,8.948154786837283743e-04,7.803995484404184502e-03
-1.529150623579605117e+01,1.522220431937604734e-03,7.094592960897904040e-03
-1.514110566519004131e+01,7.478407909164936978e-04,6.606908392733571236e-03
-1.498985344885837812e+01,1.251981704886887675e-03,6.053333023426956706e-03
-1.483944765002465793e+01,1.080218559514157422e-03,6.138299105041934191e-03
-1.468979371279552382e+01,5.774670542128817075e-04,5.400954570857477953e-03
-1.453949048893898954e+01,3.417888615211321993e-05,5.648688741723580792e-03
-1.438960437527598479e+01,-1.372518821812714377e-04,5.322963601571465385e-03
-1.423991003639759789e+01,-3.551675305892294907e-04,4.953428477202708076e-03
-1.408991458862526613e+01,-3.004948530908713817e-04,4.695477238188155815e-03
-1.394000050093512755e+01,-3.491347198628140741e-04,4.088377226302034213e-03
-1.379033605716264255e+01,-3.392219968349596392e-04,4.223138103292046336e-03
-1.364050977654162544e+01,-2.255422952218034548e-04,4.260325993438773655e-03
-1.349000724692607633e+01,-6.804338941251908066e-04,4.248366277813581116e-03
-1.333975542770602374e+01,-8.460014713421771821e-04,4.511229566515926465e-03
-1.318892235252299194e+01,-1.548601931049905286e-03,4.693304624485698101e-03
-1.303851502312425126e+01,-1.497374703867422998e-03,5.137291044123756291e-03
-1.288877927115361466e+01,-1.764654255505877789e-03,5.787151767858072192e-03
-1.273891036582664427e+01,-8.966670742225191617e-04,5.429955885912973387e-03
-1.258887795075627558e+01,-1.426275270212413277e-03,6.146218396622832834e-03
-1.243922803810330002e+01,-1.032039531323214378e-03,6.758053074864570249e-03
-1.228907425687262922e+01,-7.350000054222950762e-04,6.070814444763157625e-03
-1.213898946983830385e+01,-1.296824876466961044e-04,6.369484690388139796e-03
-1.198963495684490077e+01,-2.083806582694857756e-04,5.923701299486122500e-03
-1.183950381632959648e+01,-3.328516982698076320e-05,5.966592154186344844e-03
-1.168952674972548422e+01,3.733551936595805244e-04,5.981771304687487356e-03
-1.153901522121678980e+01,1.217419046646323218e-04,5.837036290671915664e-03
-1.138879988441791902e+01,2.936412194670129524e-04,6.328150751683300941e-03
-1.123874342374631397e+01,-5.254863138879366149e-04,5.192317720817982672e-03
-1.108876879454850695e+01,-9.468203863711130734e-04,5.310514673125060585e-03
-1.093894361485968858e+01,-4.181676256848661645e-04,5.885166823228722872e-03
-1.078924655685645817e+01,-5.238705209646856266e-04,6.473931634791496754e-03
-1.063956698680767587e+01,-6.055242573288731334e-04,6.890421789080621896e-03
-1.048987504707206675e+01,-5.873850473960335510e-04,7.195595932383411740e-03
-1.033976509792004528e+01,-7.104626518443898009e-04,7.112311394254635516e-03
-1.019028103750914482e+01,-5.241599170738317579e-04,7.419537760835964897e-03
-1.004068254031064811e+01,-1.068989974800218850e-03,7.099409454370986250e-03
-9.890524764918014355e+00,-1.310853291142625695e-03,5.628949251702760476e-03
-9.740816140084929131e+00,-1.163792796553865484e-03,5.155297677098228705e-03
-9.590776359126508055e+00,-1.413074649242621094e-03,4.983172383571421275e-03
-9.440987860531439679e+00,-1.780744126226429819e-03,5.362646465713700669e-03
-9.290668296745986154e+00,-2.038153178278907275e-03,4.659356577571487946e-03
-9.140456316683005511e+00,-2.182710731495223367e-03,4.750871263029604434e-03
-8.989979557880500849e+00,-2.688395652967436739e-03,4.481461353670333422e-03
-8.839393593804585336e+00,-2.344209333200626688e-03,5.172970728974305224e-03
-8.689722854780324468e+00,-2.644107778975086399e-03,5.543129473839046931e-03
-8.540419168013508866e+00,-2.539766519399889143e-03,5.538684763528737946e-03
-8.389881748473667855e+00,-2.218363533721983815e-03,5.423114989962879613e-03
-8.239253816713089762e+00,-1.798388593140544216e-03,5.817894983130969533e-03
-8.089292410533074573e+00,-1.629558883070427898e-03,6.472496146882667813e-03
-7.939228285880865599e+00,-1.408343131876616016e-03,6.827177218353217697e-03
-7.788620177460225058e+00,-1.471156136179643022e-03,7.148722465215437936e-03
-7.638754499186713787e+00,-1.291317561155179774e-03,7.022187235416621140e-03
-7.488985647010640179e+00,-8.565463231624036514e-04,6.648112689805780497e-03
-7.338786766974821241e+00,-1.128026959882997161e-03,6.718931993045571156e-03
-7.188322603202087713e+00,-1.356067280266955557e-03,7.889234495145339837e-03
-7.038338782765973356e+00,-7.685430693078204459e-04,7.218049676610356971e-03
-6.888698836975898132e+00,-1.598157598293904443e-03,7.680750747260343091e-03
-6.739189992508210381e+00,-9.928798424213242189e-04,7.713196955339747703e-03
-6.589689779275180292e+00,-2.721287006005785084e-05,7.240959042897991520e-03
