Yaw (deg),Pitch (deg),Roll (deg)
1.288682223708554481e-02,-4.947849079843931637e-03,2.915022339050675308e-03
1.262487082410392557e-02,-4.545573670733988984e-03,3.113121026859357564e-03
1.252217981747922801e-02,-4.033196726281038959e-03,3.061089098783032012e-03
1.330297772919537998e-02,-4.339045447559693874e-03,3.650146466755694371e-03
1.280755495972619659e-02,-4.582652271150270198e-03,2.837576020573216382e-03
1.306047916361702602e-02,-4.971020789523466175e-03,2.718056010244061620e-03
1.258973943984513684e-02,-5.613644618409394105e-03,2.891884160582780094e-03
1.216084466417922602e-02,-6.006381627279266597e-03,2.376392195686577793e-03
1.259181301089858963e-02,-5.295480217200738277e-03,1.944460586241906217e-03
1.321222144606051807e-02,-5.506527105341714294e-03,1.717965279298540792e-03
1.319592274138610584e-02,-5.140865249619511364e-03,2.012805652529496472e-03
1.321681704154980055e-02,-4.813171447034005068e-03,2.338288327128773721e-03
1.310659902788498601e-02,-4.382828941956588321e-03,1.578277812888278066e-03
1.303810265663456376e-02,-3.708210209256221704e-03,1.029312291515571123e-03
1.345965606851140181e-02,-3.878905657996629605e-03,1.546650051956578254e-03
1.353272318375149316e-02,-3.506184992032505918e-03,1.344308469220263126e-03
1.436950988346101347e-02,-4.017071039390596350e-03,8.183866491973726658e-04
1.361769859160877859e-02,-4.289017934210991555e-03,1.426217534072679550e-03
1.382798873248149499e-02,-4.618173166502538042e-03,1.908882129044963067e-03
1.419069775108034587e-02,-5.252712371033185605e-03,1.375303726498253078e-03
1.404767982468137048e-02,-5.542936850440364875e-03,1.512104477893571513e-03
1.393935739206341763e-02,-5.310452543747292212e-03,1.397023914870292212e-03
1.434211385621843131e-02,-5.023475307120823900e-03,2.551768191780239090e-03
1.402944339323831772e-02,-4.944367142647510850e-03,2.255367217026934927e-03
1.441622428283183960e-02,-4.903588389864610604e-03,2.429149530953563473e-03
1.474616134965672266e-02,-5.135458888274636868e-03,2.861620323711634804e-03
1.442339002208896728e-02,-5.859363233834553528e-03,3.068879096847043891e-03
1.393265454243253904e-02,-6.082560047518150749e-03,2.908471538459486781e-03
1.419917942079593730e-02,-5.324189681790078392e-03,2.957455697229854907e-03
1.388228152867709321e-02,-4.795852187603929541e-03,2.682811028152560368e-03
1.415896180095564325e-02,-5.090318566391685215e-03,2.572855720701047212e-03
1.432382968298910944e-02,-5.468564208768171564e-03,2.372763097565419241e-03
1.429196288999940757e-02,-5.347652604548769166e-03,2.588157697384181003e-03
1.401409763592719425e-02,-4.957018158017024480e-03,2.610099726909562764e-03
1.440004065639593697e-02,-4.750872629430664441e-03,2.153953399130340007e-03
1.442649134426919437e-02,-4.792362646961347006e-03,2.494183195156566332e-03
1.446631123737306991e-02,-4.724506498355806119e-03,2.454201010427452777e-03
1.488197135378706466e-02,-5.119085304619397196e-03,3.054270380230211888e-03
1.511204887843204357e-02,-4.869945725179796944e-03,3.565897646400883504e-03
1.513125428816431556e-02,-4.948522143666467081e-03,3.646141170279046384e-03
1.542816962390540329e-02,-4.756284575708565401e-03,3.701578937956033662e-03
1.481462492867009414e-02,-4.485055272115645066e-03,3.565396706859067563e-03
1.487768430898527179e-02,-3.838739498449078753e-03,2.291027571026172261e-03
1.468902281371207465e-02,-3.355771618649824092e-03,2.332341757927994166e-03
1.451810390334533178e-02,-3.439621560128103533e-03,2.835850040019223615e-03
1.466280903348392110e-02,-4.037902824035996888e-03,2.983292073777463974e-03
1.464354057580174485e-02,-4.256269618993199604e-03,3.208637218641863589e-03
1.416440107637748774e-02,-3.623642209761206937e-03,3.033856023149028407e-03
1.464306329980860459e-02,-3.960467989440450212e-03,2.596514157232544112e-03
1.438540179040531317e-02,-3.984856039116215637e-03,3.074126523163675084e-03
1.415332426796881392e-02,-4.063493056188235975e-03,2.886391035523750478e-03
1.442611130045500650e-02,-4.051418425779149991e-03,3.781384779272551049e-03
1.471432679800510103e-02,-3.744151090666064750e-03,4.643656468773749331e-03
1.509622739517566849e-02,-3.583914415282587074e-03,4.458932168336253443e-03
1.511178989330129452e-02,-3.723550392582142526e-03,4.467079430367633559e-03
1.476822829249658381e-02,-4.055198764418017909e-03,5.057980886731405432e-03
1.432429343827240978e-02,-3.890253294076703294e-03,5.390649692507585092e-03
1.558807720863695026e-02,-4.289531336455933500e-03,5.314311116830994046e-03
1.508418811279734276e-02,-3.905169605174805669e-03,4.561807744163093314e-03
1.587109751165226637e-02,-3.977506637441787299e-03,4.388658695643196835e-03
1.602648111708815035e-02,-3.874156092392922000e-03,4.352287895345696711e-03
1.610642502800512660e-02,-3.304428130044302029e-03,4.422249611512872082e-03
1.565807161403290695e-02,-3.994400558016920379e-03,4.221627670394283854e-03
1.609414609790343897e-02,-3.931730807049765158e-03,3.851947361283880513e-03
1.652414171355078357e-02,-3.845381059453806608e-03,3.810512625655394087e-03
1.597499368723418606e-02,-4.284380062647781887e-03,4.572667061742217119e-03
1.603883845718779080e-02,-4.480073829969307905e-03,4.864955261073312942e-03
1.555387593735182636e-02,-5.762618213878223893e-03,5.019019885574078042e-03
1.467663148275202660e-02,-5.157135714956678253e-03,5.220397563916009259e-03
1.501140646884760628e-02,-4.867047971977089306e-03,5.224006824906955899e-03
1.580263601001205553e-02,-6.034589606243217011e-03,4.677503490345981223e-03
1.642290801766049455e-02,-5.429517867762219743e-03,4.831581060391163147e-03
1.629375162757665252e-02,-5.898984229612473477e-03,4.737640431820172061e-03
1.628374188901964004e-02,-5.353171601900211414e-03,4.575002536821501202e-03
1.585639399373743944e-02,-4.758884026764353438e-03,4.954802086774621681e-03
1.681713312767646115e-02,-4.195616604590558275e-03,4.861899285888046131e-03
1.695965476930242841e-02,-4.225744922888302266e-03,4.311815537182179039e-03
1.732944063013767619e-02,-4.214651821406696815e-03,4.140839531215191952e-03
1.728065842078349915e-02,-4.146545158844735721e-03,4.264209600791769340e-03
1.688587720221437771e-02,-3.538820328564224252e-03,4.755399694567245296e-03
1.744191580745884165e-02,-4.543601483733655105e-03,4.715910826095788370e-03
1.754592112173811169e-02,-3.949303778881480508e-03,5.010544355878139046e-03
1.752623664594130451e-02,-4.349858497809447160e-03,5.835404320384143459e-03
1.769259414256783153e-02,-4.204977947109602050e-03,5.216382258364488100e-03
1.786318620489500686e-02,-3.977250209445254425e-03,5.070301537036245483e-03
1.800357612824814851e-02,-4.299923396965432514e-03,4.735982359454794614e-03
1.803621020640346073e-02,-3.915194640683727738e-03,4.256832392454583044e-03
1.829939912566209623e-02,-4.228489220707021441e-03,4.369459460962625726e-03
1.846250099848088105e-02,-4.013058047717445349e-03,4.095535174810953014e-03
1.887229944257495448e-02,-3.601995154373983845e-03,3.652949859895371007e-03
1.921107060989197049e-02,-3.205980251779228744e-03,3.607658174798467066e-03
1.933977946073365400e-02,-3.281393248550285024e-03,3.452995024149018224e-03
1.930434922883069934e-02,-3.286596733170671011e-03,2.778716806866595758e-03
1.928477319611252710e-02,-4.029284229178952889e-03,2.745643215619429298e-03
1.948445733200501392e-02,-3.936848420566048737e-03,2.509283205518229344e-03
1.891578010742940574e-02,-4.017351254837092135e-03,2.790589055918300809e-03
1.826246185805781297e-02,-3.733995860735555682e-03,2.239259337097701270e-03
1.753375613666505184e-02,-3.611159195479467319e-03,2.209627282760453972e-03
1.671257034514541870e-02,-4.039062361867087024e-03,2.588697067315146993e-03
1.702152220900795404e-02,-4.259789265338662437e-03,2.609577251778921574e-03
1.664372560232208267e-02,-5.146907753450485207e-03,3.011297801406578704e-03
1.598814449580972935e-02,-5.378437687071087325e-03,3.231625893779691006e-03
1.654520837421767643e-02,-5.599467298765867414e-03,3.100085057213098228e-03
1.695531802888710152e-02,-6.247741384929040263e-03,3.285867974080179405e-03
1.701691306720311270e-02,-6.551688597371979964e-03,3.486658822729791531e-03
1.687271776754377742e-02,-6.494367600529952177e-03,3.131503268855092160e-03
1.718741770781773148e-02,-6.291182569563420930e-03,3.325127270043057130e-03
1.647300803682329520e-02,-6.304909337906052132e-03,3.298961730946153859e-03
1.622962153647435762e-02,-5.818303966070265815e-03,3.601830386725532983e-03
1.631544753806224435e-02,-5.649554586673684667e-03,3.944929058901648980e-03
1.735701759611084360e-02,-4.836924352280415167e-03,5.065041601598254013e-03
1.675833813482601256e-02,-4.097030236497878342e-03,4.367682445321359984e-03
1.707091717083777244e-02,-3.402255629350126997e-03,4.777246611946723946e-03
1.789364135543338244e-02,-3.147655550676190482e-03,4.487367279465612029e-03
1.773790907501337707e-02,-2.729672734555226368e-03,5.345489900130803371e-03
1.778822498178062386e-02,-2.936947348919827575e-03,5.607627002862651533e-03
1.765560976224607795e-02,-2.872679424841901620e-03,5.791317403259301638e-03
1.783731876258549259e-02,-2.667822662945921498e-03,5.707767548779373382e-03
1.789476452788398356e-02,-2.102440456974032524e-03,5.298533068651124951e-03
1.776073602819083427e-02,-2.853673892582195802e-03,5.270176812447037278e-03
1.794964341609232503e-02,-3.268348645913922088e-03,5.391286026625858978e-03
1.805209145594757758e-02,-2.815517979918587266e-03,4.921629503738512990e-03
1.785841867941087568e-02,-1.960444204398205815e-03,5.356910813974029989e-03
1.844854396447101127e-02,-1.786037653103733072e-03,4.273150663616246889e-03
1.910394554528809657e-02,-2.210175771878439190e-03,3.648057570021027464e-03
1.920768023305986782e-02,-2.461573351444347468e-03,4.448048339091480174e-03
1.927037532363348737e-02,-2.078880636002610784e-03,4.667085546880176197e-03
1.958572060849963700e-02,-2.051266649691692746e-03,4.669349382464191983e-03
1.956990738521419831e-02,-1.665304124174763183e-03,3.899500433680654510e-03
1.998239591743510360e-02,-1.691695692989103822e-03,4.349414987026046196e-03
2.028229183640970629e-02,-1.167284599796692985e-03,4.314002210143555276e-03
2.084494205340885545e-02,-1.300253545683598480e-03,3.798639997398760293e-03
2.058204757029926876e-02,-1.663351009038829776e-03,3.797488373659814367e-03
2.038619398167575147e-02,-1.256165103187131642e-03,3.735616861128979085e-03
1.960547175892798227e-02,-1.934092989281016800e-03,3.985462031684703851e-03
1.918103772819256328e-02,-2.403165750087429744e-03,3.433319816036943528e-03
1.887571132985374836e-02,-2.469804767352104958e-03,4.323873754773195112e-03
1.828073413602660999e-02,-3.200932060765116979e-03,4.253723569545024043e-03
1.830456705971848091e-02,-3.286937863496229573e-03,4.363538749120550453e-03
1.856388271629063474e-02,-3.523332379546241337e-03,4.798747081148539186e-03
1.850281765674415685e-02,-2.918486002328152945e-03,4.958162079367167685e-03
1.825547100900086830e-02,-2.309939629967242870e-03,5.044953138626243755e-03
1.864475811332094030e-02,-2.907409067789164595e-03,4.714485811139910477e-03
1.891319473744864851e-02,-2.364963731786218736e-03,4.533198983701742027e-03
1.842025589685070824e-02,-1.943702480207104392e-03,4.326706918926608025e-03
1.789411323103504148e-02,-2.221289192248108481e-03,4.508987736075233642e-03
1.691222449855935353e-02,-2.460688424562303220e-03,4.214125187016521182e-03
1.692126431300458242e-02,-3.091537886979852517e-03,5.000134697144793111e-03
1.645189186964167438e-02,-2.869863068927739225e-03,4.497662166956151522e-03
1.652612102222446658e-02,-3.113516864943778693e-03,4.363369073108959613e-03
1.635592034991571742e-02,-2.992145137248859721e-03,4.206887565567037947e-03
1.705574191865429426e-02,-2.579579472573934225e-03,4.064834123632704577e-03
1.716069678984520272e-02,-2.359184241004201685e-03,4.270353472226497658e-03
1.658460805983777778e-02,-2.179217689894449080e-03,3.952955742998082514e-03
1.670713134536735978e-02,-1.490059757940833101e-03,2.927363096264954008e-03
1.746693579121324710e-02,-1.927090217475999024e-03,2.849389661686939530e-03
1.719808001101037070e-02,-1.919512822124891773e-03,3.128653483434622531e-03
1.779236186140475615e-02,-2.149410220721686190e-03,2.841788986001747303e-03
1.810028665851580107e-02,-1.540663959847914100e-03,3.033497673559593533e-03
1.823106660211904276e-02,-1.855966787860071363e-03,2.819558354618671454e-03
1.832761495253970585e-02,-1.726036563201981599e-03,2.200338949311325329e-03
1.892331537667202301e-02,-1.494072111756148975e-03,2.898615565142572282e-03
1.900724897177951886e-02,-1.723414767250904455e-03,2.439936393833326382e-03
1.913322364943314743e-02,-2.347174937156814873e-03,2.352640403502308415e-03
1.956808113649882372e-02,-2.084639073722710338e-03,1.951526021196357472e-03
1.931020665623029223e-02,-2.218672980818432207e-03,2.115625128370693300e-03
1.949705284662367824e-02,-2.343270987875804758e-03,1.417492921941067557e-03
1.978333742929212422e-02,-2.406589480512552701e-03,1.582130003539451669e-03
2.032193792742747335e-02,-2.592035382986957598e-03,1.546441836506941584e-03
2.032101164201233559e-02,-1.933864225508204106e-03,2.099625694213563733e-03
1.957801566163868551e-02,-2.192500558467831012e-03,1.726340379473239543e-03
1.914637318495596499e-02,-2.404857992206927992e-03,1.945408118806771312e-03
1.899102060959763014e-02,-1.899482099339818352e-03,2.162455195406197059e-03
1.861681543915047476e-02,-2.002812194689259587e-03,2.371348574233490304e-03
1.837344025644222986e-02,-1.817928137957435962e-03,2.153023364783633424e-03
