odo (m/s)
1.287652369500546234e-01
-8.461773122109604583e-02
1.377321235035756375e-01
-1.314583229863054425e-01
-1.287690446966386071e-01
-3.821266919546056212e-02
2.119039162951576183e-02
2.602816656536143317e-02
7.901111222007367596e-02
-1.905048858326801112e-02
8.920139477705150977e-02
-8.492442317738908841e-02
-4.286578392836755402e-02
1.473802312540289094e-01
9.315722455574838509e-03
-6.418776674136482396e-02
-3.777430955277650410e-02
2.017513995382738332e-02
-4.980539002241576862e-02
-4.034450804305537291e-02
2.929618156794781825e-02
-7.059889684951187183e-02
-4.827556189112420376e-03
1.026245715965683064e-01
-1.019430275765208088e-01
-1.482538196175299805e-01
1.133223950549440938e-02
-1.469736737993681819e-01
-5.693517729273363248e-02
9.574722988910963628e-02
1.094424686680220971e-01
-2.198130007973360112e-01
2.156230264038637434e-02
-2.828037761533460162e-02
-2.207178599477660139e-02
-9.052990206967492792e-02
4.229553998238352701e-03
2.099517318231187979e-02
-2.033964672159424905e-02
-7.861307884078326536e-02
3.230467793571050600e-02
-3.753749899176188343e-02
-1.090002909708581991e-01
2.188442655838915007e-01
-3.056093223024062937e-03
6.215643763718727011e-03
-1.894002526485428009e-02
-7.521923288113717583e-03
-9.718389211405061012e-02
4.713767096847294724e-02
-5.651706898550378638e-02
1.080388548260970971e-01
-1.189822113875538788e-02
-1.682909358398259475e-02
-1.366031401977554904e-01
-5.375761070042054529e-02
-2.651951697188318913e-01
-1.486160642053158398e-01
-7.058208426137108082e-02
-8.018446111810864640e-02
1.088062790112083456e-01
5.557524206317115273e-02
5.373773486590825016e-02
-3.031133611042118037e-02
1.737990985070979322e-01
1.062838819360611559e-01
-1.168986000730516256e-01
1.213135131036460479e-01
1.778934548480076358e-02
-8.721515460505171319e-03
4.175933138807323697e-02
6.985631681463125298e-02
4.838088585932744795e-02
2.820854006405420014e-02
4.853466428686464829e-02
-1.843634432430039105e-01
-1.592813573586271680e-01
-2.695975099041098694e-02
8.502918257275733638e-02
5.044260971405165744e-02
1.798612547445624099e-01
-8.169211365528047941e-02
7.382953886604996796e-02
3.537795885584045508e-02
-6.847438667824105873e-02
1.639756382528365780e-02
3.187848079107123592e-04
-1.333996748398328172e-02
1.258053455735238801e-01
-3.535188506174913314e-02
-3.295745758676457693e-02
1.218225825112582011e-01
1.286205814912155798e-01
1.349219950071249563e-01
-1.006396219281024962e-01
-5.988956815169142051e-02
-1.474058839736512028e-01
1.397487679070270328e-01
-7.206834641895006055e-02
1.016294356322329090e-01
3.474741201444895428e-03
2.969306811587373376e-02
-7.828109038399230779e-02
-1.823603146005152789e-02
-6.883591152348714215e-02
1.645592844136268551e-01
-1.141564679399625082e-01
-1.730816465368570922e-01
-4.932997474617860367e-02
-1.811214361690288710e-01
1.324900676489626783e-01
-6.801245677910664270e-03
6.669676853569171671e-02
-9.435562375064238116e-02
-3.352363026851003930e-02
1.687863523134316979e-02
5.003101757189826193e-02
5.094966447072718507e-02
-2.474767317961755475e-02
4.434038175195764708e-02
7.689471918618223656e-02
4.732330790301880752e-02
4.969729500795722066e-02
1.338496701247770398e-02
2.029750287786803026e-02
1.005090841861001616e-01
1.412394265062867638e-01
1.622275326339379931e-01
9.069208647692816871e-02
-1.205926415551438896e-01
4.029845291131600032e-02
4.102194154067779347e-02
1.382674352470265704e-02
-7.527840971377870727e-02
9.255045730314903629e-02
-1.381088174470362639e-01
1.107830727708674079e-01
2.075254442105791894e-02
1.190592052736597073e-01
1.240412053269046022e-01
7.051014406605400631e-02
-3.879119538219336083e-02
7.970448442309840953e-02
-3.904799662851194102e-03
-2.740103779641704651e-02
-2.526940027979292583e-02
-2.987919115922142883e-03
9.203254102229629918e-02
-1.962011476984533154e-01
6.275421506631001685e-03
3.497235041427917274e-02
-7.985521036899421651e-03
1.380824503016803428e-01
4.726866029098617666e-02
-1.396001019286881861e-01
5.876110982456021065e-02
1.014999314766815569e-01
3.377841191020275469e-02
5.146234279372313009e-02
8.206961307447013798e-02
-3.021034914324288376e-02
1.079940978131121859e-01
-6.100803309289734577e-02
7.675503726734750343e-02
-4.859311584201203571e-02
1.617432024986844574e-01
-1.129037061443672052e-01
-8.699229212736789285e-02
-3.075629812413958192e-02
-2.449432121689896213e-01
2.605366182606952061e-02
7.664240271913316804e-02
1.124845894165153737e-02
1.078024459897052867e-01
8.523689083801998245e-02
1.915200951179548555e-02
1.060575584289569495e-01
2.133010871118034280e-01
8.159833463665107367e-02
-2.023740333033799410e-01
7.975373976611917215e-02
-6.304083462953261052e-02
1.463837914355828329e-02
3.255337678651318983e-02
-1.042942910997368966e-01
9.386808972968731235e-02
-6.744695187189315988e-02
-5.596354965581362695e-02
8.882668948915108109e-02
1.160426849421315743e-01
1.893965933128372026e-01
-4.104126092669040798e-02
-8.563181733297936526e-02
-4.951142822662599197e-02
2.249578102172356542e-01
-1.668849969058276428e-01
-2.908043728057150418e-02
2.512580333866076474e-02
-6.980122542974197264e-02
-2.956250955963840750e-03
1.088136185944123674e-01
-1.101750173275025668e-01
2.527621999153741375e-02
5.865139381755789423e-03
-5.668035422588016403e-02
1.327917864287850025e-01
4.810783855908308537e-02
7.879063478037566515e-02
-2.080460277586752491e-02
-5.693778881262284014e-02
1.116916182596002227e-01
-1.426163854446196311e-01
-7.326769086602231973e-02
6.049045699214379568e-02
8.615478925247350983e-02
3.578536456492045076e-02
-6.709659461960285065e-02
-2.052103475103329161e-02
-2.309332558418978609e-01
1.512281169484226001e-03
1.471715858677020428e-01
3.549773384409025262e-02
7.841925528038851123e-02
-1.110079305958548979e-01
2.122651926509502018e-01
9.393142904320357645e-02
4.219704443611076855e-02
-6.272323645759420030e-02
-6.920456373745407196e-03
-3.422095343445460958e-02
8.723629302681273900e-02
-3.462291319536667245e-02
1.726176994385227315e-01
-2.543917546319405393e-02
3.102156440097659281e-03
1.601366854625370095e-01
-9.285130410258465861e-02
1.827370481469879904e-01
-3.655646873247073159e-02
-8.596224787344286522e-02
-1.255465856861205654e-01
7.481210425884934900e-02
-1.229648823522750192e-02
9.448133416919028693e-02
1.664556003869263265e-02
1.774246912901322748e-01
-1.160563185076237541e-02
-3.481944783443131908e-02
-1.427321310684449840e-02
-1.142826799902679352e-01
5.671943135691313170e-02
-7.287802135298591943e-02
-7.726465007205036983e-02
-9.209263991971278207e-02
-8.967885659273436283e-02
8.150358231133832121e-02
-3.977979421817667144e-02
4.158884541860696782e-02
5.628050288052963840e-02
-8.167204826419009744e-02
-2.480571718356541777e-01
-7.805529945435819850e-02
5.816976226448873633e-02
-1.128344261646321983e-01
-1.701170331235874952e-02
7.773544440028445392e-04
-1.108592723905614807e-01
1.683435633874907911e-01
-6.323554141288188768e-02
-1.358893480404328724e-01
-1.370757741587198819e-01
1.062194815995869263e-01
7.244391242271399321e-03
1.853342800847810334e-01
-1.565280046674470682e-02
1.284654401421311300e-02
5.395409675084678579e-03
5.916186034784252229e-02
-1.556066718270893434e-01
-1.129350204667050606e-01
-3.054271633310740031e-02
7.976390862491042344e-02
-3.278041312636904153e-02
1.065182108352587254e-01
1.187537373186042799e-01
-2.022861680206096673e-03
-3.051529646192943299e-02
1.520927916302111105e-01
-8.059752539948218664e-02
1.602621406273394555e-01
4.145392080454518569e-02
4.533663833943810118e-02
1.418161494071530637e-01
1.166261964749989305e-01
-1.302493394043709452e-01
-4.546680477927191044e-02
-1.551960513279622422e-01
5.010420173090122335e-04
1.865175148163028540e-01
4.621320025914595758e-02
-9.477838926497927918e-02
5.042805349642676127e-02
7.140323936421341666e-02
-1.388835420781058816e-01
-6.422684379952174616e-02
-7.351986065795369785e-02
-3.939807732106950094e-02
-5.209849041233222122e-02
-8.210095659418446823e-02
-7.282488981759864533e-02
-4.635823348154133328e-02
-3.578645987215869906e-02
-1.654333100051756933e-01
8.716550846265719299e-02
-4.840599872621469818e-02
-9.826367392420318203e-02
-3.243580185053712706e-02
4.989301226444074061e-02
1.583822990073281700e-02
5.482307765327153887e-02
-7.939855198294720751e-02
3.083840594412057962e-02
9.832003636245506550e-02
-1.302262003544916828e-02
-2.132179301598036841e-02
4.649265314402774296e-02
-6.186806253020581819e-02
-1.561311181292888289e-02
3.502969037944302089e-02
-1.308744156425158470e-02
4.483410326809101482e-02
4.052096815347800557e-02
1.626391662747245226e-02
-6.191776483331030978e-02
1.198884262494475800e-01
-2.676062772135473500e-02
6.436781745673135491e-02
-1.140097040265006245e-01
-1.093729065818415669e-01
3.281907535086064920e-02
9.471899081932530495e-02
2.146964823342838169e-01
3.813101698110755305e-02
-5.856451772325398791e-02
-2.595549782359327096e-02
-1.826701896896462118e-01
-1.530024927156805464e-02
3.528669070574753236e-02
-4.013570470742416213e-02
-1.600252080519064604e-02
-1.404014297799517919e-01
1.489107522171677911e-01
-8.533739377490651146e-02
-4.883153889550154864e-02
-1.563730502841527703e-01
4.385361218530291899e-02
1.217832546959561335e-01
7.892930708945550961e-03
-8.663121908212663425e-02
2.675456643426037465e-02
1.656889401113725013e-01
4.794024075580849420e-02
-8.591156989518580755e-02
4.937863922868313687e-03
-6.833485987630066871e-02
6.360315122995030546e-02
-6.250558934206397466e-02
-2.854562843355821222e-01
2.592266994601445940e-01
1.656239616497394707e-01
2.036007085437646635e-01
-1.638577694388773306e-02
1.120537092736939577e-01
2.120283874156028148e-01
-3.037564969332216536e-01
1.295714385865866514e-01
-7.631798089301006227e-02
7.016588533291780172e-02
-1.405846541591458387e-01
3.842758384473560912e-02
1.161191741044183684e-01
-2.866004179412547093e-02
1.220335017183066806e-01
-7.928206869413885471e-02
-6.820663140955050829e-02
4.207949802753419011e-02
7.398159771327358913e-02
-8.216991217694996630e-02
7.807178152014854211e-02
-9.572965412284809017e-02
1.229298815806251777e-01
7.145192123616217472e-02
-3.797008327480257822e-02
-8.822881431660906104e-02
-1.238877436105176137e-02
4.848220543924291331e-02
-5.381177158776330460e-02
3.948985733738307434e-03
-2.530541940768001388e-02
-1.818061510734947650e-01
-2.260485897244088882e-01
-8.270731193096358957e-02
1.887732199534537525e-01
2.881194150793042405e-02
-1.188178683229964422e-01
-1.433434165068455113e-01
3.187167918026994565e-03
1.277797873467963752e-01
1.720007188422007227e-01
5.632214534504945830e-02
6.791964862756920407e-02
1.365925907213402790e-01
1.750691436441235704e-01
1.310148022390660721e-02
5.214460093267145324e-02
2.103204874383937661e-02
-6.286922065119554537e-02
1.364310794200571456e-02
-1.964166903114534513e-01
1.497040212784419427e-02
-4.341826165432138840e-02
1.166846595123046254e-01
-3.439250973116633053e-02
1.133294006245862129e-01
6.330585731814909745e-02
7.260280539187563553e-02
-1.201275033286808638e-02
7.333479041039313306e-02
-1.135955099867533430e-01
1.347709936601209080e-01
-1.603766614175558200e-02
6.487108046191622512e-02
1.870649618999075392e-01
-1.931827687875639632e-02
1.594392341595293056e-02
3.397177243630705810e-03
-2.164684632843571210e-01
4.585312059007931595e-02
-1.037274906043230138e-01
3.391340054552789002e-02
2.591056964671135075e-03
-1.137941381900686721e-01
1.364455345119006957e-01
1.927812464381618573e-01
-1.547352002213395750e-01
