q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999746553847e-01,4.395078396272244486e-07,6.738350966266911881e-06,-2.256241235080047438e-06
9.999999999783313331e-01,5.978435503858419555e-07,5.769162236414539179e-06,-3.113949711754868952e-06
9.999999999420198238e-01,-6.192559261842537040e-06,8.339280436224417680e-06,-2.840597357929728780e-06
9.999999999056169431e-01,-9.770994303865577363e-06,9.600584596671143652e-06,1.059493223875208927e-06
9.999999998239919030e-01,-1.102161592016581158e-05,1.462225243566481932e-05,-4.090233854545447306e-06
9.999999998113703326e-01,-1.503158018507851722e-05,1.079616559159254135e-05,-5.895229736360716800e-06
9.999999996966816296e-01,-2.235064637953696609e-05,1.012563348900840756e-05,2.134714961973003719e-06
9.999999997164772392e-01,-1.990196291742570123e-05,9.896948342479077896e-06,8.544468802076350076e-06
9.999999995584085699e-01,-2.606682586165578956e-05,7.971871837955047516e-06,1.183861092127016682e-05
9.999999995089360327e-01,-2.827335185091644628e-05,9.710024079205431739e-06,9.405374297248776140e-06
9.999999996171666794e-01,-2.613348257732441655e-05,9.011312362512778680e-06,-1.226351875161927969e-06
9.999999996373512001e-01,-2.285224220952736826e-05,1.399954506902943977e-05,2.661799036822549853e-06
9.999999996334485441e-01,-2.320409534800694902e-05,1.345794998457386862e-05,3.681937682982403592e-06
9.999999995484496473e-01,-2.525492938070765587e-05,1.025562021436037309e-05,1.265351521591991747e-05
9.999999993901228512e-01,-2.817931107634824963e-05,1.154669759838519320e-05,1.709838272839635009e-05
9.999999993568200463e-01,-2.685975540149772355e-05,1.312392297724931955e-05,1.981605393201005011e-05
9.999999993967165768e-01,-2.318721868719067413e-05,1.167393265801340582e-05,2.307897502872201180e-05
9.999999992693237028e-01,-2.445448028535632620e-05,9.997847812222877687e-06,2.762922434101261379e-05
9.999999994567875250e-01,-2.340979509173260131e-05,4.892467033547033689e-06,2.268193205933832527e-05
9.999999992998094278e-01,-2.703826350861315798e-05,1.688873429024202172e-06,2.581590777863061907e-05
9.999999992609466259e-01,-2.086418062949275633e-05,6.561503788878156288e-07,3.228563452370061110e-05
9.999999992515493652e-01,-1.847019864119949853e-05,-4.964954322986769647e-08,3.399633197005158411e-05
9.999999992364712043e-01,-1.669261645760712436e-05,4.460084130979851636e-06,3.505027344352426425e-05
9.999999994085162491e-01,-1.739192398630035435e-05,7.631170077314523313e-06,2.867496965773784219e-05
9.999999996015288550e-01,-1.224911679962063525e-05,9.035907247370708937e-06,2.377506430883922090e-05
9.999999994347498200e-01,-1.356836551040561106e-05,7.288286550605814774e-06,2.988779974269515028e-05
9.999999994554206184e-01,-1.956466370387232218e-05,5.590751128349224557e-06,2.598318701749857917e-05
9.999999992237302848e-01,-2.957045210510698646e-05,6.905677559509657422e-06,2.510855126997790608e-05
9.999999990890824364e-01,-2.784158331932637758e-05,8.609636011351779549e-06,3.118582367410660224e-05
9.999999991464225690e-01,-2.545212022814570652e-05,6.968201065005150377e-06,3.179289881758724920e-05
9.999999993340017435e-01,-2.371548062244314265e-05,4.538907349671177204e-06,2.736732970395403647e-05
9.999999993517142416e-01,-2.306573612553014410e-05,7.869805822519133540e-06,2.650677884209274096e-05
9.999999991741158611e-01,-3.036028187119907442e-05,1.008432495442759393e-05,2.506647447833711701e-05
