mag_x (uT),mag_y (uT),mag_z (uT)
3.281996337040829559e+01,1.352807723229354671e-02,3.742761766270862012e+01
3.280930019391233543e+01,-7.077119605189417448e-03,3.742675131836317348e+01
3.280113142563016027e+01,-8.474242161068816157e-03,3.743239446687677940e+01
3.279536200696784931e+01,8.159412718903354816e-03,3.742361505094599750e+01
3.277761672057283704e+01,-8.796847430860201683e-03,3.744487300784061290e+01
3.279728581233978701e+01,-6.957527931380689395e-03,3.745869999188465016e+01
3.276707433176720485e+01,-9.439764179178911085e-03,3.745365881336295644e+01
3.276208006139954421e+01,-1.609383209771561227e-02,3.747222344139544958e+01
3.275090608469756148e+01,-3.822220161033104257e-03,3.749031271414224875e+01
3.272325550405950167e+01,4.229139251678930983e-03,3.749564870569077613e+01
3.271185833515021812e+01,-1.009146320962431113e-02,3.749286508244944827e+01
3.268814371274628883e+01,1.772879126266876069e-03,3.752364655964107953e+01
3.265260875218172743e+01,-9.187613278292800336e-04,3.754011293830046014e+01
3.263544689864092163e+01,-8.465077335532747091e-03,3.757084918221804770e+01
3.259897831017624270e+01,-8.464697594407108146e-04,3.758180392893626021e+01
3.260244231781353363e+01,4.126243612495026844e-03,3.760597435710597836e+01
3.255699806287175591e+01,2.614542386135838229e-03,3.765019299131716934e+01
3.251543332134361464e+01,-2.868871304459145229e-03,3.765231464599838773e+01
3.247959576752963073e+01,8.983106854575673497e-03,3.770722384156914586e+01
3.245204481682850428e+01,-5.067758504221464393e-03,3.772687328771395698e+01
3.243110680312283023e+01,1.182043992743147393e-02,3.775530918002489500e+01
3.237188328797694936e+01,1.340635768744565665e-02,3.779183575996108146e+01
3.233373267735049694e+01,-6.722301807522174967e-03,3.784012728968851036e+01
3.229251717553729861e+01,8.087675768322031764e-03,3.785673740725498249e+01
3.224505099148820619e+01,5.965815965084699836e-03,3.790372715232621204e+01
3.218691148500005994e+01,2.804009510690974854e-04,3.795932864939705809e+01
3.213993367678479984e+01,6.790148603047232133e-04,3.801417364825281453e+01
3.210035367642107218e+01,-5.733580380553928053e-03,3.803632517659607259e+01
3.202729892558640756e+01,1.521729887657602680e-03,3.809132293664831792e+01
3.196927560663246837e+01,-1.316386294015473545e-02,3.811792234490791742e+01
3.193199746131156047e+01,1.275950292748993754e-03,3.816383735935745136e+01
3.187287845807875541e+01,-2.900945597343274496e-03,3.823350089302277865e+01
3.179751736415757435e+01,1.048403901063476792e-02,3.826541094315300739e+01
3.173502916400856577e+01,4.979218011382496173e-03,3.832566890607218824e+01
3.168566658707852213e+01,-1.242121550077244715e-03,3.839107194142960111e+01
3.161158403291688757e+01,2.702064205726885295e-03,3.842786043537867613e+01
3.156000915659960171e+01,3.721342962466711243e-03,3.847007600477511602e+01
3.147377629287306888e+01,-5.140042652944844942e-04,3.853155105407979164e+01
3.141483408205209216e+01,-1.566300917922759661e-02,3.860775638462609294e+01
3.133387280738195102e+01,-6.793255159493238708e-03,3.867313175145124404e+01
3.124283189477038292e+01,-1.496076558949441249e-02,3.874055096753965444e+01
3.116030509582554586e+01,1.100660840310144391e-02,3.878589549976992146e+01
3.109359006009452031e+01,1.417867487055255935e-02,3.884973686274850735e+01
3.099726724026352187e+01,8.760488465321651305e-03,3.893012906170361020e+01
3.089121233856277371e+01,-4.150537341954144838e-03,3.900989645930091143e+01
3.082913524141968509e+01,-1.640660496620238371e-02,3.907662406637538055e+01
3.074494579612559875e+01,1.789887027775508010e-02,3.913985727362618405e+01
3.064720248306037220e+01,7.459837324677796346e-03,3.920918970422513183e+01
3.055607721660231135e+01,9.805555187610280263e-03,3.928410804769988118e+01
3.045653195076469899e+01,3.471461570828805569e-03,3.937043372308313138e+01
3.035991160488711316e+01,-9.337842558375657187e-03,3.944958100032288684e+01
3.026345694225490845e+01,-5.085445761398462577e-03,3.952825412624054024e+01
3.015927078360056868e+01,1.051262620370836849e-02,3.959700977229541508e+01
3.006178208052289946e+01,-4.171262733979377510e-03,3.966689628382621180e+01
2.994372311170750933e+01,6.453068091067053376e-03,3.975057029517996199e+01
2.984118954931423318e+01,-4.468029100621462649e-03,3.983305736332618352e+01
2.971923619391281335e+01,-2.581543715040758753e-03,3.991399282621527078e+01
2.961421602674263198e+01,8.108590458445634475e-03,4.001575814788930074e+01
2.949404064419799809e+01,1.271335650236724360e-02,4.009811104183497577e+01
2.937102105344774117e+01,-4.339755084816589344e-03,4.017417884265194772e+01
2.927613284046937991e+01,-6.027928841510508083e-03,4.025815496202994836e+01
2.914363420678105498e+01,4.057910188928476672e-03,4.034000300115791049e+01
2.901135146833199130e+01,2.525343944715551653e-02,4.044838906640391940e+01
2.888120028389434069e+01,-3.557788563471440176e-03,4.054133465030012218e+01
2.874794268207687153e+01,-3.564630620260454599e-03,4.063607265837094218e+01
2.861782981434299344e+01,2.259466729835110831e-05,4.070441001174293660e+01
2.847313938566655622e+01,8.879615625221388975e-03,4.080653229552386563e+01
2.835012417545854646e+01,9.837140961241538917e-03,4.091460777614815214e+01
2.818532312788616778e+01,-7.660221436230096360e-03,4.101361587560755595e+01
2.804722338092226508e+01,-5.988930595216094242e-03,4.111175851633646516e+01
2.794357164480170042e+01,-1.018424605724051364e-02,4.119626285433168533e+01
2.778050835902766735e+01,2.499679985926366033e-02,4.129805009278405237e+01
2.761896474143683378e+01,5.504695164159892698e-03,4.137926020771066504e+01
2.745200730139113077e+01,-2.077062647078902358e-03,4.150591776445498482e+01
2.730907085938871148e+01,-7.149980658051447759e-03,4.159253170066084948e+01
2.715664392200479682e+01,-1.910415223480750341e-03,4.169713208947690219e+01
2.699654144578718373e+01,7.736562939702373853e-03,4.182864549886057404e+01
2.685698335496689637e+01,8.528177172991047335e-04,4.191518111685557813e+01
2.668044531349138992e+01,-5.264007518396054616e-03,4.200691858904414744e+01
2.652583848808801292e+01,2.193419311881390429e-02,4.211475776082007627e+01
2.633893464715126242e+01,2.181547710483101431e-03,4.220943952259033694e+01
2.618816043507708002e+01,6.837808208015708732e-03,4.233068439059068311e+01
2.597084594042316397e+01,-1.233249115487270245e-02,4.244419822920863083e+01
2.581726465957603622e+01,1.513320285434062440e-02,4.255056598154565251e+01
