accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
-7.026577626212383160e-03,-5.939194764434390858e-03,-9.795658603274759457e+00
8.368308249066086849e-03,6.002217342794112119e-04,-9.794977999327413087e+00
-1.934874522739275966e-03,8.078501133989676643e-04,-9.788843529881887662e+00
-1.651987853095581750e-03,8.171975188918323418e-03,-9.786576779161624273e+00
5.961939797242828479e-03,-5.847829132138095305e-03,-9.795062020655960211e+00
1.059013797505264746e-02,4.129200777227574372e-03,-9.797062158404115095e+00
1.585282858344976703e-02,-2.036573910041821270e-03,-9.803637423095558745e+00
3.941281928338900148e-03,-1.496215236174966261e-03,-9.793673717400398715e+00
2.868695459398003245e-02,-5.067327666839446451e-03,-9.787517783052779308e+00
2.596748856311160980e-02,-2.906735945720380181e-03,-9.794072390906270797e+00
2.388129685247807749e-02,1.728420370866438731e-03,-9.793767731411273658e+00
3.009425076861879655e-02,1.123646960348145471e-03,-9.791366540178044531e+00
4.671700801940407988e-02,5.959671508876097229e-03,-9.796282688099283931e+00
3.719875732353740416e-02,-1.078130026956880885e-02,-9.792188831907481017e+00
5.161934917331867378e-02,-3.587408030065878002e-03,-9.787598133186818927e+00
5.956999104595798317e-02,7.040202575341903204e-03,-9.789377188908373384e+00
6.895035722945712375e-02,6.883818036090206226e-03,-9.784916827112766669e+00
7.824839492323100443e-02,8.236079693736389831e-03,-9.785667500709498867e+00
8.880474795998401227e-02,3.011918425974879215e-03,-9.793395064536307260e+00
8.768094134516693505e-02,-3.764367090057866346e-03,-9.791802107959274082e+00
1.081630463059064795e-01,-7.378291163269125146e-03,-9.795393746595376427e+00
1.121076558447771376e-01,1.347749658188093780e-02,-9.798880622877151225e+00
1.219855065478060580e-01,-8.054376118597042153e-03,-9.800013600846856576e+00
1.324840715035515426e-01,7.900445197112207496e-03,-9.802142049081425057e+00
1.400099007589884204e-01,-2.405703242854051894e-03,-9.786945852931291157e+00
1.676378064379115962e-01,-3.909885088391682958e-03,-9.801625666777679768e+00
1.864706624191190820e-01,-3.348439647024127781e-03,-9.793085603914049031e+00
1.856327066969976625e-01,6.287700290980390190e-03,-9.786248912719496929e+00
1.908566767531967301e-01,-6.893095650265725072e-03,-9.787536040334225973e+00
2.133664514211689733e-01,-7.003963338172171024e-03,-9.787207679062044363e+00
2.289140025805873890e-01,6.002256554349208765e-04,-9.788749542741637555e+00
2.447196439598148532e-01,-3.491364864685742985e-03,-9.800021205814536174e+00
2.590145253561954020e-01,-3.777563642832308492e-03,-9.785900223872745940e+00
2.675357387137707876e-01,-1.764957683312095649e-03,-9.795779731512560318e+00
2.885365791980127881e-01,6.741051265783890196e-03,-9.795475406877560687e+00
3.139329157559545003e-01,-6.852479474105754517e-03,-9.790897126072430012e+00
3.236964387924499142e-01,-1.443192275631713893e-03,-9.786826027461602351e+00
3.492534899408890059e-01,-1.038129710907552579e-02,-9.784384194833194215e+00
3.658158311764668769e-01,4.901176223100481809e-03,-9.783143576652326701e+00
3.836863673414029341e-01,1.576935225044112914e-03,-9.786480681736005494e+00
3.906993107493302864e-01,-8.319186374195639000e-03,-9.785461211223967837e+00
4.235007385912958333e-01,2.659125369127003733e-03,-9.777580100749272418e+00
4.460001941605353237e-01,1.020487390997541766e-02,-9.783224667524619278e+00
4.621037181824789175e-01,3.958382844128733799e-03,-9.789070711069316033e+00
4.898811368739656169e-01,-1.558853343421886650e-03,-9.776018084247015238e+00
5.051200197352828658e-01,1.147792305033522656e-03,-9.785001548024538920e+00
5.277626201693231822e-01,5.299453655766405563e-03,-9.788412467594721278e+00
5.538937149463832865e-01,2.698193980317181804e-03,-9.773477662656885556e+00
5.777134293319764469e-01,-1.524346702186106560e-03,-9.777910211888723779e+00
5.924181094865019759e-01,5.498621314888756974e-03,-9.773452350154707702e+00
6.217457285757378438e-01,3.325019738039023363e-03,-9.774250716278372053e+00
6.586742141127394090e-01,1.024604015472704334e-02,-9.775399814501211537e+00
6.719498290835175247e-01,4.967167429792334298e-03,-9.772218664353252038e+00
7.079262392982310637e-01,-8.638111705697568490e-03,-9.772065487386553784e+00
7.235009723049211638e-01,6.014576742839907418e-03,-9.768862256669581967e+00
7.527222038661860459e-01,-7.104079082746330744e-03,-9.763303146092857432e+00
7.848829539231042540e-01,-3.889883758564996203e-03,-9.755418513264801916e+00
8.082552226036918697e-01,9.069203425793427933e-03,-9.761023098496748318e+00
8.363588192613545802e-01,1.025787641365203187e-02,-9.759976304935806368e+00
8.790647346714122179e-01,5.978701436663965731e-03,-9.757772787487150268e+00
