vel_x (m/s),vel_y (m/s),vel_z (m/s)
7.070864127643005759e+00,-7.071009855566633640e+00,9.184747092731328092e-04
7.070859965436221195e+00,-7.071021491844312834e+00,8.773565507203735271e-04
7.070914873226202602e+00,-7.071069820974312137e+00,9.809966240443333905e-04
7.070915104270202534e+00,-7.070994573689536544e+00,1.076744294928599910e-03
7.070933469253354531e+00,-7.070993589401841639e+00,1.008915673674575962e-03
7.070932433190933786e+00,-7.070939342105046599e+00,8.994629346816356529e-04
7.070860163253718689e+00,-7.070925348292223411e+00,9.917818232100267944e-04
7.070893992741850376e+00,-7.070892994771432960e+00,1.064409188831755238e-03
7.070963000762120920e+00,-7.070960714000442238e+00,9.978429274377347696e-04
7.071032752778922514e+00,-7.070951829991921400e+00,1.020535973752898775e-03
7.070977681574233564e+00,-7.070891213937247066e+00,9.000538218406428995e-04
7.070969526620680234e+00,-7.070958878425509297e+00,1.041230185599001422e-03
7.070959720101610557e+00,-7.070910762649085690e+00,1.071837619890587826e-03
7.070957658072037688e+00,-7.070927335490707399e+00,1.125544546387512515e-03
7.070910194887527034e+00,-7.070919639337055251e+00,1.127979130218762947e-03
7.070956212521833706e+00,-7.070976909231561969e+00,1.128587472344376409e-03
7.070942469151331622e+00,-7.071074071926675586e+00,1.160381517277726772e-03
7.070901138601159985e+00,-7.071044907867253926e+00,1.099737576980971401e-03
7.070949860085804062e+00,-7.071030508934282643e+00,1.238464428529317601e-03
7.071011281500886980e+00,-7.071033272049291440e+00,1.267834118751346448e-03
7.070950933674276406e+00,-7.070983491864646808e+00,1.256093043101619289e-03
7.070953159970443380e+00,-7.070962783578031541e+00,1.326332760659222620e-03
7.070960067742602995e+00,-7.070943984510593694e+00,1.222036800422809325e-03
7.071016477527686028e+00,-7.070959563118203839e+00,1.154931921019730634e-03
7.070988176495569988e+00,-7.070933615263474969e+00,1.106055067456024159e-03
7.070968638530131578e+00,-7.070985657654491163e+00,1.125023772823822901e-03
7.071061599784153273e+00,-7.071034754201259709e+00,1.101566839405677565e-03
7.071109402023467716e+00,-7.071033454687087882e+00,1.140087853332006100e-03
7.071015379423657876e+00,-7.070908061664482602e+00,1.194521054273046381e-03
7.070921970934912260e+00,-7.070909979142885327e+00,1.215549407748816495e-03
7.070998655487095164e+00,-7.070873159035198974e+00,1.204098588848214781e-03
7.070984368331911796e+00,-7.070871581800292738e+00,1.174826651663811146e-03
7.071032151250814302e+00,-7.070906985744704443e+00,1.163803060983023899e-03
7.071073047649119481e+00,-7.070867898580055488e+00,1.035801963616927827e-03
7.071194012013865660e+00,-7.070850816947555906e+00,1.057148637969790870e-03
7.071170546402871793e+00,-7.070876512367552102e+00,9.622730622243880032e-04
7.071123102500280311e+00,-7.070897751076889115e+00,9.010809868469346401e-04
7.071144977747709781e+00,-7.070892500003417958e+00,8.453776001547021060e-04
7.071105586216985373e+00,-7.070874845802241460e+00,1.109846428059579806e-03
7.071125015853574780e+00,-7.070841722327619649e+00,9.774782262886717692e-04
7.071139903436256979e+00,-7.070859211577357861e+00,1.107103999852740222e-03
7.071197518811490390e+00,-7.070926640261513185e+00,1.073317773267887503e-03
7.071235968766972135e+00,-7.070900921013896223e+00,1.008520501838182501e-03
7.071198291069584307e+00,-7.070859969098405529e+00,1.026953029153008720e-03
7.071207629291827779e+00,-7.070886004873245589e+00,1.142677690210119022e-03
7.071253043457301324e+00,-7.070926906065250428e+00,1.221873229742478136e-03
7.071254625813389261e+00,-7.070924813123187214e+00,1.302976370187581721e-03
7.071219595372367550e+00,-7.071015162272257903e+00,1.253205968932199089e-03
7.071185158368572310e+00,-7.071082486925631905e+00,1.137229344935258325e-03
7.071063341036119887e+00,-7.071111310938384520e+00,1.119198836562475177e-03
7.071008915581365351e+00,-7.071106534505906538e+00,1.139772827445216779e-03
7.070974480236548843e+00,-7.070989514418252853e+00,1.248356799688986199e-03
7.070861869272674127e+00,-7.070995496003225078e+00,1.240853736739871245e-03
7.070783231601402541e+00,-7.070975623078209260e+00,1.219500783383163341e-03
7.070720421217815854e+00,-7.071027623780046234e+00,1.290178895068231670e-03
7.070760254712709525e+00,-7.071006347519211310e+00,1.177170278004280356e-03
7.070843160151404128e+00,-7.071099443119386763e+00,1.154771762852554963e-03
7.070830051947818440e+00,-7.071129523363849145e+00,9.965041214682539110e-04
7.070901629447723380e+00,-7.071170686276478712e+00,9.096479169403085940e-04
7.070909199314564297e+00,-7.071163928812572941e+00,8.450847733322208125e-04
7.070973388258212644e+00,-7.071156335576175955e+00,8.917127373850373788e-04
7.071042442004768169e+00,-7.071229631340549382e+00,9.757179142526957623e-04
7.070907372045834194e+00,-7.071151269663345396e+00,1.044096431181603443e-03
7.070919033906291062e+00,-7.071115840122937257e+00,1.174015005553105543e-03
7.070915275575257120e+00,-7.071092611954719054e+00,1.145992122325060212e-03
7.070977369692738712e+00,-7.071193394889173867e+00,1.149488576040666715e-03
7.070874395344726615e+00,-7.071195174389095506e+00,1.281494428303777636e-03
7.070914749080050576e+00,-7.071187343674613324e+00,1.284763220497427355e-03
7.070962379928241504e+00,-7.071249058148540989e+00,1.327152115692496227e-03
7.070999278290483581e+00,-7.071258678360312189e+00,1.429873018667461148e-03
7.070977417637779538e+00,-7.071287020281082469e+00,1.302216515263372254e-03
7.070980631242955283e+00,-7.071287848048417146e+00,1.192884516175149890e-03
7.070927645130605121e+00,-7.071218394094520576e+00,1.179519050228792446e-03
7.070896453694643924e+00,-7.071275147451843601e+00,1.336066796678700127e-03
7.070907469519978505e+00,-7.071353949647986248e+00,1.328775411216840448e-03
7.070884405175619669e+00,-7.071399830357399274e+00,1.229563461325360865e-03
7.070883797766803092e+00,-7.071380090972430033e+00,1.397727667835175266e-03
7.070878566499465556e+00,-7.071230601258309711e+00,1.412625578424055867e-03
7.070901979884391508e+00,-7.071186331839458994e+00,1.358318556996868185e-03
7.070883592729390266e+00,-7.071152638651768463e+00,1.421570182225527241e-03
7.070931432512320924e+00,-7.071224422036294754e+00,1.355047302732555019e-03
7.070873516280610005e+00,-7.071253745029137505e+00,1.359592518419920886e-03
7.070802449509508314e+00,-7.071233644961484544e+00,1.341499183885288410e-03
7.070792666302031293e+00,-7.071354698240261527e+00,1.491954444130980020e-03
7.070818117641560541e+00,-7.071355855038378380e+00,1.368294951515947782e-03
7.070714213434522222e+00,-7.071314123831307086e+00,1.440944431481181722e-03
7.070658024282332477e+00,-7.071295493800917598e+00,1.505863761876025239e-03
7.070626339867333243e+00,-7.071231532849436618e+00,1.488993124120844766e-03
7.070654349483966428e+00,-7.071262482605335187e+00,1.553825236669014679e-03
7.070675612899415263e+00,-7.071308886767172730e+00,1.534016217141820826e-03
7.070589617834834861e+00,-7.071274653212311634e+00,1.480327044674896626e-03
7.070531481366755244e+00,-7.071296906936080262e+00,1.444499864865801718e-03
7.070582828917758356e+00,-7.071313330785534035e+00,1.421606189820872734e-03
7.070610221451079092e+00,-7.071328412478533387e+00,1.600991440950560746e-03
7.070685941117792694e+00,-7.071337282400138591e+00,1.725027184363429758e-03
7.070773662528892167e+00,-7.071376831427385490e+00,1.839643229248924278e-03
7.070737612674584227e+00,-7.071416506566683857e+00,1.779989631316971840e-03
7.070736134146113905e+00,-7.071367900229587278e+00,1.866091972951308339e-03
7.070763201038616330e+00,-7.071344571659048839e+00,1.795727188657157171e-03
7.070778935478381655e+00,-7.071260457070886574e+00,1.897595731701196345e-03
7.070762337704578293e+00,-7.071250266021224640e+00,1.978628799162485824e-03
7.070785207333331712e+00,-7.071327280654772451e+00,1.871977741217507223e-03
7.070761437461463572e+00,-7.071283172188167931e+00,1.840938530438277583e-03
7.070793349188279286e+00,-7.071302514250215943e+00,1.785949407260907073e-03
7.070721139943858979e+00,-7.071310763228256135e+00,1.802143790342218945e-03
7.070681336631833958e+00,-7.071300791429120380e+00,1.809931727377989521e-03
7.070693003838581348e+00,-7.071306001434326305e+00,1.793063687863301163e-03
7.070732407946376696e+00,-7.071214546365952813e+00,1.821881350582660580e-03
7.070681088436333361e+00,-7.071246561852553292e+00,1.958124619439162179e-03
7.070685599903507423e+00,-7.071223305161030481e+00,2.100116894342178402e-03
7.070653154297141363e+00,-7.071150018379494639e+00,2.234628695767106044e-03
7.070728938644031736e+00,-7.071049306531357992e+00,2.160841263802478710e-03
7.070671911585531433e+00,-7.071042374170991351e+00,2.097243549024449972e-03
7.070660770334757927e+00,-7.071025559507027047e+00,2.063520267730332373e-03
7.070695422160000909e+00,-7.070961172628866365e+00,2.268877975401774848e-03
7.070717413988416133e+00,-7.070983081059434738e+00,2.098921204750193482e-03
7.070726540901297597e+00,-7.070984771660161705e+00,2.127245566242687552e-03
7.070698519217364364e+00,-7.070945148487225218e+00,2.147554600804017517e-03
7.070626756588377582e+00,-7.070934592467803981e+00,2.080437694317610435e-03
7.070604943556763722e+00,-7.070925589190609983e+00,2.087456589364354315e-03
7.070536320649289053e+00,-7.070881722382603485e+00,2.131654722631463102e-03
7.070451491683112266e+00,-7.070916439378276408e+00,2.113816668576045787e-03
7.070487850525529971e+00,-7.070919903087022895e+00,2.125707775702060862e-03
7.070410955032023104e+00,-7.071009289461897218e+00,1.985661475323069643e-03
7.070308209833837232e+00,-7.071048578101502002e+00,1.909653820633770011e-03
7.070321440567651550e+00,-7.071049247033554863e+00,1.979198001836524577e-03
7.070323732113166670e+00,-7.071015573441653324e+00,2.021159063866551173e-03
7.070271363928888775e+00,-7.071053005252684542e+00,1.969168599389169681e-03
7.070271621388828365e+00,-7.071026752450914721e+00,2.025313956206938222e-03
7.070272114515925743e+00,-7.071056825999472828e+00,1.831111668936038789e-03
7.070203454456672532e+00,-7.071010705568961718e+00,1.875132080188485033e-03
7.070226588828153247e+00,-7.071050842029542594e+00,1.777112303754119476e-03
7.070313948795193149e+00,-7.071119843298768082e+00,1.789950492862236705e-03
7.070283127257470213e+00,-7.071139390431222083e+00,1.824347235653284681e-03
7.070247194997367757e+00,-7.071087413927771514e+00,1.845374185260643517e-03
7.070291682792464449e+00,-7.071195818804256739e+00,1.801512684055870447e-03
7.070287230730472494e+00,-7.071166103871367348e+00,1.868569313303422748e-03
7.070335118726491785e+00,-7.071190493275778088e+00,1.963450493781260069e-03
7.070388571640060960e+00,-7.071147735524832001e+00,1.946753605720095677e-03
7.070313063017069410e+00,-7.071071146541420660e+00,1.831878539819131778e-03
7.070294505209802516e+00,-7.071070405450185170e+00,1.819593845103910238e-03
7.070257347051705388e+00,-7.071065623738912898e+00,1.740694045727345617e-03
7.070371460202917291e+00,-7.071178296385416395e+00,1.911189723144117491e-03
7.070375575877524632e+00,-7.071153094021113361e+00,1.905170655074556315e-03
7.070413373727767237e+00,-7.071107921050881373e+00,1.813993297362091186e-03
7.070428535693864092e+00,-7.071062115943131055e+00,1.856503376338708043e-03
7.070396857915971722e+00,-7.071000259731624382e+00,1.930528338968680747e-03
7.070322936907843747e+00,-7.071051159226896310e+00,1.865162447078501460e-03
7.070323193380873228e+00,-7.071076534108495792e+00,1.773190678943019870e-03
7.070317878047620574e+00,-7.071007180996002006e+00,1.910598637917068892e-03
7.070369202003901954e+00,-7.070961831312631674e+00,1.932747426344051710e-03
7.070368949989686236e+00,-7.071066230482208503e+00,1.910053833389903193e-03
7.070469229949693180e+00,-7.071096880117859307e+00,1.983694951144177997e-03
7.070429718436531452e+00,-7.071054692106073070e+00,2.033262564789237170e-03
7.070383652643351446e+00,-7.070962689165147808e+00,1.888208874741625432e-03
7.070364504051104504e+00,-7.070892401433636287e+00,1.928102128057761992e-03
7.070384308728454137e+00,-7.070856786608329614e+00,1.907123293254809910e-03
7.070307769102589290e+00,-7.070883453126163509e+00,1.859335731378436267e-03
7.070304259410125525e+00,-7.070749333837815342e+00,1.747717884414364204e-03
7.070169004885696218e+00,-7.070787002274840916e+00,1.575974236616150019e-03
7.070135995257082584e+00,-7.070789501573245595e+00,1.755573703648632489e-03
7.070163577814922995e+00,-7.070918553255816974e+00,1.777703486305005215e-03
7.070137747188159238e+00,-7.070875806882005676e+00,1.759346581772123705e-03
7.070176499332572639e+00,-7.070885737414644545e+00,1.724344460957225782e-03
7.070147508945583859e+00,-7.070918310429522791e+00,1.674061481183294724e-03
7.070177701184483077e+00,-7.070868828626212910e+00,1.562560897029866350e-03
7.070184678830309544e+00,-7.070943260762931892e+00,1.554230519936459750e-03
7.070247851602503353e+00,-7.070977839771007467e+00,1.540956677088896462e-03
7.070217618879035548e+00,-7.070852363991430245e+00,1.615330119768129983e-03
7.070261840015997556e+00,-7.070841221564369228e+00,1.594917691459522618e-03
7.070244924729757408e+00,-7.070855579742995722e+00,1.593614474100143400e-03
7.070187592394177933e+00,-7.070804018136841229e+00,1.552036509559323466e-03
7.070150388733191349e+00,-7.070848973084465250e+00,1.700819331179292005e-03
7.070203223106076074e+00,-7.070779362223579056e+00,1.743360295301018886e-03
7.070120792101021401e+00,-7.070811539014914437e+00,1.726702030311855120e-03
7.070248665752512096e+00,-7.070853035201438708e+00,1.775665047487499232e-03
7.070205351758820811e+00,-7.070853120882611087e+00,1.543200031151639642e-03
7.070239711335451815e+00,-7.070742361962476963e+00,1.639519096418127478e-03
7.070318328541109310e+00,-7.070804690664878933e+00,1.630472627175646051e-03
7.070291898544435405e+00,-7.070806958058132530e+00,1.684513824990171342e-03
7.070347569723905323e+00,-7.070802415503462335e+00,1.708955523226951849e-03
7.070381932519993029e+00,-7.070770721128894820e+00,1.702158989998564954e-03
7.070386164865707812e+00,-7.070839262379475798e+00,1.763076381089867268e-03
7.070412894455397002e+00,-7.070894544406033155e+00,1.769483388942380119e-03
7.070433776534748915e+00,-7.070864680792140256e+00,1.651556925692617382e-03
7.070389373949302225e+00,-7.070909347934307476e+00,1.656283427957729515e-03
7.070360582691085582e+00,-7.070958008563184016e+00,1.643356025988668145e-03
7.070393932341048959e+00,-7.070936327066458915e+00,1.620561446040746619e-03
7.070307296221839621e+00,-7.070963689470257663e+00,1.639600739702988703e-03
7.070296561310122740e+00,-7.070960133161416472e+00,1.676176760878132777e-03
7.070408891516158256e+00,-7.070884400333025788e+00,1.701978338958898967e-03
7.070392632608290207e+00,-7.070907133962350599e+00,1.737652624733148363e-03
7.070367759126074958e+00,-7.070934054391340595e+00,1.798205834498825713e-03
7.070377387065572172e+00,-7.070904015963639822e+00,1.920698795742696325e-03
7.070263379789140323e+00,-7.070889649951882738e+00,2.012190160288094068e-03
7.070227560266490130e+00,-7.070848211151625762e+00,1.915199484743517269e-03
7.070289251324203939e+00,-7.070872557938938208e+00,1.847955318584920247e-03
7.070284077842556414e+00,-7.070901829100026958e+00,1.875457050714478702e-03
7.070269487286588550e+00,-7.070948008418036501e+00,1.834644818970513225e-03
7.070358585365578818e+00,-7.071036953186356833e+00,1.890961775461546352e-03
7.070321095487887675e+00,-7.071070430996225120e+00,1.826597628658164054e-03
7.070365490577936285e+00,-7.071102735628845615e+00,1.895347430523134638e-03
7.070413901819545544e+00,-7.071032647775427726e+00,1.844671058312965552e-03
7.070384127700878096e+00,-7.070931478301613282e+00,1.929797259112757315e-03
7.070337177435835230e+00,-7.071040762366386012e+00,1.936833468027793388e-03
7.070266344431363592e+00,-7.071052837892259468e+00,1.952818721167710230e-03
7.070297232173987645e+00,-7.071130035755646581e+00,1.954478504338061709e-03
7.070150138177947241e+00,-7.071114919286214828e+00,2.072807919042987841e-03
7.070118802448299711e+00,-7.071100288553406443e+00,2.112361489893905056e-03
7.070206038685528327e+00,-7.071115646603434612e+00,2.158613540944333796e-03
7.070160337185494193e+00,-7.071159871370419125e+00,2.117909993933073283e-03
7.070178336942928965e+00,-7.071217288552832159e+00,2.050184174907471353e-03
7.070151871408620003e+00,-7.071121026704518364e+00,2.113464140701757331e-03
7.070231153594627393e+00,-7.071121105832401277e+00,2.081955791239179995e-03
7.070207395931019434e+00,-7.071110308971990221e+00,2.050404453403321860e-03
7.070245465730699230e+00,-7.071066483549357962e+00,2.181530448960481740e-03
7.070231002596926828e+00,-7.071096100499294934e+00,2.185307019809074568e-03
7.070152370887516469e+00,-7.071120427528043706e+00,2.314487045086162723e-03
7.070196162128633333e+00,-7.071085701479859154e+00,2.399060334161869350e-03
7.070211531178476783e+00,-7.071099789989223616e+00,2.479057926168518403e-03
7.070253466125038244e+00,-7.071056199492981698e+00,2.513731574512092365e-03
7.070281278365883715e+00,-7.071084637565464348e+00,2.267180468015339307e-03
7.070318558421456068e+00,-7.071081932610486120e+00,2.169453348092098121e-03
7.070316976406342491e+00,-7.071018648625376990e+00,2.144256797619323654e-03
7.070350364267786070e+00,-7.071126913541101011e+00,2.220353580305437814e-03
7.070384504324362496e+00,-7.071156047775274622e+00,2.216841120979949793e-03
7.070392938630826407e+00,-7.071105577004163756e+00,2.342476453151508091e-03
7.070361511800961729e+00,-7.071079484345649924e+00,2.362499218562953002e-03
7.070418457595093464e+00,-7.071101786824590896e+00,2.416244860322350370e-03
7.070443501684164467e+00,-7.071073740811122832e+00,2.400042667225721522e-03
7.070507524438450986e+00,-7.071074528121839009e+00,2.372643439189327502e-03
7.070515075602978428e+00,-7.071064506292802143e+00,2.436990529554016079e-03
7.070505284509399857e+00,-7.071074779336722571e+00,2.409898513688816472e-03
7.070574234596346486e+00,-7.071027937560024235e+00,2.350049887767264971e-03
7.070601225768234244e+00,-7.071051474019466987e+00,2.476832806775784192e-03
7.070586117669384052e+00,-7.071083349540280061e+00,2.410215042556062680e-03
7.070580379550946759e+00,-7.071059437995758756e+00,2.357594434934997055e-03
7.070542423343436411e+00,-7.071130161142456849e+00,2.419086045447513354e-03
7.070532786274863035e+00,-7.071148335253453432e+00,2.414991766446259770e-03
7.070566519595543831e+00,-7.071122897888730385e+00,2.451985107113453365e-03
7.070612239234148610e+00,-7.071163658864720425e+00,2.487057062446702306e-03
7.070639975443172354e+00,-7.071091167493156249e+00,2.406869202373887462e-03
7.070722998937642778e+00,-7.071075221057202320e+00,2.423634912608851368e-03
7.070703175687897080e+00,-7.071150567717499946e+00,2.368116718175995207e-03
7.070718410621678274e+00,-7.071150007841345619e+00,2.379026122902797979e-03
7.070656473692189969e+00,-7.071098575677178033e+00,2.374975527324215633e-03
7.070782259476093401e+00,-7.071042289114347845e+00,2.326831676907334129e-03
7.070833578622992555e+00,-7.070988759747837804e+00,2.470335631059228897e-03
7.070911776879364119e+00,-7.070952566409917317e+00,2.519920563680427567e-03
7.070962663655078195e+00,-7.071041573841592154e+00,2.467006531924246290e-03
7.070937955106116668e+00,-7.071168577696095525e+00,2.468049672408160772e-03
7.070923455575270467e+00,-7.071171395314567398e+00,2.485666284471180643e-03
7.070905290116408004e+00,-7.071157588544013883e+00,2.541205242888402473e-03
7.070962640835130486e+00,-7.071111441891412497e+00,2.532608200401319665e-03
7.070949346074699271e+00,-7.071055149840289822e+00,2.381643211662358341e-03
7.070937371248241732e+00,-7.071087158162454145e+00,2.407376465027738673e-03
7.070928293779690677e+00,-7.071173225175000354e+00,2.472234326086075913e-03
7.070884714010776229e+00,-7.071204069658013402e+00,2.636027397606546200e-03
7.070886253246781550e+00,-7.071176676843273334e+00,2.713857229146150914e-03
7.070898126640488890e+00,-7.071106249560557444e+00,2.769383121871651053e-03
7.070947114537781353e+00,-7.071083271441907847e+00,2.673081828967590647e-03
7.070927593109796128e+00,-7.071148210575418425e+00,2.727587344213520601e-03
7.070882552150583145e+00,-7.071068539712928924e+00,2.731270990864865036e-03
7.070883342652742876e+00,-7.071145613352001646e+00,2.845677469858857566e-03
7.070892129341401322e+00,-7.071226430801640817e+00,2.796116960557908787e-03
7.071026402650500309e+00,-7.071252373779799427e+00,2.826190696441659243e-03
7.071044551441656445e+00,-7.071302200171871277e+00,2.809974157312477520e-03
7.071003958637005482e+00,-7.071199633793400885e+00,2.807736602135381832e-03
7.070954587672077629e+00,-7.071277374527035420e+00,2.881151527201719978e-03
7.070945768392303599e+00,-7.071264181535957150e+00,3.002209886384392141e-03
