Yaw (deg),Pitch (deg),Roll (deg)
3.150000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-4.499975797004341160e+01,-9.275053414340854495e-04,3.671030026866523043e-04
-4.500041987637657570e+01,-7.504756759941898919e-04,4.062918758984975886e-04
-4.500064910359829895e+01,-8.642965752887506311e-04,2.899636830312014380e-04
-4.500129603808974821e+01,-1.333302687518168666e-03,9.285723090901230837e-04
-4.500159557256731802e+01,-2.080534776215359552e-03,9.066131836674291540e-04
-4.500195162698356199e+01,-1.615332212487848853e-03,1.069439697306173243e-03
-4.500202571849393962e+01,-1.393711879478030501e-03,6.461526721813045304e-04
-4.500176865748493782e+01,-1.377553160553394909e-03,3.522316472793647602e-04
-4.500203553943661205e+01,-1.912631736906790503e-03,4.546214653160081062e-04
-4.500239100143577531e+01,-1.877601089727077774e-03,4.193620135059854476e-04
-4.500229622055773859e+01,-2.044024700581785915e-03,7.403074437083128744e-04
-4.500224844381610012e+01,-2.199547712544497411e-03,1.088118822443226918e-03
-4.500225269406286799e+01,-1.288407897849538084e-03,1.556226800551885813e-03
-4.500181822207827054e+01,-7.711611160024938773e-04,1.375810623394453560e-03
-4.500148685823221228e+01,-1.214326124187080705e-03,1.010652084183703316e-03
-4.500173097526447918e+01,-8.562124762948249449e-04,7.847397045896814223e-04
-4.500166311939475605e+01,-1.020248289254540967e-03,5.533756397243234752e-04
-4.500095107081723000e+01,-1.381716704494866804e-03,9.977499111757319027e-04
-4.500005618715557887e+01,-1.203077148682606254e-03,8.794737741842409938e-04
-4.500026701114007466e+01,-6.633107760388896879e-04,3.120186639569471005e-04
-4.500096014810697653e+01,-1.198117141306716390e-03,5.645170740835098915e-04
-4.500049410439197572e+01,-1.043376056930729601e-03,8.928058941312407416e-05
-4.500088052309821762e+01,-1.483463209828183443e-03,5.439330936748330386e-05
-4.500087999924262760e+01,-1.028464193843174352e-03,-1.905304893388909209e-04
-4.500069249292403128e+01,-8.743626965574019831e-04,-3.337398633013863216e-04
-4.500083873152377834e+01,-2.583643841482125567e-04,-8.035694657814714068e-04
