q0 (),q1,q2,q3
-9.238795325112867385e-01,-0.000000000000000000e+00,0.000000000000000000e+00,3.826834323650898928e-01
9.238803407535787215e-01,-1.377053479294462778e-07,-8.703847649286441075e-06,-3.826814809907522208e-01
9.238781302931601269e-01,7.694024874625532736e-07,-7.407444462487250768e-06,-3.826868175291021634e-01
9.238773647651904453e-01,-5.486060257620012888e-07,-7.936621728864556790e-06,-3.826886656424989264e-01
9.238752042205518045e-01,3.033715170552528948e-06,-1.385062082570554250e-05,-3.826938813534790373e-01
9.238742038124017064e-01,3.611398620913870122e-07,-1.980171957584383544e-05,-3.826962962164154880e-01
9.238730147534965909e-01,3.227464467604736606e-06,-1.659490051866407352e-05,-3.826991668719415540e-01
9.238727673362540083e-01,5.549243766963549848e-07,-1.339448506872945872e-05,-3.826997642992894244e-01
9.238736258366390119e-01,-1.760765693364007013e-06,-1.228260862877543018e-05,-3.826976918267199768e-01
9.238727344835468980e-01,-2.722290305131999128e-06,-1.693852403340459031e-05,-3.826998434590339615e-01
9.238715473509452325e-01,-2.889622889459933128e-06,-1.653833161069001825e-05,-3.827027093103785305e-01
9.238718638764868984e-01,-8.578556049691617261e-07,-1.895195446556948934e-05,-3.827019450923571098e-01
9.238720234166689638e-01,1.426913104133838770e-06,-2.136741473377076414e-05,-3.827015598209491110e-01
9.238720092790495553e-01,8.243876185375300259e-06,-1.558486930612636959e-05,-3.827015941433250523e-01
9.238734603076899088e-01,8.516796894723906001e-06,-1.081209994017210396e-05,-3.826980913849167276e-01
9.238745669545592731e-01,4.092785843783038349e-06,-1.316551549417391288e-05,-3.826954198111652827e-01
9.238737517117805442e-01,3.467359551232475346e-06,-9.523825989202580977e-06,-3.826973880173123455e-01
9.238739783244085402e-01,1.054209904020110187e-06,-1.007365607811599176e-05,-3.826968409491260381e-01
9.238763562756259207e-01,3.429806435212637792e-06,-1.447196826441480449e-05,-3.826911000972866295e-01
9.238793448244649875e-01,3.072908856754162334e-06,-1.263669489418800232e-05,-3.826838852598689611e-01
9.238786408007387818e-01,3.004401634710767562e-07,-6.389857240788131452e-06,-3.826855850842293960e-01
9.238763259810228723e-01,5.500850690771934783e-07,-1.154489715777765751e-05,-3.826911733476740518e-01
9.238778823840002596e-01,-2.764623572272415672e-06,-8.710228123037600325e-06,-3.826874159913599138e-01
9.238765918641436148e-01,-4.515643414476976698e-06,-1.214184317603251704e-05,-3.826905314188985274e-01
9.238765936445856308e-01,-4.970786407779897374e-06,-7.655535801796816144e-06,-3.826905272310269779e-01
9.238772198452418483e-01,-5.610741856119627862e-06,-5.934862945588033429e-06,-3.826890154999535443e-01
9.238767314754831039e-01,-7.341488807290538743e-06,6.005792485257193834e-07,-3.826901945228280422e-01
9.238756028922904262e-01,-2.408409987211846762e-06,7.491966966241952669e-06,-3.826929190858867069e-01
9.238753618308744864e-01,-6.013898628836421985e-06,1.361799420849514502e-05,-3.826935008335705657e-01
9.238763271120917775e-01,-5.348260292706712260e-06,1.591201215090329594e-05,-3.826911704234565725e-01
9.238751280576779079e-01,-4.481065763396142664e-06,1.313995307579698316e-05,-3.826940652318389646e-01
