pos_x (m),pos_y (m),pos_z (m)
-2.707450720458282158e+06,4.688692496138392016e+06,3.360102298019478563e+06
-2.707450649748720229e+06,4.688692425428623334e+06,3.360102298030764330e+06
-2.707450579039295670e+06,4.688692354717882350e+06,3.360102298042368144e+06
-2.707450508330284152e+06,4.688692284007432871e+06,3.360102298053365666e+06
-2.707450437620785553e+06,4.688692213297127746e+06,3.360102298065750394e+06
-2.707450366910672747e+06,4.688692142586794682e+06,3.360102298078428954e+06
-2.707450296201163437e+06,4.688692071876959875e+06,3.360102298090989701e+06
-2.707450225491631776e+06,4.688692001167331822e+06,3.360102298104253132e+06
-2.707450154782031197e+06,4.688691930457891896e+06,3.360102298116473481e+06
-2.707450084071866237e+06,4.688691859748296440e+06,3.360102298128022812e+06
-2.707450013361984398e+06,4.688691789038959891e+06,3.360102298139083199e+06
-2.707449942652298138e+06,4.688691718329103664e+06,3.360102298150333576e+06
-2.707449871941681951e+06,4.688691647618755698e+06,3.360102298161349259e+06
-2.707449801230587997e+06,4.688691576908420771e+06,3.360102298172750045e+06
-2.707449730520434212e+06,4.688691506199340336e+06,3.360102298184695188e+06
-2.707449659811214544e+06,4.688691435490240343e+06,3.360102298196850810e+06
-2.707449589101227932e+06,4.688691364781509154e+06,3.360102298208891880e+06
-2.707449518391384277e+06,4.688691294072793797e+06,3.360102298220640048e+06
-2.707449447681062855e+06,4.688691223363723606e+06,3.360102298232277855e+06
-2.707449376970332582e+06,4.688691152655044571e+06,3.360102298242636025e+06
-2.707449306258392520e+06,4.688691081946535967e+06,3.360102298253207467e+06
-2.707449235546687152e+06,4.688691011237771250e+06,3.360102298262830358e+06
-2.707449164835456293e+06,4.688690940528794192e+06,3.360102298271841370e+06
-2.707449094124006573e+06,4.688690869819869287e+06,3.360102298280294985e+06
-2.707449023412950803e+06,4.688690799111120403e+06,3.360102298291393556e+06
-2.707448952701700851e+06,4.688690728402703069e+06,3.360102298301168252e+06
-2.707448881990301888e+06,4.688690657694110647e+06,3.360102298312239349e+06
-2.707448811278326903e+06,4.688690586984843947e+06,3.360102298322972376e+06
-2.707448740565967280e+06,4.688690516275834292e+06,3.360102298333057668e+06
-2.707448669853984378e+06,4.688690445567234419e+06,3.360102298343327362e+06
-2.707448599141907878e+06,4.688690374858374707e+06,3.360102298354754224e+06
-2.707448528429377358e+06,4.688690304149105214e+06,3.360102298366973177e+06
-2.707448457716831006e+06,4.688690233439857140e+06,3.360102298380002845e+06
-2.707448387004634831e+06,4.688690162729705684e+06,3.360102298392534722e+06
-2.707448316292783245e+06,4.688690092018880881e+06,3.360102298403907102e+06
-2.707448245582149830e+06,4.688690021307767369e+06,3.360102298415099271e+06
-2.707448174872060772e+06,4.688689950596702285e+06,3.360102298426496796e+06
-2.707448104162315838e+06,4.688689879886806943e+06,3.360102298438980244e+06
-2.707448033453697339e+06,4.688689809176851995e+06,3.360102298451388720e+06
-2.707447962745864876e+06,4.688689738467095420e+06,3.360102298463583924e+06
-2.707447892038660590e+06,4.688689667756819166e+06,3.360102298476485536e+06
-2.707447821331058163e+06,4.688689597046755254e+06,3.360102298488257453e+06
-2.707447750622626394e+06,4.688689526335760951e+06,3.360102298499805387e+06
-2.707447679914325941e+06,4.688689455624465831e+06,3.360102298509770539e+06
-2.707447609205309767e+06,4.688689384912759066e+06,3.360102298518867232e+06
-2.707447538496217690e+06,4.688689314201119356e+06,3.360102298527318053e+06
-2.707447467786483932e+06,4.688689243489556015e+06,3.360102298536235001e+06
-2.707447397076059598e+06,4.688689172777259722e+06,3.360102298545992002e+06
-2.707447326366985682e+06,4.688689102065746672e+06,3.360102298556433059e+06
-2.707447255657795351e+06,4.688689031354588456e+06,3.360102298568173312e+06
-2.707447184948642738e+06,4.688688960643662140e+06,3.360102298579633236e+06
-2.707447114238868933e+06,4.688688889931728132e+06,3.360102298591128085e+06
-2.707447043530125171e+06,4.688688819219776429e+06,3.360102298603943083e+06
-2.707446972820977680e+06,4.688688748507902957e+06,3.360102298616790678e+06
-2.707446902111353818e+06,4.688688677795412019e+06,3.360102298630062025e+06
-2.707446831401361153e+06,4.688688607082825154e+06,3.360102298644360621e+06
-2.707446760691586882e+06,4.688688536369955167e+06,3.360102298657382838e+06
-2.707446689981780481e+06,4.688688465657076798e+06,3.360102298669311684e+06
-2.707446619272504002e+06,4.688688394944893196e+06,3.360102298681106884e+06
-2.707446548563539516e+06,4.688688324232141487e+06,3.360102298694467638e+06
-2.707446477854464669e+06,4.688688253518601879e+06,3.360102298707755283e+06
-2.707446407145620789e+06,4.688688182804603130e+06,3.360102298720051069e+06
-2.707446336436782964e+06,4.688688112090801820e+06,3.360102298734028358e+06
-2.707446265727997292e+06,4.688688041378496215e+06,3.360102298748154659e+06
-2.707446195018977392e+06,4.688687970666632988e+06,3.360102298761737999e+06
-2.707446124310141429e+06,4.688687899955106899e+06,3.360102298775953706e+06
-2.707446053600827232e+06,4.688687829242862761e+06,3.360102298789503984e+06
-2.707445982892091852e+06,4.688687758530325256e+06,3.360102298803099897e+06
-2.707445912184067536e+06,4.688687687817988917e+06,3.360102298816514667e+06
-2.707445841476141009e+06,4.688687617104441859e+06,3.360102298831433989e+06
-2.707445770767959766e+06,4.688687546390883625e+06,3.360102298845116980e+06
-2.707445700060817413e+06,4.688687475677742623e+06,3.360102298859526403e+06
-2.707445629354237113e+06,4.688687404964787886e+06,3.360102298874584958e+06
-2.707445558647973929e+06,4.688687334252472967e+06,3.360102298889474943e+06
-2.707445487941430416e+06,4.688687263539847918e+06,3.360102298905013129e+06
-2.707445417234674096e+06,4.688687192826759070e+06,3.360102298920353409e+06
-2.707445346528777853e+06,4.688687122114012949e+06,3.360102298935156781e+06
-2.707445275823463220e+06,4.688687051401044242e+06,3.360102298949601594e+06
-2.707445205117634963e+06,4.688686980687910691e+06,3.360102298963817768e+06
-2.707445134411532898e+06,4.688686909974626265e+06,3.360102298979827669e+06
-2.707445063704673667e+06,4.688686839261253364e+06,3.360102298997078091e+06
-2.707444992996937130e+06,4.688686768547484651e+06,3.360102299015474506e+06
-2.707444922289561015e+06,4.688686697833319195e+06,3.360102299033274408e+06
-2.707444851582199801e+06,4.688686627119639888e+06,3.360102299051935319e+06
-2.707444780874567572e+06,4.688686556406194344e+06,3.360102299069892615e+06
-2.707444710166778415e+06,4.688686485693589784e+06,3.360102299088868778e+06
-2.707444639459155034e+06,4.688686414981086738e+06,3.360102299108655192e+06
-2.707444568751303013e+06,4.688686344267813489e+06,3.360102299127374776e+06
-2.707444498043688480e+06,4.688686273554981686e+06,3.360102299145784229e+06
-2.707444427335754968e+06,4.688686202841956168e+06,3.360102299163643736e+06
-2.707444356628543697e+06,4.688686132128848694e+06,3.360102299181665294e+06
-2.707444285921730101e+06,4.688686061415840872e+06,3.360102299199764617e+06
-2.707444215214800090e+06,4.688685990702780895e+06,3.360102299217695370e+06
-2.707444144507476129e+06,4.688685919990635477e+06,3.360102299235914368e+06
-2.707444073800665326e+06,4.688685849278169684e+06,3.360102299255495425e+06
-2.707444003093809355e+06,4.688685778565936722e+06,3.360102299276496749e+06
-2.707443932387277950e+06,4.688685707854436710e+06,3.360102299298842903e+06
-2.707443861679988448e+06,4.688685637143943459e+06,3.360102299320451450e+06
-2.707443790973269381e+06,4.688685566433520056e+06,3.360102299341423903e+06
-2.707443720266661607e+06,4.688685495723264292e+06,3.360102299362059217e+06
-2.707443649559707381e+06,4.688685425013653003e+06,3.360102299384748098e+06
-2.707443578852533363e+06,4.688685354303821921e+06,3.360102299405737314e+06
-2.707443508145268075e+06,4.688685283593974076e+06,3.360102299427009653e+06
-2.707443437438283116e+06,4.688685212884522974e+06,3.360102299448485021e+06
-2.707443366732015740e+06,4.688685142175177112e+06,3.360102299469289370e+06
-2.707443296025966294e+06,4.688685071465921588e+06,3.360102299490164034e+06
-2.707443225320603233e+06,4.688685000757104717e+06,3.360102299511480611e+06
-2.707443154616088141e+06,4.688684930047940463e+06,3.360102299532618839e+06
-2.707443083911209833e+06,4.688684859338741750e+06,3.360102299553875811e+06
-2.707443013207100332e+06,4.688684788628648967e+06,3.360102299573732540e+06
-2.707442942504018079e+06,4.688684717918163165e+06,3.360102299592829309e+06
-2.707442871800803579e+06,4.688684647207670845e+06,3.360102299612621311e+06
-2.707442801097566262e+06,4.688684576497514732e+06,3.360102299632832874e+06
-2.707442730394852813e+06,4.688684505786984228e+06,3.360102299652524758e+06
-2.707442659692136571e+06,4.688684435076716356e+06,3.360102299672777764e+06
-2.707442588989415206e+06,4.688684364366147667e+06,3.360102299691088963e+06
-2.707442518287380692e+06,4.688684293656040914e+06,3.360102299709840212e+06
-2.707442447585114744e+06,4.688684222945532762e+06,3.360102299727611244e+06
-2.707442376881975215e+06,4.688684152234334499e+06,3.360102299745510798e+06
-2.707442306179143954e+06,4.688684081522940658e+06,3.360102299763754476e+06
-2.707442235476672184e+06,4.688684010812066495e+06,3.360102299782208167e+06
-2.707442164773755241e+06,4.688683940100108273e+06,3.360102299800223205e+06
-2.707442094070883002e+06,4.688683869388447143e+06,3.360102299818908796e+06
-2.707442023367531598e+06,4.688683798676542006e+06,3.360102299838543404e+06
-2.707441952663646080e+06,4.688683727965064347e+06,3.360102299858010840e+06
-2.707441881960515399e+06,4.688683657254353166e+06,3.360102299876329489e+06
-2.707441811257570516e+06,4.688683586543649435e+06,3.360102299894525204e+06
-2.707441740554997232e+06,4.688683515832993202e+06,3.360102299911932088e+06
-2.707441669851282611e+06,4.688683445121210068e+06,3.360102299931043759e+06
-2.707441599147527013e+06,4.688683374409679323e+06,3.360102299950095359e+06
-2.707441528443393297e+06,4.688683303698600270e+06,3.360102299968235195e+06
-2.707441457739107776e+06,4.688683232987979427e+06,3.360102299986800179e+06
-2.707441387035139371e+06,4.688683162277976982e+06,3.360102300006105565e+06
-2.707441316331909969e+06,4.688683091567465104e+06,3.360102300024757162e+06
-2.707441245628678240e+06,4.688683020856699906e+06,3.360102300042489078e+06
-2.707441174925499596e+06,4.688682950146628544e+06,3.360102300061595161e+06
-2.707441104221807793e+06,4.688682879437009804e+06,3.360102300080922432e+06
-2.707441033518118318e+06,4.688682808726347052e+06,3.360102300100022927e+06
-2.707440962813425809e+06,4.688682738015377894e+06,3.360102300119860098e+06
-2.707440892109128647e+06,4.688682667304830626e+06,3.360102300140192732e+06
-2.707440821405292023e+06,4.688682596595203504e+06,3.360102300159074832e+06
-2.707440750701646786e+06,4.688682525886279531e+06,3.360102300178356003e+06
-2.707440679997803643e+06,4.688682455177711323e+06,3.360102300197427161e+06
-2.707440609294726048e+06,4.688682384468876757e+06,3.360102300216020551e+06
-2.707440538591683377e+06,4.688682313761383295e+06,3.360102300233497750e+06
-2.707440467889993452e+06,4.688682243053513579e+06,3.360102300249257591e+06
-2.707440397188633680e+06,4.688682172345618717e+06,3.360102300266813487e+06
-2.707440326486997772e+06,4.688682101636433043e+06,3.360102300284590572e+06
-2.707440255785620306e+06,4.688682030927674845e+06,3.360102300302184187e+06
-2.707440185083855409e+06,4.688681960218817927e+06,3.360102300319427624e+06
-2.707440114382380154e+06,4.688681889509635046e+06,3.360102300336168148e+06
-2.707440043680603150e+06,4.688681818800946698e+06,3.360102300351793878e+06
-2.707439972978756297e+06,4.688681748091514222e+06,3.360102300367336255e+06
-2.707439902276278008e+06,4.688681677381736226e+06,3.360102300382745918e+06
-2.707439831574101932e+06,4.688681606673212722e+06,3.360102300398899242e+06
-2.707439760871483479e+06,4.688681535964800045e+06,3.360102300414848607e+06
-2.707439690169034060e+06,4.688681465256243944e+06,3.360102300430784933e+06
-2.707439619467158336e+06,4.688681394548203796e+06,3.360102300446305424e+06
-2.707439548765654676e+06,4.688681323839713819e+06,3.360102300463313702e+06
-2.707439478063622490e+06,4.688681253131920472e+06,3.360102300480747130e+06
-2.707439407362414524e+06,4.688681182423804887e+06,3.360102300498014316e+06
-2.707439336659927852e+06,4.688681111715274863e+06,3.360102300515770912e+06
-2.707439265957874246e+06,4.688681041006743908e+06,3.360102300531202927e+06
-2.707439195255476981e+06,4.688680970299320295e+06,3.360102300547597930e+06
-2.707439124552293681e+06,4.688680899591273628e+06,3.360102300563902594e+06
-2.707439053849374875e+06,4.688680828883203678e+06,3.360102300580747891e+06
-2.707438983145899139e+06,4.688680758175179362e+06,3.360102300597837660e+06
-2.707438912442079745e+06,4.688680687467471696e+06,3.360102300614859443e+06
-2.707438841738217976e+06,4.688680616759079508e+06,3.360102300632490311e+06
-2.707438771034088917e+06,4.688680546050134115e+06,3.360102300650184974e+06
-2.707438700329751242e+06,4.688680475341487676e+06,3.360102300666700583e+06
-2.707438629625857342e+06,4.688680404632394202e+06,3.360102300683263224e+06
-2.707438558922251686e+06,4.688680333922814578e+06,3.360102300699696876e+06
-2.707438488218312152e+06,4.688680263213451020e+06,3.360102300715902355e+06
-2.707438417515239213e+06,4.688680192503814586e+06,3.360102300732298288e+06
-2.707438346812273376e+06,4.688680121794213541e+06,3.360102300749060232e+06
-2.707438276108184364e+06,4.688680051085369661e+06,3.360102300766080152e+06
-2.707438205404257867e+06,4.688679980376298539e+06,3.360102300783456769e+06
-2.707438134700580500e+06,4.688679909666958265e+06,3.360102300801438745e+06
-2.707438063996806741e+06,4.688679838957917877e+06,3.360102300820645876e+06
-2.707437993294172920e+06,4.688679768249020912e+06,3.360102300840767566e+06
-2.707437922591897193e+06,4.688679697540538386e+06,3.360102300859919749e+06
-2.707437851889004465e+06,4.688679626831812784e+06,3.360102300878399517e+06
-2.707437781186163891e+06,4.688679556122794747e+06,3.360102300897154026e+06
-2.707437710483469069e+06,4.688679485413314775e+06,3.360102300915500615e+06
-2.707437639779883437e+06,4.688679414702945389e+06,3.360102300934410188e+06
-2.707437569076672662e+06,4.688679343992240727e+06,3.360102300952676218e+06
-2.707437498373017646e+06,4.688679273281213827e+06,3.360102300971629564e+06
-2.707437427668878809e+06,4.688679202570887282e+06,3.360102300990076270e+06
-2.707437356965037528e+06,4.688679131861572154e+06,3.360102301009374205e+06
-2.707437286261665635e+06,4.688679061151164584e+06,3.360102301028742455e+06
-2.707437215559002012e+06,4.688678990440635942e+06,3.360102301048270427e+06
-2.707437144856029656e+06,4.688678919729335234e+06,3.360102301067815162e+06
-2.707437074154528324e+06,4.688678849018186331e+06,3.360102301088543143e+06
-2.707437003453340381e+06,4.688678778307183646e+06,3.360102301109666936e+06
-2.707436932751279790e+06,4.688678707596027292e+06,3.360102301131253131e+06
-2.707436862049676478e+06,4.688678636884428561e+06,3.360102301152432337e+06
-2.707436791347892955e+06,4.688678566172256134e+06,3.360102301172934007e+06
-2.707436720646374393e+06,4.688678495461045764e+06,3.360102301194068510e+06
-2.707436649944062810e+06,4.688678424749834463e+06,3.360102301214888226e+06
-2.707436579241988715e+06,4.688678354038731195e+06,3.360102301235392224e+06
-2.707436508539534174e+06,4.688678283328066580e+06,3.360102301257207524e+06
-2.707436437837223988e+06,4.688678212617105804e+06,3.360102301279060543e+06
-2.707436367135700304e+06,4.688678141905901954e+06,3.360102301302205306e+06
-2.707436296433738898e+06,4.688678071195044555e+06,3.360102301326195709e+06
-2.707436225731623359e+06,4.688678000484046526e+06,3.360102301350986119e+06
-2.707436155029088724e+06,4.688677929773484357e+06,3.360102301376123447e+06
-2.707436084326276090e+06,4.688677859062638134e+06,3.360102301398795098e+06
-2.707436013623090461e+06,4.688677788351818919e+06,3.360102301420489792e+06
-2.707435942919920664e+06,4.688677717641632073e+06,3.360102301441932563e+06
-2.707435872216416989e+06,4.688677646930363029e+06,3.360102301464136224e+06
-2.707435801512571983e+06,4.688677576218802482e+06,3.360102301486304495e+06
-2.707435730808642693e+06,4.688677505507746711e+06,3.360102301509729121e+06
-2.707435660105027724e+06,4.688677434796951711e+06,3.360102301533353981e+06
-2.707435589400843251e+06,4.688677364085934125e+06,3.360102301557516214e+06
-2.707435518696408253e+06,4.688677293375196867e+06,3.360102301581516862e+06
-2.707435447991332971e+06,4.688677222664451227e+06,3.360102301605243236e+06
-2.707435377286182251e+06,4.688677151953806169e+06,3.360102301629613154e+06
-2.707435306581129320e+06,4.688677081243058667e+06,3.360102301653712057e+06
-2.707435235875386745e+06,4.688677010532779619e+06,3.360102301677212585e+06
-2.707435165169374552e+06,4.688676939822264947e+06,3.360102301701981109e+06
-2.707435094463513233e+06,4.688676869111431763e+06,3.360102301726083271e+06
-2.707435023757709656e+06,4.688676798400836997e+06,3.360102301749659237e+06
-2.707434953052285593e+06,4.688676727689535357e+06,3.360102301773849875e+06
-2.707434882346957922e+06,4.688676656978052109e+06,3.360102301798000000e+06
-2.707434811641292647e+06,4.688676586266823113e+06,3.360102301822519861e+06
-2.707434740935170092e+06,4.688676515555186197e+06,3.360102301847390365e+06
-2.707434670228770468e+06,4.688676444844274782e+06,3.360102301871459000e+06
-2.707434599521540571e+06,4.688676374133522622e+06,3.360102301895695273e+06
-2.707434528814509045e+06,4.688676303422017023e+06,3.360102301919376478e+06
-2.707434458107324783e+06,4.688676232710517012e+06,3.360102301943166647e+06
-2.707434387400759850e+06,4.688676161999531090e+06,3.360102301966916304e+06
-2.707434316692937165e+06,4.688676091289108619e+06,3.360102301990184467e+06
-2.707434245984601323e+06,4.688676020579220727e+06,3.360102302014887799e+06
-2.707434175275483634e+06,4.688675949869695120e+06,3.360102302040087059e+06
-2.707434104565856978e+06,4.688675879159279168e+06,3.360102302064757328e+06
-2.707434033856477588e+06,4.688675808447593823e+06,3.360102302089437842e+06
-2.707433963147243019e+06,4.688675737735879607e+06,3.360102302114294376e+06
-2.707433892438190058e+06,4.688675667024304159e+06,3.360102302139706444e+06
-2.707433821728563868e+06,4.688675596313189715e+06,3.360102302165032364e+06
-2.707433751019070391e+06,4.688675525602637790e+06,3.360102302188848611e+06
-2.707433680309696589e+06,4.688675454891766421e+06,3.360102302212922368e+06
-2.707433609600413591e+06,4.688675384180034511e+06,3.360102302237644792e+06
-2.707433538891566452e+06,4.688675313467993401e+06,3.360102302264004946e+06
-2.707433468182703946e+06,4.688675242756227031e+06,3.360102302291143686e+06
-2.707433397473722696e+06,4.688675172045164742e+06,3.360102302318837494e+06
-2.707433326764251571e+06,4.688675101334332488e+06,3.360102302345568314e+06
-2.707433256054975558e+06,4.688675030622850172e+06,3.360102302372843958e+06
-2.707433185346149839e+06,4.688674959912165068e+06,3.360102302400156856e+06
-2.707433114637316205e+06,4.688674889200708829e+06,3.360102302428613417e+06
-2.707433043928395025e+06,4.688674818488444202e+06,3.360102302456574515e+06
-2.707432973218130879e+06,4.688674747775920667e+06,3.360102302484836429e+06
-2.707432902507685591e+06,4.688674677062898874e+06,3.360102302512936294e+06
-2.707432831797645893e+06,4.688674606350902468e+06,3.360102302541013807e+06
-2.707432761088099796e+06,4.688674535638128407e+06,3.360102302569825202e+06
-2.707432690378642175e+06,4.688674464925486594e+06,3.360102302599847317e+06
