mag_x (uT),mag_y (uT),mag_z (uT)
-3.741302149081023742e+01,-1.999750812813546122e-02,3.280576510194654105e+01
-3.742535019417411490e+01,1.158357100464195433e-02,3.280985800974413991e+01
-3.742639479700056171e+01,4.168468025504574841e-03,3.281914803111056500e+01
-3.742057521713811497e+01,2.974035592863518568e-03,3.278180713499801868e+01
-3.743023276985936576e+01,3.443871669541950786e-03,3.280525281131232163e+01
-3.741661468109215605e+01,8.174760859296170776e-04,3.280299935823282453e+01
-3.741634769885308742e+01,-3.649797046870497264e-03,3.280753932867143163e+01
-3.742832541075324571e+01,-3.035608193228668886e-02,3.280323523485452597e+01
-3.740262189372391077e+01,2.053783807005136672e-02,3.278945225535903774e+01
-3.743071609866538552e+01,-2.241164105934929582e-02,3.282319081959951035e+01
-3.742612430574493487e+01,9.213416616976749518e-03,3.281779739273160601e+01
-3.741895856687590083e+01,2.473885423524885187e-03,3.279418251120012684e+01
-3.741404858790158983e+01,1.005985430717771557e-02,3.280167848326028235e+01
-3.741828279115141953e+01,-6.606185918459603389e-04,3.280350375071096636e+01
-3.742352861758126892e+01,1.608987127824359001e-02,3.281469174386190701e+01
-3.741054653454660439e+01,1.213861780380723690e-02,3.280200415141856496e+01
-3.740761303440818608e+01,-2.292755866222101480e-03,3.281945997990567321e+01
-3.741967403590599872e+01,-7.633129142936539123e-03,3.281858717316127638e+01
-3.741234012867214886e+01,-1.149234166783985963e-04,3.280812525346235020e+01
-3.742123451172416537e+01,5.368681364785307577e-04,3.280457917493433939e+01
-3.742795353466100750e+01,-6.691428669795876881e-03,3.279911148446884539e+01
-3.742724317790517574e+01,1.394882639585762543e-02,3.280706371364532004e+01
-3.741646610580917098e+01,9.039834849140291999e-04,3.281101886097526688e+01
-3.741133891428945901e+01,1.189075338705440632e-02,3.281310905383917031e+01
-3.741185306999460636e+01,2.276426116567848226e-02,3.282848356471931339e+01
-3.742443378345895155e+01,6.312981819467481347e-03,3.282037449499921422e+01
-3.741045964452678874e+01,-4.460833041931687275e-03,3.280364473371444234e+01
-3.741241453218508184e+01,-1.797176825720501461e-03,3.282423749746228481e+01
-3.741252946790537237e+01,-9.938670699697629840e-03,3.281549000215023426e+01
-3.740021226176256164e+01,-7.012256191691107997e-03,3.281502471671826271e+01
-3.742773266755668971e+01,-1.173097030465660752e-02,3.281526426715267775e+01
-3.741554446848031290e+01,7.900549592632696155e-03,3.280950071565089843e+01
-3.742407192545171313e+01,-7.865448671181040144e-03,3.281920465847728252e+01
-3.742827364960636061e+01,5.189799105885809817e-03,3.280697953088454000e+01
-3.743314633883433373e+01,-2.132403985779417026e-03,3.280934645651696258e+01
-3.741298579059494500e+01,-2.102764326152142642e-03,3.280183509259836683e+01
-3.743837441044464498e+01,9.361877788409529721e-03,3.279982539260439722e+01
-3.739453958328999050e+01,-1.187215737777622473e-02,3.279908579838340899e+01
-3.742675228078289251e+01,-3.154742629151185886e-03,3.281648499554864884e+01
-3.742153317398017265e+01,-5.617992824245372947e-03,3.282738179133296086e+01
-3.742289082559834412e+01,4.253423523240083305e-03,3.280363788711804318e+01
-3.744550864126934187e+01,-2.046596722167545040e-02,3.283197678814820364e+01
-3.743279563047340730e+01,-1.500888208034813383e-02,3.281621828078210967e+01
-3.742057022901818897e+01,3.055877774854693241e-03,3.281981424289125471e+01
-3.742978589057513972e+01,6.684979443265168242e-03,3.282042572365909194e+01
-3.742670127106601541e+01,8.426053474864962645e-03,3.281318251711989120e+01
-3.743888427878124503e+01,-1.299131535923005870e-02,3.282520275082188022e+01
-3.741262285318405389e+01,6.674292637247981018e-03,3.281018512971817813e+01
-3.743123057031436218e+01,1.441181930287521804e-04,3.281752154475007899e+01
-3.740690411583989317e+01,1.198793589661362874e-02,3.279819476774556364e+01
-3.740378487778719574e+01,1.271585250946733782e-02,3.282719268457042006e+01
-3.742186913959637451e+01,-9.298692971423650616e-03,3.280921919846800705e+01
-3.741914435654493332e+01,-1.208681509691712785e-02,3.282885217149843982e+01
-3.741892564329324955e+01,1.138764532197908061e-02,3.281296324229116834e+01
-3.741964859606016347e+01,1.709143415432092319e-02,3.281153829043653047e+01
-3.742030464356550112e+01,5.125086383343181902e-03,3.282845681462625720e+01
-3.742414378367728744e+01,-2.599075541070763884e-02,3.281228021614455770e+01
-3.741752565582173418e+01,-9.589324207477956455e-03,3.281624848352373647e+01
-3.741493848431490932e+01,-7.406901299838314356e-03,3.282546136967977901e+01
-3.741673092169855153e+01,8.301285872865245621e-03,3.279836011132429974e+01
-3.741609697093121412e+01,-7.920173550742214824e-03,3.280937571013876664e+01
-3.743296642413522335e+01,-2.196473785650105304e-03,3.281048196584053045e+01
-3.742272124354458640e+01,1.671654658807255819e-02,3.280558602584117978e+01
-3.742389543335205104e+01,-5.473737542202937283e-04,3.280907782513712334e+01
-3.742310564282544050e+01,6.675848979212056777e-03,3.283477181468003891e+01
-3.743001305452040839e+01,9.153874814626134122e-04,3.281773171255394317e+01
-3.740856119276601532e+01,-6.019571829941686159e-03,3.281781901229751952e+01
-3.742876068739708018e+01,-1.227507067086873981e-02,3.281439406133229397e+01
-3.743762722985435687e+01,-1.006100895176835312e-02,3.281270053099542139e+01
-3.740431359059216021e+01,2.682644398608762405e-03,3.282286597771702930e+01
-3.743163255945415102e+01,-4.117016418761796324e-03,3.280270725607143589e+01
-3.739988720529585464e+01,-1.390208780179611218e-03,3.281600873958630871e+01
-3.742267289054081658e+01,5.793898972594277051e-04,3.281009750026974103e+01
-3.742236223115965288e+01,6.381252058523410528e-03,3.280460794313014361e+01
-3.742879870435763934e+01,-5.285949735614338396e-03,3.280034992399289706e+01
-3.741892533335560245e+01,-5.410410493789210955e-03,3.280412394215570515e+01
-3.742821877520332663e+01,-4.577885450454333843e-03,3.282055853236992249e+01
-3.743176449581275733e+01,1.045017966764763898e-02,3.282665564971895833e+01
-3.743940560605455659e+01,1.237222940771003435e-02,3.281326357482383571e+01
-3.741761116167277379e+01,1.399929833149286644e-02,3.281284113758569987e+01
-3.742482315727264108e+01,3.733758557716263578e-03,3.283109794018142225e+01
-3.743176191356011628e+01,5.911182362500926046e-03,3.281226814888434262e+01
-3.743609418536067324e+01,2.378807139050537287e-03,3.281573032507714771e+01
-3.744137727069094268e+01,-1.902516879559949803e-02,3.280043711564970010e+01
-3.742112286074584659e+01,-1.674443397970222513e-02,3.279697651368459077e+01
-3.742193552823320601e+01,1.445214272819744794e-02,3.281400296087409885e+01
-3.742243025742472895e+01,5.166534972020293652e-03,3.281612185289294104e+01
-3.742349531241600857e+01,3.191429820699046450e-03,3.280667067096316458e+01
-3.742363468483259936e+01,4.848377128635544993e-03,3.281011745060386176e+01
