gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
5.492171680909496700e-01,4.447574900133418607e-01,4.095198211623788942e-01
4.926059291140542085e-01,4.875875319302444000e-01,5.156208299771484205e-01
4.960361421311744179e-01,5.310198468041188447e-01,4.235904263430291805e-01
5.183527066180452225e-01,5.042021904003460842e-01,5.327767699696777104e-01
4.924677153338242186e-01,4.725536961037963279e-01,5.323984554377522160e-01
5.985615958311480966e-01,5.263985638527161059e-01,4.556282882441458626e-01
5.159062047239931781e-01,5.153522686014616605e-01,5.236066964620921249e-01
4.974520069679284062e-01,4.906942324910946729e-01,5.035879273794504618e-01
4.514875104796944871e-01,4.625422949212892321e-01,5.166052445526798653e-01
5.137963580158507737e-01,4.781075366780973002e-01,5.225306041732576956e-01
4.418191976012084132e-01,4.723679891097428141e-01,4.983639430448001950e-01
5.361863588465917152e-01,4.744888372050813374e-01,4.746860434548544339e-01
4.911298239416869715e-01,4.932406925529725372e-01,4.665326970902125558e-01
4.637414015777291953e-01,4.494701305131542091e-01,5.487825329887913162e-01
5.170756910810038187e-01,4.250844393133226262e-01,4.847620350282910162e-01
4.600790177226876665e-01,5.156782829723175476e-01,4.860682928784434975e-01
4.972206243746298826e-01,5.143680525095910561e-01,5.171389234204369911e-01
4.855528712467000463e-01,4.990015528000960598e-01,4.975512957885086518e-01
5.239513798129170619e-01,4.798411062212597500e-01,4.567559832661262642e-01
5.630497628906768748e-01,5.354681060192528763e-01,4.141271174242629471e-01
5.138405824493343932e-01,4.294985299750025409e-01,4.945433802766400766e-01
5.200231503090100293e-01,5.015101266567552063e-01,4.789337977173385164e-01
5.135301010913435604e-01,5.096728315309141388e-01,4.393027511446345179e-01
5.064558244236816442e-01,5.175225692522943399e-01,4.873329584926609503e-01
4.876351037546494682e-01,4.658600196444295238e-01,4.893697082401933796e-01
5.064400337588319534e-01,4.949491285244449479e-01,4.306693349237197821e-01
5.035853913680543581e-01,5.311812208028965365e-01,4.950276995632018062e-01
4.623755738832772133e-01,5.048104391957354276e-01,4.907830857099166888e-01
4.316822294168407015e-01,5.324066626365480115e-01,4.141389314844338143e-01
4.089333677627737806e-01,4.882785866602805114e-01,4.548933979290544771e-01
5.501879585917558435e-01,5.400190980049528466e-01,5.691644181552200088e-01
4.594350704010618514e-01,5.364949349501785258e-01,4.751614392783569674e-01
4.465077001544885404e-01,5.464390931929721251e-01,5.169997962159658123e-01
5.004956019773888487e-01,5.152859468736796789e-01,5.319817324592124308e-01
4.701006958729847529e-01,4.777124327604411191e-01,5.598136002377741560e-01
5.208106300099427655e-01,5.054895973520987518e-01,4.698672463379822695e-01
4.736777524622836633e-01,4.736049765020584612e-01,5.343242872191970028e-01
5.363944082549506609e-01,4.548570493434708761e-01,4.739620746921932026e-01
5.053152240841465304e-01,4.771721502947687821e-01,5.196361971922297540e-01
5.247974036811803300e-01,4.931925519200738850e-01,4.602744254688664882e-01
4.594559820601976652e-01,4.774993670794730471e-01,5.053854532638951680e-01
4.954138804812071029e-01,4.622432724902776902e-01,4.890826772054547300e-01
5.036755930737742970e-01,4.899528985625218880e-01,5.413900481252534869e-01
5.783498894769576459e-01,5.058402528100727213e-01,4.144193886784222625e-01
5.641965491108577035e-01,4.699269502351378636e-01,5.468478759190276151e-01
5.241130149019546103e-01,5.215864691108903495e-01,4.534135616329392215e-01
5.269131995684824821e-01,4.264606561843630184e-01,4.627806647987381394e-01
4.276446461943264610e-01,5.036900717493413282e-01,4.610457275126022547e-01
5.602725186803232393e-01,5.191227579593621355e-01,5.726478009615496578e-01
5.947993481726366882e-01,5.023649806727842337e-01,5.096012471133468669e-01
4.648243514840305068e-01,5.448426724616869388e-01,5.019526541567145284e-01
4.628211753150056063e-01,4.954111072466728660e-01,4.550806152537236748e-01
4.875075795549607127e-01,4.689230735633904135e-01,4.421439917924823160e-01
4.695877297237189829e-01,4.880940540406327743e-01,5.317690582857796944e-01
4.679919669000864313e-01,5.297729265886590433e-01,4.627194421133623004e-01
4.859643904417147442e-01,4.916915952475258145e-01,4.682470866685065625e-01
5.373356865356117007e-01,4.151224103238866925e-01,4.900767881784900970e-01
4.722965444725560347e-01,5.442833339164753204e-01,4.738026599159654850e-01
4.753712256321636076e-01,4.943894020970503456e-01,4.543240917906472554e-01
4.630584036136236037e-01,5.068937505313704239e-01,4.754416687137622555e-01
4.387012428608658143e-01,5.234164602280205747e-01,4.979789230594016125e-01
4.481077560299586149e-01,5.604421192682096375e-01,5.055442038898598778e-01
4.678490170487316635e-01,4.251231934136566748e-01,3.715794436722195115e-01
5.398489829158232833e-01,4.935063716998174255e-01,4.291105680014075108e-01
5.574433512612976260e-01,4.975823300760380818e-01,5.540371122815618277e-01
5.033894462742519726e-01,5.484677243012496817e-01,5.300768637032871045e-01
5.625817329533643329e-01,6.124806590820877084e-01,4.744380111559736712e-01
5.109727550905214244e-01,5.807179576144106958e-01,4.938075909134703179e-01
4.961905487381300106e-01,5.359587894305732902e-01,5.152162349740733172e-01
4.502350076707827831e-01,5.217573930609311628e-01,4.997889363798295737e-01
5.244533901432318901e-01,5.670417090454863418e-01,4.019638554237064954e-01
4.535557275153692669e-01,4.871968267075635350e-01,5.663799733801297975e-01
5.137897982868890878e-01,5.077800316120368862e-01,5.647148879658001608e-01
4.033611164043005015e-01,4.962513444284838426e-01,5.453400904170591090e-01
4.288898708839010698e-01,4.930404633906229073e-01,4.590415668296348173e-01
5.352434999731827681e-01,4.831183040441635601e-01,4.567850444956068068e-01
4.633937038638040740e-01,4.533790370067246056e-01,5.257020157615768241e-01
5.296582346496140348e-01,5.289118026360741798e-01,4.577595437929257161e-01
4.682874670840085907e-01,5.503891192595192772e-01,4.807163746503158586e-01
4.745869801791796627e-01,4.228642033676735523e-01,5.521286379189047633e-01
5.279923995553952309e-01,4.182614007647796339e-01,4.504047292909656997e-01
4.689902248064858892e-01,5.786067398682117613e-01,4.851072172525762727e-01
4.926934920451535027e-01,4.772753804686640233e-01,4.919491381249878614e-01
4.773637335474421595e-01,4.134959350848716464e-01,5.573278529146867832e-01
5.129605518105851969e-01,4.589737053425589908e-01,4.744973819088693090e-01
5.200062568697125798e-01,5.332505300459120523e-01,5.051017313538228581e-01
5.180171514420985890e-01,4.371812240440286490e-01,4.573346676391566445e-01
4.365014860891623938e-01,4.292856808264446933e-01,5.546280629285331720e-01
4.971424841478972456e-01,5.151979355239070246e-01,5.977385487425564969e-01
5.235575643176434424e-01,4.975802397105264507e-01,4.841102414072537274e-01
5.287898615685532322e-01,5.667334487744134508e-01,4.951414062373706848e-01
5.385631136270664365e-01,4.326366574332184411e-01,4.475859962705288631e-01
4.634982502442693275e-01,4.965852331042541756e-01,5.031767191622534829e-01
5.035623301143450359e-01,4.507821550017689360e-01,4.686305261456943927e-01
5.015739886555380389e-01,5.092913046529958798e-01,5.248183984117078538e-01
4.943055299104006650e-01,4.275227076420430317e-01,4.441763413874081912e-01
4.182059262519489118e-01,4.720124421030486572e-01,5.182672410069923963e-01
5.776192915080464729e-01,4.826304666685687916e-01,5.345467711529882093e-01
5.164794870092680457e-01,4.715520367012523972e-01,5.244144636102255896e-01
4.959352135015517304e-01,5.052292833368582370e-01,4.613588122760152177e-01
5.355734561386359394e-01,4.545364547979324765e-01,5.352689579064857650e-01
4.737536127616958082e-01,5.558125604897430350e-01,5.084004308949344741e-01
5.103661003197360602e-01,5.128452082804962897e-01,4.830170777193000253e-01
5.145945898462170875e-01,4.883087980901397174e-01,5.309280498632752421e-01
5.424331156892964190e-01,5.310458118958565343e-01,5.008948174304621581e-01
4.855223071964556714e-01,4.448381959559813970e-01,4.445762723063985122e-01
5.287693896372395175e-01,4.827717749708265171e-01,3.994293060767456494e-01
4.573642756250979602e-01,5.300564337315851748e-01,4.606544748705561632e-01
5.471935524951971885e-01,5.038972354721577007e-01,4.655439049868002055e-01
4.837352601163361632e-01,4.652603830128675400e-01,4.581339208546960640e-01
5.449634268276284388e-01,4.479391561040120817e-01,5.390460656033383424e-01
5.423870249952913447e-01,4.594714269024795517e-01,5.076625306188534692e-01
4.702691507720810904e-01,5.919260727039568071e-01,4.764027923214161908e-01
4.874999696501271518e-01,5.249571481346148039e-01,4.545706934104705166e-01
5.485323443969706281e-01,5.192979423164391095e-01,5.041410866024160775e-01
5.602990894342593231e-01,4.691495795343501585e-01,4.466500876998814040e-01
4.763138048632529209e-01,4.922713903548643910e-01,4.628622062315046470e-01
3.896531757619211556e-01,5.478588837741286133e-01,4.128817497017244209e-01
