accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
1.021237652600265888e-01,1.051575888165779404e-01,1.077062865580196949e+01
9.980524254364803172e-02,1.002249366544660097e-01,1.078011489024417990e+01
9.799468540511559189e-02,1.020308768891508983e-01,1.077261165891406947e+01
9.513520278169723676e-02,9.805530019967992339e-02,1.077518303669283384e+01
1.018532887560339162e-01,9.923248991111467687e-02,1.076912759269186814e+01
9.614601154664551008e-02,9.125023088846399844e-02,1.077838725001138798e+01
9.759479740293786065e-02,9.958999496254739014e-02,1.077670234085534418e+01
9.583021284741415069e-02,9.158953844511333320e-02,1.077928056610671881e+01
9.894023198922749507e-02,9.164122657699444452e-02,1.077571177795141821e+01
9.719224320211290735e-02,1.026244657012121558e-01,1.077836653516257392e+01
1.008862351032211030e-01,9.782275035283709286e-02,1.077035574617464242e+01
9.750502589423479249e-02,1.065744771751534481e-01,1.077298225680646127e+01
1.098823414278734534e-01,9.907164298152237869e-02,1.077663931795794205e+01
9.453278168082297761e-02,9.906735068566213664e-02,1.077290830672900412e+01
1.080739438144555503e-01,1.015015652605916474e-01,1.078756479251264722e+01
9.142955605006859721e-02,1.000078463276682927e-01,1.077121178671727009e+01
9.775136816526359962e-02,9.663199122574993305e-02,1.077453650748407377e+01
8.483624529931529934e-02,9.395611769652445489e-02,1.078151296074465648e+01
1.077412954055336214e-01,9.790718524330595252e-02,1.077522040225481170e+01
1.029763109920690811e-01,9.212937853620249695e-02,1.077359310507670642e+01
9.302940664840750329e-02,1.044653337123814807e-01,1.077669321052285234e+01
9.284983216552458729e-02,9.079863264114060306e-02,1.076609575374719974e+01
9.957597400976928026e-02,9.335627968022290613e-02,1.076869973773523803e+01
1.017417153997788176e-01,9.731263962732746020e-02,1.077468614025463189e+01
9.596145292156263440e-02,9.396454051905378524e-02,1.076998565258121410e+01
9.092440194962296551e-02,1.010060345484918298e-01,1.076650216462636322e+01
9.902236233091404882e-02,1.038757817966788066e-01,1.077302111469848178e+01
1.076545297907080673e-01,1.020698528136344818e-01,1.076336268359859716e+01
1.066956203567551859e-01,9.081994244847690911e-02,1.077585428319588878e+01
1.011977670127548329e-01,1.017254314504840162e-01,1.078361198772925533e+01
9.613186831928299814e-02,9.129561822383046310e-02,1.077289736338449799e+01
1.008241666011880228e-01,9.982833343808211746e-02,1.077174482709412651e+01
9.917400996404124314e-02,9.492110669496162112e-02,1.077051299203824364e+01
9.611650753508121925e-02,1.003710209286143712e-01,1.077337614423476886e+01
9.490730439409879315e-02,1.011810091515922272e-01,1.077109380825056917e+01
9.075148859352248631e-02,1.012135459118876507e-01,1.077047930406892284e+01
9.823776896117628055e-02,1.042477989526091192e-01,1.077533943520506199e+01
9.955962800317612327e-02,1.080568055157155732e-01,1.077316993829422742e+01
9.829575777973476036e-02,1.026662785904522424e-01,1.078842806913757357e+01
9.704567322105588090e-02,8.897958663044254479e-02,1.077875632278606943e+01
