gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
-2.707032340245170519e+06,4.688717776867633685e+06,3.360429664026693907e+06,-1.658159341425603436e-02,3.337493938180226272e-02,-2.422776693405475495e-02
-2.707035745095549151e+06,4.688714335780121386e+06,3.360448077785353176e+06,-3.409839258270454254e-02,7.506442645759651977e-02,1.594785233348775672e-02
-2.707024632342011668e+06,4.688701890330465510e+06,3.360439134672762826e+06,-1.026000191151033372e-03,3.103271827521867504e-02,4.961566114280289291e-02
-2.707033128605741076e+06,4.688713483817479573e+06,3.360439150681094266e+06,-4.048234475603289945e-02,-4.558096091395273664e-02,-5.155547018756837657e-02
-2.707033181606525090e+06,4.688710237115950324e+06,3.360424447256616782e+06,5.136091584204506566e-02,-1.973095008500631853e-02,-7.557228435144425216e-02
-2.707023161442386918e+06,4.688711114610519260e+06,3.360426389502353035e+06,-8.367036512613734017e-03,7.936812715482505221e-02,-1.482323961688284189e-02
-2.707018927452783100e+06,4.688715270566370338e+06,3.360431110864612740e+06,9.986214672871386588e-02,2.810120813361702968e-02,1.676350522147670649e-02
-2.707025124544292223e+06,4.688706190028387122e+06,3.360435287001851015e+06,1.027074122552388558e-01,3.786249497089471533e-02,-4.490306550407270440e-03
-2.707025088589978870e+06,4.688713956759075634e+06,3.360431192533126567e+06,3.420726638841483508e-02,-1.986760472598046105e-04,9.049103937397888486e-02
-2.707032233601723332e+06,4.688707188230005093e+06,3.360430986068677623e+06,2.677629566489482527e-02,-3.904687509084259992e-03,1.250583007894413845e-02
-2.707025687391919550e+06,4.688712370843711309e+06,3.360421585557145532e+06,2.199575999369355814e-02,-3.062124379215565295e-02,-3.089653699077346549e-02
-2.707024603318054229e+06,4.688710527378329076e+06,3.360425114858656656e+06,7.374549255672156745e-02,5.592954913654597793e-02,-7.902769299709812290e-02
-2.707039988737155218e+06,4.688712482369894162e+06,3.360420212028862443e+06,-2.762416904282271810e-02,-5.989763268790663370e-02,2.261471170638413783e-02
-2.707026152429133654e+06,4.688717560599065386e+06,3.360430226588186342e+06,5.775471325795933364e-02,3.629752727594304229e-02,8.591999651893661438e-02
-2.707025993843768723e+06,4.688711615223848261e+06,3.360430243839429691e+06,-1.926093604607558019e-02,3.461449363856233113e-02,7.412652430933280856e-02
-2.707025513870762195e+06,4.688701547602654435e+06,3.360435151479872409e+06,-8.561459329863411322e-03,7.577958538448537583e-03,2.016442182336930511e-02
-2.707037580126646906e+06,4.688709456202181056e+06,3.360430893636338413e+06,5.443847014931589741e-03,3.319515699429420597e-02,-1.021383834192508095e-03
-2.707034541954905726e+06,4.688707050253909081e+06,3.360440292910236400e+06,-1.148758682799846942e-02,9.907768648246484400e-02,-1.487663947048243479e-02
-2.707039646598520689e+06,4.688713729209641926e+06,3.360425169505355414e+06,1.051474875270550086e-01,-2.083957398700365254e-02,-8.890959173506179924e-02
-2.707034158074803650e+06,4.688714095623114146e+06,3.360445703504194040e+06,-2.299270488991877678e-02,-5.048911896800659105e-02,1.099610005861196421e-01
-2.707034507867798209e+06,4.688706023595395498e+06,3.360430828948935028e+06,1.652613993348779967e-02,2.331894933810151407e-02,-1.825083060449911158e-04
-2.707024351190321613e+06,4.688717429055968300e+06,3.360433132935963571e+06,-2.503295615248458256e-02,-7.765083671343334104e-02,-8.852611217643997776e-02
-2.707023661333098542e+06,4.688715413293843158e+06,3.360419475297983736e+06,4.361890193985684672e-02,7.353877379431813209e-03,-5.149543224151398313e-02
-2.707032938146393746e+06,4.688712670521906577e+06,3.360443782999101561e+06,-3.589617829682950623e-02,-1.296103303077814073e-01,-2.048094643454021271e-02
-2.707022939193265513e+06,4.688718807451040484e+06,3.360439154565448873e+06,1.214650494067675938e-02,7.454878432652871367e-02,9.691950523457951161e-02
-2.707034460878281854e+06,4.688706895673514344e+06,3.360428008049691096e+06,-2.315544576867290590e-03,2.860624881529040889e-02,5.017024749507262987e-02
-2.707021359582035802e+06,4.688711544288486242e+06,3.360433769855692051e+06,-2.964267115663258081e-03,-9.829694336025563209e-03,6.884047621198172151e-02
-2.707027157205929514e+06,4.688708890492717735e+06,3.360428002436624374e+06,1.036613786227878406e-02,-6.207392099879730646e-02,-1.355535645861701693e-02
-2.707026149759824853e+06,4.688706639597536996e+06,3.360425354175035842e+06,2.288798704643330018e-02,-2.114090773236439180e-02,3.095704997927438418e-02
-2.707028506116287317e+06,4.688714202816556208e+06,3.360426937077553477e+06,1.279325195607842747e-01,2.643267746047025732e-02,6.875753118892655343e-03
